EVENT,META,WEEK,DATE,RESULT,POINTS,PLAYER,URL,ARCHETYPE,COLOR,COMPANION
Modern League,PostCompanionChange,3,2020-06-19,5-0,-,Darkiundsa,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-19#darkiundsa_-,WURG Control,WURG,Yorion
Modern League,PostCompanionChange,3,2020-06-19,5-0,-,Jiggywiggy,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-19#jiggywiggy_-,Kinnan Legends,URG,Yorion
Modern League,PostCompanionChange,3,2020-06-19,5-0,-,Netow,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-19#netow_-,Dredge,BRG,
Modern League,PostCompanionChange,3,2020-06-19,5-0,-,Zanman,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-19#zanman_-,Titan Stompy,BRG,Gyruda
Modern League,PostCompanionChange,3,2020-06-19,5-0,-,Madwolf87,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-19#madwolf_-,Jund Shadow,BRG,
Modern League,PostCompanionChange,3,2020-06-19,5-0,-,Chad1987SR05,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-19#chadsr_-,Golgari Midrange,BG,
Modern League,PostCompanionChange,3,2020-06-19,5-0,-,Wuhsa,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-19#wuhsa_-,Niv To Light,WUBRG,
Modern League,PostCompanionChange,3,2020-06-19,5-0,-,thelegitpony666,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-19#thelegitpony_-,Goblins,BR,
Modern League,PostCompanionChange,3,2020-06-19,5-0,-,whitefangshinobi,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-19#whitefangshinobi_-,Mill,UB,Lurrus
Modern League,PostCompanionChange,3,2020-06-19,5-0,-,salvamala,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-19#salvamala_-,Jund Midrange,BRG,
Modern League,PostCompanionChange,3,2020-06-19,5-0,-,RodolfoSFD0,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-19#rodolfosfd_-,Titan Shift,RG,
Modern League,PostCompanionChange,3,2020-06-19,5-0,-,Lcario,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-19#lcario_-,E Tron,C,
Modern League,PostCompanionChange,3,2020-06-19,5-0,-,AutumnLily,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-19#autumnlily_-,Sultai Control,UBG,Yorion
Modern League,PostCompanionChange,3,2020-06-19,5-0,-,Jackson1031,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-19#jackson_-,Uroza,URG,
Modern Preliminary,PostCompanionChange,3,2020-06-19,5-0,15,aooaaooa,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-06-20#aooaaooa_-,Lantern,UBG,
Modern Preliminary,PostCompanionChange,3,2020-06-19,4-1,12,NightKnight131,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-06-20#nightknight_-,Devoted,WG,Lurrus
Modern Preliminary,PostCompanionChange,3,2020-06-19,4-1,12,MadCowChicken,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-06-20#madcowchicken_-,Selesnya Eldrazi,WG,Jegantha
Modern Preliminary,PostCompanionChange,3,2020-06-19,4-1,12,Frank_Bonaparte,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-06-20#frank_bonaparte_-,Gruul Midrange,RG,
Modern Preliminary,PostCompanionChange,3,2020-06-19,4-1,12,Papelucho10,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-06-20#papelucho_-,Infect,UG,
Modern Preliminary,PostCompanionChange,3,2020-06-19,4-1,12,Mcleskey,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-06-20#mcleskey_-,Burn,WR,
Modern Preliminary,PostCompanionChange,3,2020-06-19,4-1,12,Boland,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-06-20#boland_-,Dredge,BRG,
Modern Preliminary,PostCompanionChange,3,2020-06-19,4-1,12,ghostx02,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-06-20#ghostx_-,Gruul Midrange,RG,
Modern Preliminary,PostCompanionChange,3,2020-06-19,3-2,9,FrancusAurelius,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-06-20#francusaurelius_-,Naya Midrange,WRG,
Modern Preliminary,PostCompanionChange,3,2020-06-19,3-2,9,otakkun,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-06-20#otakkun_-,KGC Tron,G,
Modern Preliminary,PostCompanionChange,3,2020-06-19,3-2,9,_Logic_,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-06-20#_logic__-,Rakdos Shadow,BR,
Modern Preliminary,PostCompanionChange,3,2020-06-19,3-2,9,2radMTG,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-06-20#radmtg_-,Bogles,WG,Lurrus
Modern Preliminary,PostCompanionChange,3,2020-06-19,3-2,9,lovealienzzz,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-06-20#lovealienzzz_-,Temur Control,URG,
Modern Preliminary,PostCompanionChange,3,2020-06-19,3-2,9,Manacymbal,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-06-20#manacymbal_-,Kinnan Legends,URG,Yorion
Modern Preliminary,PostCompanionChange,3,2020-06-19,3-2,9,signblindman,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-06-20#signblindman_-,Gruul Midrange,RG,
Modern Preliminary,PostCompanionChange,3,2020-06-19,3-2,9,Nammersquats,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-06-20#nammersquats_-,Humans,WUBRG,
Modern Preliminary,PostCompanionChange,3,2020-06-19,3-2,9,Micro,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-06-20#micro_-,Ad Nauseam,WUB,
Modern Preliminary,PostCompanionChange,3,2020-06-19,3-2,9,joetru,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-06-20#joetru_-,Niv To Light,WUBRG,
Modern Preliminary,PostCompanionChange,3,2020-06-19,3-2,9,grahams,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-06-20#grahams_-,Mill,UB,
Modern Challenge,PostCompanionChange,3,2020-06-20,1st Place,15,Tiemuuu,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-21#tiemuuu_st_place,Izzet Control,UR,
Modern Challenge,PostCompanionChange,3,2020-06-20,2nd Place,15,xakx47x,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-21#xakxx_nd_place,Devoted,WG,Lurrus
Modern Challenge,PostCompanionChange,3,2020-06-20,3rd Place,18,1yo2yo,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-21#yoyo_rd_place,Thopter Urza,UBR,
Modern Challenge,PostCompanionChange,3,2020-06-20,4th Place,18,tuhoajatane,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-21#tuhoajatane_th_place,Amulet Titan,UBRG,
Modern Challenge,PostCompanionChange,3,2020-06-20,5th Place,21,Jiggywiggy,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-21#jiggywiggy_th_place,Kinnan Legends,URG,Yorion
Modern Challenge,PostCompanionChange,3,2020-06-20,6th Place,18,PaChA94s,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-21#pachas_th_place,Ad Nauseam,WUB,
Modern Challenge,PostCompanionChange,3,2020-06-20,7th Place,18,Misplacedginger,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-21#misplacedginger_th_place,Bant Control,WUG,
Modern Challenge,PostCompanionChange,3,2020-06-20,8th Place,18,SvenSveeterSven,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-21#svensveetersven_th_place,Izzet Control,UR,
Modern Challenge,PostCompanionChange,3,2020-06-20,9th Place,15,kbr3,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-21#kbr_th_place,Hardened Scales,G,
Modern Challenge,PostCompanionChange,3,2020-06-20,10th Place,15,MikeEgan,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-21#mikeegan_th_place,Niv To Light,WUBRG,
Modern Challenge,PostCompanionChange,3,2020-06-20,11th Place,15,Yooisa,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-21#yooisa_th_place,Infect,WUG,
Modern Challenge,PostCompanionChange,3,2020-06-20,12th Place,15,bntrusty14,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-21#bntrusty_th_place,Humans,WUBRG,
Modern Challenge,PostCompanionChange,3,2020-06-20,13th Place,15,kanister,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-21#kanister_th_place,Humans,WUBRG,
Modern Challenge,PostCompanionChange,3,2020-06-20,14th Place,15,GoblinK1ng,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-21#goblinkng_th_place,Goblins,WUBRG,
Modern Challenge,PostCompanionChange,3,2020-06-20,15th Place,15,haruhilmi24,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-21#haruhilmi_th_place,E Tron,C,
Modern Challenge,PostCompanionChange,3,2020-06-20,16th Place,15,Archgaze,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-21#archgaze_th_place,Winota,WRG,
Modern Challenge,PostCompanionChange,3,2020-06-20,17th Place,15,FranPi,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-21#franpi_th_place,Gifts Storm,UR,
Modern Challenge,PostCompanionChange,3,2020-06-20,18th Place,15,MrRaeb,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-21#mrraeb_th_place,Uroza,UBG,Yorion
Modern Challenge,PostCompanionChange,3,2020-06-20,19th Place,15,Erik157751,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-21#erik_th_place,E Tron,C,
Modern Challenge,PostCompanionChange,3,2020-06-20,20th Place,15,bladede,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-21#bladede_th_place,E Tron,C,
Modern Challenge,PostCompanionChange,3,2020-06-20,21st Place,12,Zeekery,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-21#zeekery_st_place,Thing Ascension,WUR,Lurrus
Modern Challenge,PostCompanionChange,3,2020-06-20,22nd Place,12,antonio13901390,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-21#antonio_nd_place,E Tron,C,
Modern Challenge,PostCompanionChange,3,2020-06-20,23rd Place,12,katoriarch123,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-21#katoriarch_rd_place,Bant Control,WUG,
Modern Challenge,PostCompanionChange,3,2020-06-20,24th Place,12,Anicet0,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-21#anicet_th_place,E Tron,C,
Modern Challenge,PostCompanionChange,3,2020-06-20,25th Place,12,MadMaxErnst,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-21#madmaxernst_th_place,Uroza,URG,
Modern Challenge,PostCompanionChange,3,2020-06-20,26th Place,12,Jenara19,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-21#jenara_th_place,Sultai Control,UBG,
Modern Challenge,PostCompanionChange,3,2020-06-20,27th Place,12,Larry11,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-21#larry_th_place,Gruul Midrange,RG,
Modern Challenge,PostCompanionChange,3,2020-06-20,28th Place,12,ubercrisis,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-21#ubercrisis_th_place,Sultai Control,UBG,
Modern Challenge,PostCompanionChange,3,2020-06-20,29th Place,12,remf,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-21#remf_th_place,Bant Spirits,WUG,
Modern Challenge,PostCompanionChange,3,2020-06-20,30th Place,12,kalibak,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-21#kalibak_th_place,Burn,WR,
Modern Challenge,PostCompanionChange,3,2020-06-20,31st Place,12,NewHJ,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-21#newhj_st_place,Burn,WRG,
Modern Challenge,PostCompanionChange,3,2020-06-20,32nd Place,12,Manacymbal,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-21#manacymbal_nd_place,Kinnan Legends,URG,Yorion
Modern League,PostCompanionChange,4,2020-06-23,5-0,-,Erik157751,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-23#erik_-,E Tron,C,
Modern League,PostCompanionChange,4,2020-06-23,5-0,-,Metcalf23,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-23#metcalf_-,Selenya Taxes,WG,Yorion
Modern League,PostCompanionChange,4,2020-06-23,5-0,-,pbarrrgh,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-23#pbarrrgh_-,Sultai Control,UBG,
Modern League,PostCompanionChange,4,2020-06-23,5-0,-,AlexFromTheNorth,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-23#alexfromthenorth_-,Bushwhacker Zoo,WRG,
Modern League,PostCompanionChange,4,2020-06-23,5-0,-,zachattack23,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-23#zachattack_-,Temur Control,URG,
Modern League,PostCompanionChange,4,2020-06-23,5-0,-,Avixy,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-23#avixy_-,Devoted,WG,Lurrus
Modern League,PostCompanionChange,4,2020-06-23,5-0,-,vagner_mtg,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-23#vagner_mtg_-,Grixis Shadow,UBR,
Modern League,PostCompanionChange,4,2020-06-23,5-0,-,PietroSas,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-23#pietrosas_-,Merfolk,U,
Modern League,PostCompanionChange,4,2020-06-23,5-0,-,Somniloquist_,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-23#somniloquist__-,Jund Shadow,BRG,
Modern League,PostCompanionChange,4,2020-06-23,5-0,-,forenmagra,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-23#forenmagra_-,Saheeli To Light,WUBRG,
Modern League,PostCompanionChange,4,2020-06-23,5-0,-,Snipers_are_bums,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-23#snipers_are_bums_-,Niv To Light,WUBRG,
Modern League,PostCompanionChange,4,2020-06-23,5-0,-,Ingalsarm,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-23#ingalsarm_-,Uroza,URG,
Modern League,PostCompanionChange,4,2020-06-23,5-0,-,LordoftheLobsters,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-23#lordofthelobsters_-,WURG Control,WURG,Yorion
Modern League,PostCompanionChange,4,2020-06-23,5-0,-,mtgmonte,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-23#mtgmonte_-,UBRG Shadow,UBRG,
Modern League,PostCompanionChange,4,2020-06-23,5-0,-,didoguidotti1,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-23#didoguidotti_-,Bant Control,WUG,
Modern League,PostCompanionChange,4,2020-06-23,5-0,-,robb93,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-23#robb_-,Ad Nauseam,WUB,
Modern League,PostCompanionChange,4,2020-06-23,5-0,-,fenix4444,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-23#fenix_-,KGC Tron,G,
Modern League,PostCompanionChange,4,2020-06-23,5-0,-,YBLime,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-23#yblime_-,Thopter Urza,WUBR,
Modern League,PostCompanionChange,4,2020-06-23,5-0,-,aspiringspike,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-23#aspiringspike_-,Grixis Lurrus,UBR,
Modern League,PostCompanionChange,4,2020-06-23,5-0,-,shine0905,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-23#shine_-,Titan Stompy,BRG,Gyruda
Modern League,PostCompanionChange,4,2020-06-23,5-0,-,MHayashi,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-23#mhayashi_-,Boros Prowess,WR,Jegantha
Modern League,PostCompanionChange,4,2020-06-23,5-0,-,Granham,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-23#granham_-,Jund Midrange,BRG,
Modern League,PostCompanionChange,4,2020-06-23,5-0,-,abombdiggity,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-23#abombdiggity_-,Slivers,WUBRG,
Modern League,PostCompanionChange,4,2020-06-23,5-0,-,milikin,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-23#milikin_-,Gruul Midrange,RG,
Modern League,PostCompanionChange,4,2020-06-23,5-0,-,Jidden,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-23#jidden_-,Thopter Urza,WU,
Modern League,PostCompanionChange,4,2020-06-23,5-0,-,saccij92,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-23#saccij_-,Humans,WUBRG,
Modern League,PostCompanionChange,4,2020-06-23,5-0,-,Karstinen,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-23#karstinen_-,Bogles,WG,Lurrus
Modern League,PostCompanionChange,4,2020-06-23,5-0,-,KAKOLOLO,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-23#kakololo_-,Bushwhacker Zoo,RG,
Modern League,PostCompanionChange,4,2020-06-23,5-0,-,Darthtaneon,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-23#darthtaneon_-,Bushwhacker Zoo,RG,
Modern League,PostCompanionChange,4,2020-06-23,5-0,-,edward40hands,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-23#edwardhands_-,Golgari Midrange,BG,
Modern League,PostCompanionChange,4,2020-06-23,5-0,-,Gods_Shadow,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-23#gods_shadow_-,Grixis Control,UBR,
Modern League,PostCompanionChange,4,2020-06-23,5-0,-,thepensword,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-23#thepensword_-,Mono Red Prowess,R,
Modern League,PostCompanionChange,4,2020-06-23,5-0,-,vasko19,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-23#vasko_-,Izzet Restore Balance,URG,
Modern League,PostCompanionChange,4,2020-06-23,5-0,-,Ftzz,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-23#ftzz_-,Sultai Control,UBG,
Modern League,PostCompanionChange,4,2020-06-23,5-0,-,Juaspas,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-23#juaspas_-,Primeval Titan,BRG,
Modern League,PostCompanionChange,4,2020-06-23,5-0,-,MrRaeb,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-23#mrraeb_-,Uroza,UBG,Yorion
Modern League,PostCompanionChange,4,2020-06-23,5-0,-,jessy_samek,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-23#jessy_samek_-,Dredge,BRG,
Modern League,PostCompanionChange,4,2020-06-23,5-0,-,Yumas2,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-23#yumas_-,Amulet Titan,WURG,
Modern League,PostCompanionChange,4,2020-06-23,5-0,-,Rock_Star,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-23#rock_star_-,Rakdos Prowess,BR,Lurrus
Modern League,PostCompanionChange,4,2020-06-23,5-0,-,NorrathDecay,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-23#norrathdecay_-,Burn,WR,
Modern League,PostCompanionChange,4,2020-06-23,5-0,-,bozo2112,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-23#bozo_-,Crabvine,UBG,
Modern League,PostCompanionChange,4,2020-06-23,5-0,-,yutya,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-23#yutya_-,Bant Control,WUG,Yorion
Modern League,PostCompanionChange,4,2020-06-23,5-0,-,_kg,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-23#_kg_-,Yawgmoth,BG,
Modern League,PostCompanionChange,4,2020-06-23,5-0,-,Metcalf23,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-23#metcalf_-,Boros Taxes,WR,
Modern League,PostCompanionChange,4,2020-06-23,5-0,-,derramedefogo,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-23#derramedefogo_-,Gifts Storm,UR,
Modern League,PostCompanionChange,4,2020-06-23,5-0,-,Zeekery,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-23#zeekery_-,Thing Ascension,WUR,Lurrus
Modern League,PostCompanionChange,4,2020-06-23,5-0,-,in5ano,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-23#inano_-,Scapeshift,URG,Yorion
Modern League,PostCompanionChange,4,2020-06-23,5-0,-,cjucjujp,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-23#cjucjujp_-,Hardened Scales,BG,Lurrus
Modern League,PostCompanionChange,4,2020-06-23,5-0,-,Pollu,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-23#pollu_-,Ad Nauseam,WUB,
Modern League,PostCompanionChange,4,2020-06-23,5-0,-,Gleiciano,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-23#gleiciano_-,Titan Shift,RG,
Modern League,PostCompanionChange,4,2020-06-23,5-0,-,SvenSveeterSven,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-23#svensveetersven_-,Izzet Control,UR,
Modern League,PostCompanionChange,4,2020-06-23,5-0,-,Papelucho10,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-23#papelucho_-,Infect,UG,
Modern League,PostCompanionChange,4,2020-06-23,5-0,-,Yanti,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-league-2020-06-23#yanti_-,Bogles,WU,Lurrus
Modern Preliminary,PostCompanionChange,4,2020-06-23,4-1,12,mariogomes097,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-06-24#mariogomes_-,Grixis Shadow,UBR,
Modern Preliminary,PostCompanionChange,4,2020-06-23,4-1,12,WhiTe TsaR,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-06-24#white_tsar_-,Sultai Control,UBG,
Modern Preliminary,PostCompanionChange,4,2020-06-23,4-1,12,_INF_,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-06-24#_inf__-,Gifts Storm,UR,
Modern Preliminary,PostCompanionChange,4,2020-06-23,4-1,12,Janh,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-06-24#janh_-,Temur Control,URG,
Modern Preliminary,PostCompanionChange,4,2020-06-23,3-2,9,bubbsei,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-06-24#bubbsei_-,Dredge,BRG,
Modern Preliminary,PostCompanionChange,4,2020-06-23,3-2,9,ZYURYO,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-06-24#zyuryo_-,Jund Midrange,BRG,
Modern Preliminary,PostCompanionChange,4,2020-06-23,3-2,9,2k4mmorton,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-06-24#kmmorton_-,Mono Red Prowess,R,
Modern Preliminary,PostCompanionChange,4,2020-06-23,3-2,9,skeptimist,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-06-24#skeptimist_-,Bant Control,WUG,
Modern Preliminary,PostCompanionChange,4,2020-06-24,5-0,15,Icteridae,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-06-25#icteridae_-,Heliod Devoted,WUG,
Modern Preliminary,PostCompanionChange,4,2020-06-24,4-1,12,rastaf,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-06-25#rastaf_-,KGC Tron,G,
Modern Preliminary,PostCompanionChange,4,2020-06-24,4-1,12,FrankEG_MTG,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-06-25#frankeg_mtg_-,Humans,WUBRG,
Modern Preliminary,PostCompanionChange,4,2020-06-24,4-1,12,fpawlusz,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-06-25#fpawlusz_-,Amulet Titan,WUBRG,
Modern Preliminary,PostCompanionChange,4,2020-06-24,4-1,12,Laplasjan,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-06-25#laplasjan_-,Devoted,WG,Lurrus
Modern Preliminary,PostCompanionChange,4,2020-06-24,4-1,12,BSK_hercules,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-06-25#bsk_hercules_-,Gruul Midrange,RG,
Modern Preliminary,PostCompanionChange,4,2020-06-24,3-2,9,mariogomes097,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-06-25#mariogomes_-,Grixis Shadow,UBR,
Modern Preliminary,PostCompanionChange,4,2020-06-24,3-2,9,TubbyBatman,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-06-25#tubbybatman_-,Narsets Undoing,UB,
Modern Preliminary,PostCompanionChange,4,2020-06-24,3-2,9,Boland,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-06-25#boland_-,Dredge,BRG,
Modern Preliminary,PostCompanionChange,4,2020-06-24,3-2,9,MZBlazer,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-06-25#mzblazer_-,Sultai Control,UBG,
Modern Preliminary,PostCompanionChange,4,2020-06-24,3-2,9,DreamsOfAshiok,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-06-25#dreamsofashiok_-,E Tron,C,
Modern Preliminary,PostCompanionChange,4,2020-06-24,3-2,9,Mcleskey,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-06-25#mcleskey_-,Burn,WR,
Modern Preliminary,PostCompanionChange,4,2020-06-24,3-2,9,killersuv,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-06-25#killersuv_-,Sultai Control,UBG,
Modern Preliminary,PostCompanionChange,4,2020-06-24,3-2,9,Papelucho10,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-06-25#papelucho_-,Infect,UG,
Modern Preliminary,PostCompanionChange,4,2020-06-24,3-2,9,tkphi,https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-06-25#tkphi_-,Burn,WR,
