"","SetCode","NoCopies","Winrate"
"1","LEA",2111,0.717
"2","MID",1682,0.719
"3","ELD",1440,0.72
"4","ZNR",1416,0.719
"5","NEO",1373,0.719
"6","WAR",1157,0.73
"7","AFR",1130,0.716
"8","M20",923,0.73
"9","KHM",906,0.724
"10","VOW",901,0.72
"11","STX",701,0.729
"12","KLD",684,0.72
"13","THS",673,0.735
"14","IKO",528,0.725
"15","SOI",509,0.73
"16","GPT",476,0.717
"17","KTK",455,0.723
"18","THB",439,0.722
"19","AKH",428,0.718
"20","RAV",422,0.718
"21","RTR",410,0.72
"22","M14",409,0.723
"23","DIS",362,0.72
"24","RNA",361,0.724
"25","XLN",359,0.724
"26","DOM",359,0.723
"27","INV",354,0.727
"28","GRN",341,0.731
"29","DTK",314,0.71
"30","AER",313,0.716
"31","OGW",298,0.713
"32","ORI",292,0.73
"33","JOU",252,0.722
"34","DGM",241,0.719
"35","ICE",236,0.758
"36","LRW",229,0.718
"37","EMN",216,0.727
"38","M19",212,0.731
"39","M21",210,0.725
"40","HOU",203,0.722
"41","M10",170,0.744
"42","FRF",146,0.71
"43","TSP",137,0.706
"44","DKA",128,0.724
"45","ZEN",126,0.721
"46","MOR",122,0.722
"47","USG",109,0.725
"48","GTC",101,0.736
"49","RIX",96,0.736
"50","MRD",72,0.733
"51","BFZ",65,0.695
"52","APC",52,0.736
"53","PLC",44,0.713
"54","ISD",29,0.752
"55","M11",27,0.736
"56","DST",25,0.724
"57","BNG",23,0.667
"58","M15",19,0.667
"59","M13",17,0.743
"60","LEG",14,0.778
"61","CMD",11,0.697
"62","ATQ",9,0.696
"63","ALA",8,0.737
"64","C14",6,0.714
"65","ODY",3,0.571
"66","CON",2,0.714
