"","CardNames","DeckCount","WinrateAverage"
"1","Gorilla Shaman",1,90
"2","Dennick, Pious Apprentice",2,89.5
"3","Geist of Saint Traft",2,89.5
"4","Griselbrand",2,87.5
"5","Natural State",2,87.5
"6","Nix",2,87.5
"7","Shapers' Sanctuary",2,87.5
"8","Damn",4,85
"9","Sphinx of the Final Word",5,84
"10","Terastodon",2,83.3
"11","Etched Champion",4,82.6
"12","Sphere of Annihilation",2,81.2
"13","Crime // Punishment",5,80
"14","Experimental Frenzy",2,80
"15","Wheel of Sun and Moon",1,80
"16","Rebuild",1,80
"17","Grist, the Hunger Tide",5,78.8
"18","Bloodchief's Thirst",5,78.6
"19","Ceremonious Rejection",3,78.3
"20","Baleful Mastery",2,77.8
"21","Damnation",2,77.8
"22","Angrath's Rampage",1,77.8
"23","Knight of Infamy",1,77.8
"24","Cathedral Sanctifier",1,77.8
"25","Ragavan, Nimble Pilferer",1,77.8
"26","Echoing Truth",6,77.6
"27","Teferi, Hero of Dominaria",8,77.3
"28","Extirpate",4,76.9
"29","Crumble to Dust",2,76.9
"30","Hurkyl's Recall",2,76.9
"31","Stubborn Denial",4,75.9
"32","Doom Blade",13,75
"33","Fatal Push",12,75
"34","Magus of the Moon",10,75
"35","Counterspell",4,75
"36","Wilt",2,75
"37","Memory Deluge",2,75
"38","Void Winnower",1,75
"39","Swan Song",1,75
"40","Profane Memento",1,75
"41","Slaughter Pact",1,75
"42","Scapeshift",1,75
"43","Savage Summoning",1,75
"44","Ramunap Excavator",1,75
"45","Thrun, the Last Troll",1,75
"46","Kroxa, Titan of Death's Hunger",1,75
"47","Radiant Fountain",1,75
"48","Blessed Respite",1,75
"49","Ranger-Captain of Eos",1,75
"50","Goblin Cratermaker",1,75
