"","presence","winrate","low_winrate","comb_presence_winrate","meta_score"
"Tiers 1",Hammer Time - Burn - Azorius Control - Temur Footfalls,Reanimator - Elementals - Mill - Affinity,Elementals - Azorius Control - Burn,Hammer Time - Azorius Control - Burn - Temur Footfalls,Hammer Time - Azorius Control - Burn - Temur Footfalls
"Tiers 1.5",Izzet Murktide - Jund Saga - Blue Living End - Elementals - Yawgmoth - WURG Blink - Jeskai Control,Azorius Control - Yawgmoth - Burn - WURG Blink - Jund Saga,Jund Saga - Hammer Time - Temur Footfalls - Reanimator - Mill - Yawgmoth - Izzet Murktide - WURG Blink - Blue Living End,Jund Saga - Elementals - Izzet Murktide - Blue Living End - Yawgmoth - WURG Blink - Mill,Jund Saga - Elementals - Izzet Murktide - Blue Living End - Yawgmoth - WURG Blink - Mill
"Tiers 2",Amulet Titan - Mill - Green Tron - Belcher - Reanimator,Temur Footfalls - Belcher - Blue Living End - Hammer Time - Amulet Titan - Izzet Murktide - Domain Zoo - Creativity Combo,Amulet Titan - Affinity - Belcher - Jeskai Control,Reanimator - Jeskai Control - Amulet Titan - Belcher - Affinity - Green Tron,Reanimator - Jeskai Control - Amulet Titan - Belcher - Affinity - Green Tron
"Tiers 2.5",Eldrazi Tron - Izzet Control - Domain Zoo - Creativity Combo - Affinity,Eldrazi Tron - Jeskai Control - Green Tron - Izzet Control,Green Tron - Domain Zoo - Eldrazi Tron - Creativity Combo - Izzet Control,Domain Zoo - Eldrazi Tron - Creativity Combo - Izzet Control,Domain Zoo - Eldrazi Tron - Creativity Combo - Izzet Control
