"","CardNames","DeckCount","WinrateAverage"
"1","Engineered Explosives",164,72.5
"2","Lurrus of the Dream-Den",149,72.3
"3","Mystical Dispute",147,71.3
"4","Force of Vigor",123,72
"5","Endurance",118,72.3
"6","Alpine Moon",99,72
"7","Rest in Peace",92,72.8
"8","Path to Exile",91,71.6
"9","Chalice of the Void",90,70.9
"10","Flusterstorm",88,72.2
"11","Torpor Orb",85,72.5
"12","Pithing Needle",82,71
"13","Sanctifier en-Vec",78,70.8
"14","Void Mirror",78,72.1
"15","Force of Negation",77,73.4
"16","Blood Moon",75,70.9
"17","Thoughtseize",74,74.7
"18","Dovin's Veto",71,72.4
"19","Kaheera, the Orphanguard",66,74.1
"20","Sunset Revelry",59,74.3
"21","Prismatic Ending",59,70.6
"22","Relic of Progenitus",57,69.1
"23","Soul-Guide Lantern",53,71.6
"24","Spreading Seas",51,72.1
"25","Smash to Smithereens",48,73.3
"26","Nihil Spellbomb",47,73.4
"27","Roiling Vortex",45,73.4
"28","Veil of Summer",42,69.9
"29","Kor Firewalker",40,73.3
"30","Celestial Purge",38,73.1
"31","Deflecting Palm",37,73.3
"32","Emrakul, the Aeons Torn",36,68.5
"33","Seal of Cleansing",35,68.8
"34","Foundation Breaker",34,72.5
"35","Jace, the Mind Sculptor",30,71.5
"36","Subtlety",27,70.8
"37","Spell Pierce",27,66.7
"38","Dress Down",25,69.9
"39","Drannith Magistrate",25,70.2
"40","Tormod's Crypt",25,66.1
"41","Obsidian Charmaw",25,74.2
"42","Shark Typhoon",25,72.9
"43","Abrupt Decay",24,74.5
"44","Skullcrack",23,74.7
"45","Yorion, Sky Nomad",22,73.4
"46","Hushbringer",21,71.8
"47","Wear // Tear",20,73.3
"48","Leyline of the Void",20,73.8
"49","Nature's Claim",20,69.3
"50","Terminate",20,73.5
