"","CardNames","DeckCount","WinrateAverage"
"1","Island",213,72
"2","Misty Rainforest",198,71.8
"3","Scalding Tarn",192,71.5
"4","Lightning Bolt",181,71.9
"5","Flooded Strand",181,73
"6","Steam Vents",170,70.9
"7","Wooded Foothills",167,72.1
"8","Plains",161,72.6
"9","Forest",150,71.5
"10","Mountain",144,72
"11","Stomping Ground",138,72.5
"12","Prismatic Ending",136,73.7
"13","Urza's Saga",124,70.8
"14","Breeding Pool",121,71.7
"15","Mishra's Bauble",121,71.2
"16","Counterspell",120,71.3
"17","Teferi, Time Raveler",116,73.3
"18","Hallowed Fountain",114,73.7
"19","Sacred Foundry",109,74
"20","Shadowspear",106,70.8
"21","Archmage's Charm",104,71
"22","Solitude",103,73.6
"23","Raugrin Triome",100,73.4
"24","Polluted Delta",99,72.5
"25","Ragavan, Nimble Pilferer",96,70.5
"26","Dragon's Rage Channeler",92,71.4
"27","Bloodstained Mire",92,72.5
"28","Fury",81,74.3
"29","Force of Negation",80,72.4
"30","Fiery Islet",80,71.2
"31","Arid Mesa",79,72.9
"32","Unholy Heat",78,70.7
"33","Chalice of the Void",71,72.8
"34","Brazen Borrower",70,70.2
"35","Springleaf Drum",70,70.5
"36","Supreme Verdict",69,72.2
"37","Esper Sentinel",69,70.4
"38","Stoneforge Mystic",69,70.6
"39","Wrenn and Six",68,71.7
"40","Castle Vantress",67,73
"41","Memnite",67,71
"42","Ornithopter",67,71
"43","Spirebluff Canal",65,69
"44","Inkmoth Nexus",65,70.4
"45","Blood Crypt",64,71.9
"46","Mystic Gate",63,73.4
"47","Overgrown Tomb",63,72.3
"48","Puresteel Paladin",63,70.3
"49","Colossus Hammer",63,70.3
"50","Sigarda's Aid",63,70.3
