"","CardNames","DeckCount","Winrate95Min"
"1","Leyline of the Void",47,66.7
"2","Hydroblast",63,64.9
"3","Submerge",29,64.5
"4","Surgical Extraction",159,64.2
"5","Yorion, Sky Nomad",30,64
"6","Pyroblast",134,64
"7","Dead // Gone",14,63.4
"8","Force of Negation",108,63.4
"9","Red Elemental Blast",110,63.2
"10","Plague Engineer",34,63
"11","Meltdown",102,63
"12","Deafening Silence",26,62.5
"13","Peacekeeper",11,62.4
"14","Rough // Tumble",35,62.1
"15","Price of Progress",45,62.1
"16","End the Festivities",41,61.9
"17","Cataclysm",7,61.8
"18","Rest in Peace",14,61.8
"19","Flusterstorm",64,61.8
"20","Magus of the Moon",21,61.7
"21","Brazen Borrower",28,61.6
"22","Kataki, War's Wage",6,61.4
"23","Containment Priest",18,61.3
"24","Null Rod",35,61.3
"25","Force of Vigor",55,61.2
"26","Abrade",22,61.1
"27","Grafdigger's Cage",39,61.1
"28","Fiery Confluence",18,60.9
"29","Counterbalance",41,60.9
"30","Hurkyl's Recall",39,60.7
"31","Council's Judgment",9,60.3
"32","Karakas",14,60.3
"33","Mindbreak Trap",31,60.1
"34","Supreme Verdict",5,60
"35","Chandra, Awakened Inferno",13,59.6
"36","Carpet of Flowers",41,59.6
"37","Court of Cunning",14,59.5
"38","Mycosynth Lattice",17,59.5
"39","Collector Ouphe",32,59.5
"40","Unlicensed Hearse",23,59.3
"41","Tourach, Dread Cantor",6,58.9
"42","Thoughtseize",40,58.9
"43","Powder Keg",5,58.8
"44","Dismember",13,58.8
"45","Endurance",44,58.8
"46","Ensnaring Bridge",11,58.6
"47","Lion's Eye Diamond",11,58.6
"48","Faerie Macabre",39,58.3
"49","Liquimetal Coating",15,58.2
"50","Court of Ire",15,58.2
