"","Artist","NoCopies","Winrate"
"1","Rob Alexander",1287,0.661
"2","Christopher Rush",1194,0.669
"3","Terese Nielsen",896,0.674
"4","Mark Tedin",775,0.659
"5","Anastasia Ovchinnikova",571,0.665
"6","Kaja Foglio",537,0.678
"7","Jesper Myrfors",468,0.657
"8","Brian Snõddy",417,0.65
"9","Una Fricker",371,0.681
"10","April Lee",370,0.641
"11","Steven Belledin",360,0.678
"12","Shelly Wan",354,0.67
"13","Donato Giancola",347,0.682
"14","Philip Straub",343,0.667
"15","Randy Vargas",343,0.669
"16","Aleksi Briclot",339,0.641
"17","Matthew D. Wilson",318,0.679
"18","Lucas Graciano",317,0.674
"19","Chippy",313,0.677
"20","Martina Fackova",311,0.67
"21","Paul Scott Canavan",298,0.67
"22","Mark Zug",269,0.692
"23","Nils Hamm",256,0.656
"24","Jeff A. Menges",252,0.68
"25","Sandra Everingham",252,0.626
"26","Kev Walker",249,0.681
"27","Eric Deschamps",244,0.675
"28","Colin MacNeil",231,0.692
"29","Svetlin Velinov",219,0.654
"30","Mark Poole",219,0.662
"31","Pete Venters",217,0.638
"32","Richard Thomas",211,0.666
"33","Anson Maddocks",210,0.662
"34","Greg Hildebrandt",205,0.664
"35","Douglas Shuler",200,0.653
"36","David Rapoza",194,0.661
"37","John Stanko",192,0.679
"38","Igor Kieryluk",186,0.661
"39","rk post",182,0.637
"40","Victor Adame Minguez",177,0.667
"41","Adam Rex",174,0.716
"42","Rebecca Guay",170,0.659
"43","Volkan Baǵa",169,0.673
"44","Titus Lunter",165,0.678
"45","Nicholas Gregory",164,0.667
"46","John Avon",161,0.671
"47","Magali Villeneuve",151,0.662
"48","Vincent Proce",149,0.693
"49","Matt Stewart",149,0.672
"50","Anthony S. Waters",142,0.669
"51","Scott M. Fischer",139,0.653
"52","Margaret Organ-Kean",139,0.643
"53","Vance Kovacs",138,0.638
"54","Jason Chan",136,0.666
"55","Chris Rallis",135,0.675
"56","Izzy",130,0.644
"57","Adam Paquette",129,0.689
"58","Dan Frazier",128,0.649
"59","Carl Critchlow",128,0.607
"60","Ron Spears",122,0.635
"61","Sam Burley",121,0.694
"62","D. Alexander Gregory",119,0.66
"63","Christopher Moeller",118,0.667
"64","Dave DeVries",118,0.68
"65","Erica Yang",118,0.666
"66","Nicola Leonard",116,0.672
"67","Filip Burburan",116,0.669
"68","Chris Ostrowski",115,0.647
"69","Gabor Szikszai",115,0.64
"70","Mila Pesic",114,0.695
"71","Dany Orizio",106,0.66
"72","Tom Wänerstrand",104,0.707
"73","Shishizaru",100,0.672
"74","Franz Vohwinkel",99,0.672
"75","Thomas M. Baxa",98,0.672
