"","SetCode","NoCopies","Winrate"
"1","LEA",2414,0.657
"2","MH2",1764,0.669
"3","ICE",1455,0.673
"4","TMP",1108,0.667
"5","ONS",1077,0.659
"6","ZEN",1072,0.658
"7","LRW",1035,0.66
"8","MH1",857,0.673
"9","ALL",725,0.679
"10","USG",718,0.648
"11","ELD",526,0.672
"12","MRD",480,0.687
"13","NPH",452,0.668
"14","CSP",413,0.663
"15","LEB",399,0.652
"16","NEM",390,0.674
"17","STX",386,0.673
"18","FUT",344,0.678
"19","NEO",338,0.694
"20","M20",273,0.654
"21","ISD",268,0.648
"22","GPT",252,0.692
"23","AVR",249,0.642
"24","WAR",245,0.668
"25","PLC",244,0.685
"26","ULG",222,0.667
"27","MBS",208,0.673
"28","EXO",203,0.684
"29","DKA",200,0.669
"30","WWK",196,0.674
"31","WTH",196,0.67
"32","SCG",193,0.64
"33","MMQ",192,0.67
"34","ODY",181,0.644
"35","SOM",180,0.669
"36","DST",178,0.671
"37","ZNR",174,0.699
"38","MIR",172,0.651
"39","LEG",167,0.665
"40","ALA",167,0.656
"41","TOR",166,0.653
"42","THB",165,0.677
"43","SNC",163,0.692
"44","M11",154,0.646
"45","DRK",145,0.662
"46","CMD",120,0.671
"47","SHM",117,0.654
"48","GTC",113,0.658
"49","CHK",111,0.66
"50","JMP",109,0.677
"51","VIS",108,0.671
"52","ATQ",104,0.679
"53","TSP",103,0.645
"54","JUD",102,0.667
"55","STH",93,0.675
"56","CMR",93,0.668
"57","RAV",89,0.684
"58","SOK",82,0.679
"59","M15",81,0.677
"60","ROE",81,0.637
"61","GRN",80,0.695
"62","MOR",80,0.67
"63","CN2",78,0.718
"64","RTR",73,0.663
"65","EVE",68,0.701
"66","HOU",64,0.658
"67","DIS",64,0.579
"68","AER",60,0.68
"69","VOW",60,0.674
"70","DGM",60,0.602
"71","CON",58,0.661
"72","AFR",57,0.701
"73","MID",55,0.674
"74","BNG",53,0.74
"75","5DN",50,0.671
"76","FRF",44,0.652
"77","C18",42,0.698
"78","M19",40,0.7
"79","PC2",39,0.676
"80","IKO",39,0.71
"81","C19",39,0.674
"82","KLD",34,0.679
"83","CLB",33,0.647
"84","M21",32,0.606
"85","NEC",31,0.714
"86","DOM",30,0.694
"87","M10",28,0.681
"88","OGW",27,0.639
"89","KTK",26,0.73
"90","FEM",24,0.722
"91","JOU",24,0.683
"92","C14",22,0.705
"93","BOK",21,0.721
"94","C21",19,0.705
"95","POR",19,0.586
"96","XLN",16,0.729
"97","AKH",16,0.718
"98","CNS",16,0.711
"99","ORI",15,0.66
"100","C20",14,0.705
"101","APC",14,0.681
"102","EMN",14,0.694
"103","KHM",13,0.636
"104","BBD",11,0.658
"105","M14",10,0.593
"106","M13",10,0.655
"107","BFZ",9,0.579
"108","DTK",8,0.667
"109","P02",8,0.75
"110","ARN",6,0.727
"111","PLS",6,0.714
"112","RIX",6,0.615
"113","C13",5,0.654
"114","RNA",4,0.5
"115","SOI",3,0.765
"116","INV",3,0.5
"117","M12",2,0.571
"118","LGN",1,0.75
"119","S99",1,0.5
"120","NCC",1,0.5
