"","CardNames","DeckCount","WinrateAverage"
"1","Ground Seal",1,88.9
"2","Serra's Emissary",1,87.5
"3","Thorn of Amethyst",1,85.7
"4","Pyrokinesis",2,81.8
"5","Flaring Pain",1,81.8
"6","Ashiok, Dream Render",2,81.2
"7","Painter's Servant",2,81.2
"8","Angel's Grace",1,80
"9","Emrakul, the Promised End",1,80
"10","Nature's Claim",1,80
"11","Thrun, the Last Troll",1,80
"12","Supreme Verdict",5,78.1
"13","Grief",1,77.8
"14","March of Otherworldly Light",2,76.9
"15","Spirit of the Labyrinth",2,76.9
"16","Kataki, War's Wage",6,76.7
"17","Murderous Cut",3,76.2
"18","Cataclysm",7,76
"19","Powder Keg",5,75
"20","Scroll of Fate",1,75
"21","Gyruda, Doom of Depths",1,75
"22","Profane Tutor",1,75
"23","Stronghold Gambit",1,75
"24","Unholy Heat",1,75
"25","Arc-Slogger",1,75
"26","Goblin Trashmaster",1,75
"27","Boseiju, Who Shelters All",1,75
"28","Earwig Squad",1,75
"29","Masked Vandal",1,75
"30","Sudden Edict",1,75
"31","Ensnare",1,75
"32","Twinshot Sniper",5,74.3
"33","Ruination",4,74.1
"34","Peacekeeper",11,74
"35","Tourach, Dread Cantor",6,73.9
"36","Cabal Therapy",3,73.9
"37","Back to Basics",5,73.3
"38","Ancient Grudge",4,73.1
"39","Council's Judgment",9,73
"40","Bonecrusher Giant",5,73
"41","Dead // Gone",14,72.7
"42","Sylvan Safekeeper",3,72.7
"43","Ashen Rider",3,72.7
"44","Dread Return",3,72.7
"45","Force of Will",3,72.7
"46","Wispmare",3,72.7
"47","Firestorm",3,72.7
"48","Rest in Peace",14,72
"49","Soul-Guide Lantern",8,72
"50","Leyline of the Void",47,71.9
