"","CardNames","DeckCount","WinrateAverage"
"1","Lightning Bolt",633,79.5
"2","Forest",555,80.2
"3","Mountain",534,80
"4","Steam Vents",531,79.7
"5","Island",519,79.3
"6","Wooded Foothills",513,80.1
"7","Scalding Tarn",497,79.3
"8","Misty Rainforest",481,80
"9","Plains",412,79.1
"10","Flooded Strand",385,79.9
"11","Stomping Ground",377,80.8
"12","Bloodstained Mire",370,79.5
"13","Breeding Pool",360,80.3
"14","Mishra's Bauble",347,78.4
"15","Swamp",296,79.1
"16","Windswept Heath",292,80.1
"17","Polluted Delta",277,78.8
"18","Teferi, Time Raveler",276,79.5
"19","Hallowed Fountain",274,79.6
"20","Temple Garden",272,79.9
"21","Sacred Foundry",272,80.2
"22","Force of Negation",258,79.4
"23","Fiery Islet",251,79.9
"24","Monastery Swiftspear",244,79.8
"25","Blood Crypt",240,78.8
"26","Wrenn and Six",233,80.8
"27","Spirebluff Canal",231,79.1
"28","Raugrin Triome",230,80.1
"29","Ketria Triome",225,80.2
"30","Arid Mesa",223,79.6
"31","Verdant Catacombs",221,79.1
"32","Fatal Push",216,78.6
"33","Thoughtseize",209,78.7
"34","Inquisition of Kozilek",208,78.5
"35","Cryptic Command",191,79.2
"36","Overgrown Tomb",176,79
"37","Expressive Iteration",176,78.4
"38","Archmage's Charm",175,78.3
"39","Urza's Saga",174,80.6
"40","Dragon's Rage Channeler",171,78.9
"41","Snapcaster Mage",168,77.9
"42","Cavern of Souls",165,81.3
"43","Ragavan, Nimble Pilferer",164,79.3
"44","Path to Exile",163,79.2
"45","Sunbaked Canyon",157,79.7
"46","Watery Grave",157,79.3
"47","Omnath, Locus of Creation",155,81.1
"48","Unholy Heat",155,78.7
"49","Snow-Covered Island",154,79.8
"50","Prismatic Ending",152,79.6
