"","Artist","NoCopies","Winrate"
"1","Rob Alexander",8764,0.798
"2","Christopher Rush",4646,0.799
"3","Mark Poole",2256,0.794
"4","Eric Deschamps",2023,0.794
"5","Chippy",1819,0.79
"6","Adam Paquette",1770,0.791
"7","Steve Argyle",1630,0.794
"8","Tomasz Jedruszek",1508,0.785
"9","Raymond Swanland",1436,0.798
"10","Philip Straub",1431,0.793
"11","Ron Spears",1426,0.792
"12","Shelly Wan",1421,0.801
"13","Franz Vohwinkel",1417,0.795
"14","Aleksi Briclot",1404,0.791
"15","John Avon",1360,0.806
"16","Todd Lockwood",1354,0.794
"17","Douglas Shuler",1319,0.797
"18","Anastasia Ovchinnikova",1294,0.794
"19","Jonas De Ro",1265,0.798
"20","Terese Nielsen",1217,0.799
"21","Chris Rallis",1210,0.794
"22","Svetlin Velinov",1173,0.801
"23","Vance Kovacs",1152,0.789
"24","Jason Chan",1146,0.796
"25","Seb McKinnon",1101,0.794
"26","Chase Stone",1097,0.804
"27","Dave Kendall",1063,0.799
"28","Ryan Pancoast",1048,0.802
"29","Paul Scott Canavan",1016,0.794
"30","Vincent Proce",1016,0.794
"31","Anthony S. Waters",1012,0.798
"32","Mark Tedin",1005,0.805
"33","John Stanko",988,0.794
"34","Mark Zug",968,0.793
"35","Kev Walker",933,0.798
"36","Daarken",895,0.796
"37","Howard Lyon",892,0.794
"38","Jesper Myrfors",886,0.791
"39","Cyril Van Der Haegen",872,0.797
"40","Cliff Childs",865,0.802
"41","Yeong-Hao Han",859,0.801
"42","Ekaterina Burmak",848,0.794
"43","Alayna Danner",847,0.789
"44","Lake Hurwitz",847,0.788
"45","Sam Burley",846,0.794
"46","Chris Rahn",834,0.806
"47","Randy Vargas",803,0.801
"48","Izzy",799,0.795
"49","Jason Rainville",795,0.798
"50","Tom Wänerstrand",794,0.791
"51","Pete Venters",786,0.8
"52","Titus Lunter",766,0.796
"53","James Paick",765,0.799
"54","Jung Park",754,0.794
"55","Michael Sutfin",749,0.789
"56","Simon Dominic",726,0.796
"57","Anson Maddocks",699,0.801
"58","Warren Mahy",696,0.807
"59","Martina Fackova",684,0.789
"60","Volkan Baǵa",679,0.782
"61","Lius Lasahido",674,0.789
"62","Dmitry Burmak",664,0.794
"63","Darrell Riche",640,0.802
"64","Mike Bierek",635,0.789
"65","Raoul Vitale",598,0.798
"66","Wayne England",584,0.789
"67","Matt Stewart",583,0.795
"68","Richard Wright",573,0.798
"69","Wisnu Tan",570,0.806
"70","Heather Hudson",546,0.804
"71","Kari Christensen",546,0.784
"72","Daniel Ljunggren",545,0.793
"73","Jeff Miracola",542,0.798
"74","Michael Komarck",541,0.794
"75","Kieran Yanner",540,0.795
"76","Cynthia Sheppard",527,0.789
"77","Jason Felix",515,0.796
"78","Jean-Sébastien Rossbach",497,0.802
"79","Greg Hildebrandt",488,0.807
"80","Victor Adame Minguez",483,0.786
"81","John Howe",479,0.791
"82","Dimitar Marinski",460,0.802
"83","Justin Murray",458,0.791
"84","Richard Whitters",456,0.807
"85","David Martin",453,0.797
"86","Dan Frazier",443,0.791
"87","Donato Giancola",437,0.786
"88","Amy Weber",424,0.788
"89","rk post",419,0.8
"90","Ben Thompson",412,0.793
"91","Scott Murphy",405,0.804
"92","Martina Pilcerova",404,0.807
"93","David Rapoza",394,0.795
"94","Lucas Graciano",387,0.792
"95","Noah Bradley",386,0.796
"96","Dan Scott",385,0.814
"97","Adam Rex",385,0.797
"98","Christopher Moeller",384,0.792
"99","Slawomir Maniak",384,0.787
