"","CardNames","DeckCount","Winrate95Min"
"1","Stomping Ground",377,78.7
"2","Forest",555,78.5
"3","Wooded Foothills",513,78.3
"4","Mountain",534,78.2
"5","Cavern of Souls",165,78.1
"6","Wrenn and Six",233,78.1
"7","Breeding Pool",360,78.1
"8","Misty Rainforest",481,78.1
"9","Steam Vents",531,77.9
"10","Lightning Bolt",633,77.9
"11","Omnath, Locus of Creation",155,77.8
"12","Flooded Strand",385,77.8
"13","Sacred Foundry",272,77.7
"14","Windswept Heath",292,77.7
"15","Ketria Triome",225,77.5
"16","Island",519,77.5
"17","Urza's Saga",174,77.4
"18","Temple Garden",272,77.4
"19","Scalding Tarn",497,77.4
"20","Raugrin Triome",230,77.3
"21","Fiery Islet",251,77.3
"22","Bloodstained Mire",370,77.3
"23","Monastery Swiftspear",244,77.1
"24","Hallowed Fountain",274,77.1
"25","Plains",412,77.1
"26","Ghost Quarter",79,77
"27","Teferi, Time Raveler",276,77
"28","Fury",90,76.9
"29","Snow-Covered Forest",142,76.8
"30","Expedition Map",143,76.8
"31","Arid Mesa",223,76.8
"32","Force of Negation",258,76.8
"33","Violent Outburst",114,76.7
"34","Snow-Covered Plains",148,76.7
"35","Swamp",296,76.7
"36","Radiant Fountain",80,76.6
"37","Uro, Titan of Nature's Wrath",79,76.6
"38","Karn, the Great Creator",111,76.6
"39","Unburial Rites",7,76.5
"40","Shadowspear",136,76.5
"41","Urza's Mine",97,76.4
"42","Urza's Power Plant",97,76.4
"43","Urza's Tower",97,76.4
"44","Silent Clearing",133,76.4
"45","Snow-Covered Island",154,76.4
"46","Mystic Sanctuary",72,76.3
"47","Dryad of the Ilysian Grove",103,76.3
"48","Brazen Borrower",129,76.3
"49","Utopia Sprawl",137,76.3
"50","Sunbaked Canyon",157,76.3
