"","CardNames","DeckCount","Winrate95Min"
"1","Wurmcoil Engine",70,77.9
"2","Relic of Progenitus",187,77.8
"3","Force of Vigor",220,77.8
"4","Soul-Guide Lantern",231,77.5
"5","Tormod's Crypt",174,77.4
"6","Pithing Needle",254,77.4
"7","Engineered Explosives",411,77.4
"8","Torpor Orb",117,77.3
"9","Mystical Dispute",384,77.3
"10","Cleansing Wildfire",131,77.1
"11","Dismember",132,77
"12","Ancient Grudge",57,76.8
"13","Kor Firewalker",110,76.8
"14","Abrade",165,76.8
"15","Foundation Breaker",80,76.7
"16","Endurance",148,76.7
"17","Veil of Summer",359,76.7
"18","Lurrus of the Dream-Den",344,76.7
"19","Liquimetal Coating",110,76.6
"20","Aether Gust",303,76.6
"21","Rest in Peace",172,76.5
"22","Path to Exile",263,76.5
"23","Alpine Moon",159,76.1
"24","Leyline of Sanctity",69,76
"25","Ensnaring Bridge",104,76
"26","Kozilek, Butcher of Truth",74,75.9
"27","Celestial Purge",136,75.9
"28","Chalice of the Void",164,75.9
"29","Force of Negation",134,75.8
"30","Dovin's Veto",93,75.7
"31","Flusterstorm",136,75.7
"32","Skullcrack",53,75.6
"33","Thoughtseize",131,75.5
"34","Blood Moon",169,75.5
"35","Kaheera, the Orphanguard",52,75.3
"36","Kozilek's Return",175,75.3
"37","Skysovereign, Consul Flagship",45,75.2
"38","Ghost Quarter",55,75.2
"39","Prismatic Ending",85,75.2
"40","Tireless Tracker",55,75.1
"41","Fatal Push",88,75.1
"42","Wear // Tear",90,75.1
"43","Walking Ballista",90,75.1
"44","Leyline of the Void",61,75
"45","Roiling Vortex",64,75
"46","Grafdigger's Cage",106,75
"47","Spell Pierce",141,75
"48","Nature's Claim",71,74.9
"49","Nihil Spellbomb",146,74.9
"50","Jegantha, the Wellspring",23,74.8
