"","SetCode","NoCopies","Winrate"
"1","LEA",35892,0.633
"2","ICE",20450,0.638
"3","MRD",16520,0.626
"4","ROE",8509,0.634
"5","LRW",7212,0.641
"6","TSP",7206,0.634
"7","MH2",7201,0.62
"8","MH1",7040,0.641
"9","ATQ",5661,0.644
"10","DST",5074,0.627
"11","M11",4670,0.642
"12","WWK",4527,0.632
"13","MMQ",4225,0.634
"14","DOM",4213,0.634
"15","USG",4118,0.632
"16","SOM",4012,0.625
"17","KHM",3624,0.634
"18","VIS",3499,0.623
"19","M13",3346,0.643
"20","DKA",3344,0.637
"21","BOK",3241,0.645
"22","C16",3191,0.641
"23","MBS",3164,0.631
"24","JUD",3093,0.635
"25","CMR",2960,0.634
"26","TOR",2809,0.634
"27","XLN",2663,0.637
"28","IKO",2571,0.635
"29","KTK",2423,0.655
"30","INV",2403,0.635
"31","NPH",2378,0.615
"32","ULG",2194,0.64
"33","ONS",2185,0.618
"34","SHM",2154,0.615
"35","ZEN",2130,0.629
"36","STX",2116,0.623
"37","ISD",2109,0.63
"38","CSP",2015,0.632
"39","CN2",2000,0.633
"40","C20",1926,0.643
"41","RAV",1914,0.646
"42","GPT",1889,0.615
"43","RTR",1844,0.634
"44","DIS",1811,0.642
"45","FRF",1608,0.631
"46","ALA",1584,0.639
"47","AFR",1449,0.628
"48","ZNR",1438,0.621
"49","ALL",1424,0.642
"50","JMP",1372,0.645
"51","DRK",1335,0.624
"52","SOI",1309,0.641
"53","HOU",1301,0.643
"54","M12",1239,0.646
"55","TMP",1203,0.63
"56","AVR",1170,0.649
"57","ODY",1157,0.65
"58","SCG",1141,0.63
"59","5DN",1124,0.624
"60","EVE",1120,0.627
"61","RNA",1093,0.614
"62","STH",1081,0.628
"63","MOR",1061,0.637
"64","ELD",1021,0.617
"65","AKH",949,0.614
"66","CHK",903,0.615
"67","OGW",882,0.643
"68","M10",881,0.62
"69","GTC",876,0.636
"70","LEG",828,0.612
"71","PLC",814,0.613
"72","M21",813,0.616
"73","LGN",725,0.614
"74","EMN",695,0.602
"75","KLD",679,0.606
"76","VOW",656,0.639
"77","APC",556,0.63
"78","FUT",511,0.636
"79","THB",507,0.611
"80","CON",451,0.619
"81","ORI",438,0.646
"82","M15",364,0.624
"83","M14",323,0.622
"84","MID",300,0.604
"85","THS",282,0.587
"86","PLS",255,0.645
"87","MIR",224,0.616
"88","BFZ",209,0.643
"89","ARB",201,0.622
"90","JOU",193,0.592
"91","NEM",187,0.617
"92","HML",181,0.604
"93","BNG",164,0.602
"94","P02",161,0.623
"95","ARN",133,0.577
"96","WAR",131,0.632
"97","SOK",103,0.635
"98","RIX",94,0.604
"99","DTK",90,0.615
"100","PCY",86,0.638
"101","FEM",85,0.605
"102","WTH",66,0.594
"103","EXO",66,0.563
"104","CNS",55,0.61
"105","GRN",43,0.579
"106","M19",36,0.585
"107","AER",30,0.547
"108","M20",27,0.615
"109","DGM",16,0.542
"110","UDS",15,0.525
