"","CardNames","DeckCount","WinrateAverage"
"1","Lightning Bolt",121,65.3
"2","Mountain",111,65
"3","Ash Barrens",100,65.1
"4","Counterspell",94,65.5
"5","Preordain",83,65.7
"6","Ninja of the Deep Hours",82,65.4
"7","Faerie Seer",80,65.6
"8","Spellstutter Sprite",80,65.6
"9","Mutagenic Growth",75,65.5
"10","Plains",71,64.4
"11","Great Furnace",70,66.1
"12","Faithless Looting",70,63.6
"13","Galvanic Blast",66,65.5
"14","Gurmag Angler",64,66.9
"15","Moon-Circuit Hacker",62,64.8
"16","Snow-Covered Island",61,66.4
"17","Brainstorm",58,66.9
"18","Deadly Dispute",56,66.7
"19","Drossforge Bridge",54,66.1
"20","Vault of Whispers",54,66.5
"21","Monastery Swiftspear",54,65.8
"22","Island",54,64.6
"23","Swamp",52,66.7
"24","Augur of Bolas",49,66.8
"25","Lava Dart",45,67
"26","Ichor Wellspring",44,67.2
"27","Makeshift Munitions",44,66.8
"28","Manamorphose",44,67
"29","Thraben Inspector",43,63.6
"30","Festival Crasher",41,67.1
"31","Kiln Fiend",41,67.1
"32","Temur Battle Rage",41,67.1
"33","Apostle's Blessing",40,67
"34","Snap",40,64.3
"35","Chromatic Star",39,67.9
"36","Crash Through",39,67
"37","Dispel",39,70
"38","Snow-Covered Mountain",37,67.2
"39","Silverbluff Bridge",35,67.5
"40","Forest",34,65.1
"41","Faerie Miscreant",34,64.2
"42","Reckoner's Bargain",33,68.5
"43","Myr Enforcer",32,67.7
"44","Thoughtcast",32,67.7
"45","Blood Fountain",32,68.5
"46","Seat of the Synod",32,67.7
"47","Delver of Secrets",32,63.7
"48","Prismatic Strands",31,62.4
"49","Spell Pierce",31,66.8
"50","Cast Down",31,67.6
