"","CardNames","DeckCount","Winrate95Min"
"1","Dispel",39,64.3
"2","Gurmag Angler",64,62.3
"3","Reckoner's Bargain",33,62.2
"4","Blood Fountain",32,62.1
"5","Brainstorm",58,62.1
"6","Chromatic Star",39,62
"7","Lightning Bolt",121,62
"8","Breath Weapon",6,61.8
"9","Deadly Dispute",56,61.8
"10","Ichor Wellspring",44,61.7
"11","Snow-Covered Island",61,61.7
"12","Great Furnace",70,61.7
"13","Counterspell",94,61.7
"14","Mistvault Bridge",30,61.6
"15","Preordain",83,61.6
"16","Metallic Rebuke",24,61.5
"17","Augur of Bolas",49,61.5
"18","Swamp",52,61.5
"19","Vault of Whispers",54,61.5
"20","Faerie Seer",80,61.5
"21","Spellstutter Sprite",80,61.5
"22","Ash Barrens",100,61.5
"23","Mountain",111,61.5
"24","Lava Dart",45,61.4
"25","Manamorphose",44,61.4
"26","Silverbluff Bridge",35,61.3
"27","Festival Crasher",41,61.3
"28","Kiln Fiend",41,61.3
"29","Temur Battle Rage",41,61.3
"30","Makeshift Munitions",44,61.3
"31","Ninja of the Deep Hours",82,61.3
"32","Krark-Clan Shaman",27,61.2
"33","Myr Enforcer",32,61.2
"34","Thoughtcast",32,61.2
"35","Seat of the Synod",32,61.2
"36","Snow-Covered Mountain",37,61.2
"37","Mutagenic Growth",75,61.2
"38","Apostle's Blessing",40,61.1
"39","Crash Through",39,61.1
"40","Drossforge Bridge",54,61.1
"41","Chainer's Edict",21,61
"42","Galvanic Blast",66,61
"43","Frogmite",30,60.9
"44","Cast Down",31,60.8
"45","Monastery Swiftspear",54,60.7
"46","Skred",27,60.6
"47","Volatile Fjord",27,60.6
"48","Spell Pierce",31,60.3
"49","Plains",71,60.1
"50","Moon-Circuit Hacker",62,60
