"","SetCode","NoCopies","Winrate"
"1","LEA",3964,0.654
"2","ICE",1723,0.663
"3","MRD",1026,0.665
"4","NPH",565,0.655
"5","JUD",548,0.648
"6","NEO",545,0.657
"7","MH2",513,0.66
"8","MH1",511,0.666
"9","LRW",489,0.642
"10","SOM",483,0.644
"11","VOW",452,0.667
"12","M11",404,0.645
"13","KTK",371,0.649
"14","ROE",336,0.666
"15","CLB",316,0.677
"16","KHM",306,0.657
"17","DKA",304,0.643
"18","MID",302,0.658
"19","ZEN",297,0.645
"20","RTR",288,0.651
"21","IKO",286,0.659
"22","SOI",279,0.644
"23","BOK",275,0.656
"24","C16",271,0.651
"25","DIS",270,0.654
"26","SHM",266,0.661
"27","USG",254,0.659
"28","ULG",249,0.646
"29","AFR",245,0.661
"30","TOR",241,0.662
"31","FRF",235,0.668
"32","TSP",225,0.657
"33","ALL",222,0.664
"34","WWK",210,0.659
"35","MBS",203,0.671
"36","M13",203,0.667
"37","ISD",201,0.64
"38","MMQ",194,0.643
"39","DRK",177,0.646
"40","HOU",175,0.668
"41","AKH",156,0.639
"42","XLN",148,0.663
"43","RAV",139,0.632
"44","ORI",136,0.642
"45","INV",133,0.65
"46","DOM",129,0.669
"47","CSP",125,0.678
"48","ALA",123,0.65
"49","STX",122,0.639
"50","THB",118,0.667
"51","CMR",110,0.649
"52","DST",110,0.634
"53","LEG",109,0.637
"54","M12",108,0.649
"55","SNC",104,0.664
"56","GPT",99,0.669
"57","AVR",92,0.662
"58","AER",90,0.684
"59","VIS",90,0.672
"60","APC",87,0.655
"61","GTC",83,0.68
"62","EVE",77,0.655
"63","ONS",76,0.644
"64","CN2",68,0.655
"65","TMP",61,0.632
"66","ELD",49,0.629
"67","M10",47,0.642
"68","FUT",46,0.623
"69","ZNR",44,0.65
"70","M19",44,0.685
"71","ODY",42,0.702
"72","PLS",40,0.676
"73","M15",38,0.641
"74","ARN",37,0.671
"75","ATQ",36,0.621
"76","CON",36,0.642
"77","P02",32,0.66
"78","RNA",29,0.651
"79","M21",29,0.672
"80","MOR",28,0.632
"81","WAR",23,0.69
"82","M14",21,0.603
"83","SCG",15,0.663
"84","CHK",12,0.632
"85","EMN",12,0.632
"86","PLC",12,0.636
"87","WTH",11,0.719
"88","NEM",11,0.727
"89","BFZ",10,0.662
"90","LGN",10,0.556
"91","CNS",8,0.724
"92","THS",8,0.692
"93","EXO",8,0.5
"94","FEM",8,0.5
"95","PCY",7,0.727
"96","KLD",6,0.655
"97","OGW",5,0.667
"98","GRN",5,0.657
"99","JMP",4,0.571
"100","JOU",3,0.667
"101","ARB",3,0.5
"102","STH",2,0.714
"103","5DN",1,0.571
