"","SetCode","NoCopies","Winrate"
"1","LEA",3101,0.65
"2","MRD",1933,0.653
"3","ICE",1104,0.655
"4","MH2",799,0.649
"5","SOM",794,0.65
"6","MH1",569,0.65
"7","TSP",541,0.644
"8","NEO",523,0.648
"9","AFR",484,0.65
"10","LRW",448,0.657
"11","MBS",423,0.647
"12","M11",404,0.658
"13","VOW",401,0.657
"14","ALL",355,0.658
"15","ZEN",351,0.649
"16","DIS",323,0.657
"17","KHM",303,0.649
"18","XLN",302,0.646
"19","C16",290,0.643
"20","USG",270,0.65
"21","JUD",270,0.658
"22","SOI",270,0.652
"23","IKO",267,0.645
"24","ROE",263,0.654
"25","ONS",259,0.655
"26","TOR",254,0.65
"27","KTK",240,0.656
"28","ULG",238,0.664
"29","WWK",231,0.642
"30","DKA",214,0.67
"31","MMQ",214,0.638
"32","CMR",205,0.63
"33","RAV",196,0.66
"34","STX",190,0.677
"35","M13",188,0.648
"36","ALA",178,0.655
"37","NPH",177,0.658
"38","RTR",166,0.644
"39","MID",165,0.659
"40","FRF",151,0.647
"41","HOU",147,0.666
"42","BOK",139,0.642
"43","ISD",130,0.661
"44","MOR",130,0.652
"45","INV",127,0.652
"46","SHM",122,0.669
"47","AKH",116,0.651
"48","AER",109,0.639
"49","M21",109,0.647
"50","TMP",107,0.649
"51","GTC",106,0.653
"52","VIS",97,0.637
"53","PLS",94,0.67
"54","P02",88,0.673
"55","DOM",88,0.653
"56","ODY",87,0.669
"57","RNA",83,0.646
"58","ARN",80,0.665
"59","M12",78,0.629
"60","CN2",75,0.621
"61","EVE",67,0.658
"62","AVR",64,0.652
"63","DST",59,0.654
"64","LEG",57,0.614
"65","FUT",56,0.647
"66","SCG",51,0.63
"67","ORI",50,0.689
"68","NEM",49,0.66
"69","ATQ",48,0.607
"70","LGN",47,0.652
"71","CSP",46,0.602
"72","FEM",41,0.617
"73","ELD",39,0.62
"74","APC",32,0.629
"75","ZNR",30,0.605
"76","5DN",29,0.656
"77","GPT",26,0.643
"78","BFZ",24,0.672
"79","M14",23,0.621
"80","M20",21,0.648
"81","ARB",20,0.632
"82","M15",19,0.609
"83","PLC",19,0.685
"84","WAR",18,0.692
"85","CHK",18,0.615
"86","KLD",15,0.64
"87","JOU",12,0.619
"88","EMN",12,0.571
"89","THB",11,0.681
"90","THS",7,0.682
"91","JMP",6,0.667
"92","OGW",5,0.711
"93","DGM",4,0.625
"94","STH",2,0.643
"95","GRN",2,0.625
"96","BNG",2,0.571
"97","SOK",1,0.667
