"","CardNames","DeckCount","Winrate95Min"
"1","Bonesplitter",1,69.2
"2","Pyroblast",89,63.2
"3","Gorilla Shaman",147,62.8
"4","Dust to Dust",85,61.8
"5","Hydroblast",73,61.4
"6","Relic of Progenitus",88,61.2
"7","Krark-Clan Shaman",82,61.1
"8","Duress",68,60.6
"9","Revoke Existence",37,60.4
"10","Blue Elemental Blast",70,60.3
"11","Electrickery",62,60.1
"12","Red Elemental Blast",92,60.1
"13","Suffocating Fumes",31,59.9
"14","Nihil Spellbomb",50,59.9
"15","Introduction to Prophecy",22,59.5
"16","Negate",27,59.4
"17","Fiery Cannonade",58,59.4
"18","Chainer's Edict",56,59
"19","Abrade",14,58.9
"20","Cuombajj Witches",16,58.7
"21","Devour Flesh",34,58.7
"22","Brute Force",2,58.6
"23","Lightning Bolt",2,58.6
"24","Underworld Rage-Hound",2,58.6
"25","Dispel",42,58.6
"26","Prismatic Strands",15,58.5
"27","Spell Pierce",26,58.4
"28","Gut Shot",33,58.3
"29","Echoing Truth",10,58
"30","Stormbound Geist",18,57.8
"31","Weather the Storm",42,57.8
"32","Nameless Inversion",14,57.7
"33","Light of Hope",11,57.1
"34","Cast Down",10,56.7
"35","Annul",25,56.4
"36","Flaring Pain",26,56.4
"37","Diabolic Edict",13,55.7
"38","Unexpected Fangs",23,55.7
"39","Molten Rain",6,55.4
"40","Faerie Macabre",9,55.3
"41","Stream of Thought",10,55.1
"42","Shenanigans",25,54.9
"43","Smash to Smithereens",15,54.6
"44","Deglamer",17,54.6
"45","Bind the Monster",6,54.5
"46","Lumithread Field",7,54.4
"47","Metallic Rebuke",19,54.3
"48","Dawnbringer Cleric",17,54.1
"49","Mukotai Ambusher",6,53.4
"50","Masked Vandal",7,53.3
