"","CardNames","DeckCount","WinrateAverage"
"1","Scapeshift",2,82.4
"2","Tamiyo, Collector of Tales",1,81.8
"3","Flooded Grove",3,80.8
"4","Bring to Light",3,80
"5","Hexdrinker",1,80
"6","Hissing Quagmire",1,80
"7","Knight of the White Orchid",1,80
"8","Wasteland Strangler",1,80
"9","Ephemerate",1,80
"10","Balustrade Spy",1,80
"11","Phantasmagorian",1,80
"12","Salvage Titan",1,80
"13","Undercity Informer",1,80
"14","Vengevine",1,80
"15","Agadeem's Awakening",1,80
"16","Emeria's Call",1,80
"17","Pelakka Predation",1,80
"18","Hagra Mauling",1,80
"19","Talisman of Resilience",1,80
"20","Groundswell",1,80
"21","Snakeskin Veil",1,80
"22","Sleight of Hand",6,77.8
"23","Blooming Marsh",2,77.8
"24","Huntmaster of the Fells",1,77.8
"25","Tireless Tracker",1,77.8
"26","Cleansing Wildfire",1,77.8
"27","Benthic Biomancer",1,77.8
"28","Smuggler's Copter",1,77.8
"29","Thragtusk",1,77.8
"30","Relic of Progenitus",1,77.8
"31","Remorseful Cleric",1,77.8
"32","Deflecting Palm",1,77.8
"33","Castle Embereth",1,77.8
"34","Akoum Hellhound",1,77.8
"35","Brushfire Elemental",1,77.8
"36","Reckless Bushwhacker",1,77.8
"37","Steppe Lynx",1,77.8
"38","Wild Nacatl",1,77.8
"39","Glacial Floodplain",1,77.8
"40","Rimewood Falls",1,77.8
"41","Silversmote Ghoul",1,77.8
"42","Pentad Prism",8,77.5
"43","Maelstrom Pulse",4,77.1
"44","Ad Nauseam",7,77
"45","Angel's Grace",7,77
"46","Lightning Storm",7,77
"47","Spoils of the Vault",7,77
"48","Temple of Deceit",7,77
"49","Accorder's Shield",3,76.9
"50","Hour of Promise",30,76.8
