"","presence","winrate","low_winrate","comb_presence_winrate","meta_score"
"Tiers 1",5 Color Turbo Tibalt - WURG Control - Izzet Prowess - Burn - Shadow Prowess - Hammer Time - Heliod Combo,Ad Nauseam - WURG Control - Gifts Storm - Shadow Prowess - Merfolk,WURG Control - 5 Color Turbo Tibalt - Shadow Prowess - Hammer Time - Izzet Prowess,WURG Control - 5 Color Turbo Tibalt - Izzet Prowess - Shadow Prowess - Hammer Time - Burn,WURG Control - 5 Color Turbo Tibalt - Izzet Prowess - Shadow Prowess - Hammer Time - Burn
"Tiers 1.5",Spirits - Humans - Mill - Ad Nauseam,Selesnya Taxes - Mill - Belcher - Spirits - Hammer Time - 5 Color Turbo Tibalt - Amulet Titan - Mardu Shadow - Jund Turbo Tibalt - Reclamation - Green Tron - Obosh Aggro - Izzet Prowess,Ad Nauseam - Burn - Spirits - Mill - Heliod Combo - Humans - Gifts Storm - Reclamation,Heliod Combo - Spirits - Ad Nauseam - Mill - Humans,Heliod Combo - Spirits - Ad Nauseam - Mill - Humans
"Tiers 2",Reclamation - Dredge - Amulet Titan - Rakdos Midrange - Jund Turbo Tibalt - Belcher - Bogles - Gifts Storm - Mono White Taxes - Trickery Combo - Mardu Shadow - Selesnya Taxes,Humans - Burn - Bogles - Heliod Combo - Dredge - Eldrazi Tron,Amulet Titan - Belcher - Jund Turbo Tibalt - Dredge - Mardu Shadow - Bogles - Selesnya Taxes - Merfolk - Green Tron - Obosh Aggro,Reclamation - Gifts Storm - Amulet Titan - Belcher - Dredge - Jund Turbo Tibalt - Bogles - Mardu Shadow - Selesnya Taxes - Merfolk - Rakdos Midrange - Mono White Taxes - Green Tron - Obosh Aggro,Reclamation - Gifts Storm - Amulet Titan - Belcher - Dredge - Jund Turbo Tibalt - Bogles - Mardu Shadow - Selesnya Taxes - Merfolk - Rakdos Midrange - Mono White Taxes - Green Tron - Obosh Aggro
"Tiers 2.5",Green Tron - Obosh Aggro - Merfolk - Eldrazi Tron - Stoneblade,Mono White Taxes - Rakdos Midrange - Trickery Combo - Stoneblade,Mono White Taxes - Rakdos Midrange - Trickery Combo - Eldrazi Tron - Stoneblade,Trickery Combo - Eldrazi Tron - Stoneblade,Trickery Combo - Eldrazi Tron - Stoneblade
