"","PlayerS","NAppearances","ArchetypeNames","ArchetypeCounts","URL"
"1","pedrogush",3,"Hammer Time","3","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-25#pedrogush_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#pedrogush_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-08#pedrogush_th_place"
"2","Do0mSwitch",2,"WURG Control; 5 Color Turbo Tibalt","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2021-01-19#domswitch_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-08#domswitch_st_place"
"3","Violent_Outburst",2,"BTL Scapeshift; 5 Color Turbo Tibalt","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2021-01-19#violent_outburst_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-14#violent_outburst_th_place"
"4","RespectTheCat",2,"Selesnya Taxes","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-24#respectthecat_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-02-15#respectthecat_th_place"
"5","yuyan",2,"WURG Control; 5 Color Turbo Tibalt","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2021-01-24#yuyan_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-08#yuyan_nd_place"
"6","O_danielakos",2,"Izzet Prowess","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-25#o_danielakos_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-14#o_danielakos_rd_place"
"7","NorrathDecay",2,"Burn","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-25#norrathdecay_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-02-15#norrathdecay_th_place"
"8","UmekawaneikU",2,"Izzet Prowess; Shadow Prowess","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-25#umekawaneiku_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-01#umekawaneiku_rd_place"
"9","MZBlazer",2,"Shadow Prowess; 5 Color Turbo Tibalt","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#mzblazer_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-02-15#mzblazer_th_place"
"10","brunocaffaro",1,"Belcher","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2021-01-19#brunocaffaro_st_place"
"11","Skrown",1,"Shadow Prowess","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2021-01-19#skrown_rd_place"
"12","CanadianBac0nz",1,"Heliod Combo","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2021-01-19#canadianbacnz_th_place"
"13","edward40hands",1,"Golgari Midrange","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2021-01-19#edwardhands_th_place"
"14","FestiFan",1,"Reclamation","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2021-01-19#festifan_th_place"
"15","cicciogire",1,"WURG Control","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2021-01-19#cicciogire_th_place"
"16","Aardos",1,"Ad Nauseam","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-24#aardos_st_place"
"17","Bullwinkkle6705",1,"WURG Control","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-24#bullwinkkle_nd_place"
"18","Destraschul",1,"Ad Nauseam","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-24#destraschul_rd_place"
"19","quinniac",1,"Burn","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-24#quinniac_th_place"
"20","ice_nine_",1,"Land Destruction","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-24#ice_nine__th_place"
"21","nsroller",1,"Heliod Combo","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-24#nsroller_th_place"
"22","kefka27",1,"Izzet Prowess","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-24#kefka_th_place"
"23","kogamo",1,"WURG Control","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2021-01-24#kogamo_st_place"
"24","thedoc96",1,"Shadow Prowess","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2021-01-24#thedoc_nd_place"
"25","jvidarte",1,"Burn","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2021-01-24#jvidarte_rd_place"
"26","taraaasyk",1,"Izzet Prowess","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2021-01-24#taraaasyk_th_place"
"27","Laplasjan",1,"Hammer Time","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2021-01-24#laplasjan_th_place"
"28","_Batutinha_",1,"WURG Control","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2021-01-24#_batutinha__th_place"
"29","rastaf",1,"Izzet Prowess","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2021-01-24#rastaf_th_place"
"30","Usama96",1,"WURG Control","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-25#usama_st_place"
"31","patheus_84",1,"Ad Nauseam","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-25#patheus__nd_place"
"32","ACG88",1,"Humans","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-25#acg_th_place"
"33","SwordHunter",1,"WURG Control","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-25#swordhunter_th_place"
"34","ReturnToDust",1,"Bant Control","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-31#returntodust_st_place"
"35","Antoine57437",1,"WBRG Blink","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-31#antoine_nd_place"
"36","Jaberwocki",1,"Mardu Shadow","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-31#jaberwocki_rd_place"
"37","Chrislampa",1,"Spirits","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-31#chrislampa_th_place"
"38","scorpion87",1,"Heliod Combo","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-31#scorpion_th_place"
"39","Mazzu93",1,"UBRG Shadow","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-31#mazzu_th_place"
"40","KamiTech",1,"Stoneblade","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-31#kamitech_th_place"
"41","eclipse4343",1,"Miracles","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-31#eclipse_th_place"
"42","Shadowz2005",1,"WURG Control","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#shadowz_st_place"
"43","taruto1212",1,"WURG Control","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#taruto_nd_place"
"44","Smdster",1,"Heliod Combo","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#smdster_th_place"
"45","NAKISHIMA",1,"Oops All Spells","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#nakishima_th_place"
"46","Omegauo",1,"WURG Control","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#omegauo_th_place"
"47","Nammersquats",1,"Humans","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-01-31#nammersquats_th_place"
"48","B1gDan",1,"Shadow Prowess","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-01#bgdan_st_place"
"49","hcook725",1,"Mardu Shadow","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-01#hcook_nd_place"
"50","__BMJ__",1,"WURG Control","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-01#__bmj___th_place"
"51","Ekeross",1,"Shadow Prowess","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-01#ekeross_th_place"
"52","kthanakit26",1,"Izzet Prowess","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-01#kthanakit_th_place"
"53","Mlgb92",1,"Humans","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-01#mlgb_th_place"
"54","Gernardi",1,"Blue Tron","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-01#gernardi_th_place"
"55","SmokinBacon27",1,"Jund Turbo Tibalt","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-07#smokinbacon_st_place"
"56","_Tia93_",1,"WURG Control","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-07#_tia__nd_place"
"57","Bayesta_93",1,"5 Color Turbo Tibalt","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-07#bayesta__rd_place"
"58","remf",1,"Spirits","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-07#remf_th_place"
"59","NewHJ",1,"Burn","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-07#newhj_th_place"
"60","Card-WieldingCat",1,"Mono White Taxes","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-07#card-wieldingcat_th_place"
"61","cavedan",1,"5 Color Turbo Tibalt","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-07#cavedan_th_place"
"62","PTarts2win",1,"Burn","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-07#ptartswin_th_place"
"63","Mussie99",1,"Reclamation","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-08#mussie_rd_place"
"64","nekonekoneko",1,"Shadow Prowess","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-08#nekonekoneko_th_place"
"65","Oscar_Franco",1,"Mill","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-08#oscar_franco_th_place"
"66","kaktusowysmok",1,"Merfolk","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-08#kaktusowysmok_th_place"
"67","Lavaridge",1,"5 Color Turbo Tibalt","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-08#lavaridge_th_place"
"68","maikage",1,"5 Color Turbo Tibalt","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-14#maikage_st_place"
"69","Jacobisboss",1,"5 Color Turbo Tibalt","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-14#jacobisboss_nd_place"
"70","andrw1232",1,"5 Color Turbo Tibalt","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-14#andrw_th_place"
"71","nathansteuer",1,"5 Color Turbo Tibalt","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-14#nathansteuer_th_place"
"72","Heibing",1,"Living End","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-14#heibing_th_place"
"73","DoomDriver501",1,"Enduring Ideal","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-14#doomdriver_th_place"
"74","SpiderSpace",1,"5 Color Turbo Tibalt","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-02-15#spiderspace_st_place"
"75","AFX",1,"5 Color Turbo Tibalt","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-02-15#afx_nd_place"
"76","toondoslav",1,"Infect","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-02-15#toondoslav_rd_place"
"77","Matti",1,"Dredge","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-02-15#matti_th_place"
"78","billythekiddie",1,"Humans","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2021-02-15#billythekiddie_th_place"
