"","CardNames","DeckCount","WinrateAverage"
"1","Boseiju, Who Shelters All",1,100
"2","Wall of Shards",1,100
"3","Sweltering Suns",1,91.7
"4","Vexing Shusher",1,91.7
"5","Pongify",1,81.8
"6","Pact of Negation",6,80.7
"7","Pieces of the Puzzle",3,80
"8","Unravel the Aether",2,80
"9","Fulminator Mage",1,80
"10","Golgari Charm",1,80
"11","Molten Rain",1,80
"12","Unearth",1,80
"13","Kaya, Orzhov Usurper",1,80
"14","Sacred Foundry",1,80
"15","Memory's Journey",1,80
"16","Thassa's Oracle",1,80
"17","Reflector Mage",1,80
"18","Distortion Strike",1,80
"19","Spellskite",1,80
"20","Empty the Warrens",5,79.6
"21","Meddling Mage",3,78.6
"22","Bontu's Last Reckoning",5,78.3
"23","Slaughter Pact",6,77.8
"24","Oblivion Stone",2,77.8
"25","Temur Battle Rage",2,77.8
"26","Nexus of Fate",1,77.8
"27","Deglamer",1,77.8
"28","Leonin Relic-Warder",1,77.8
"29","Rampaging Ferocidon",1,77.8
"30","Shenanigans",1,77.8
"31","Hexdrinker",1,77.8
"32","Worship",1,77.8
"33","Unified Will",1,77.8
"34","Tectonic Edge",1,77.8
"35","Echoing Truth",10,77.5
"36","Abrupt Decay",3,76.9
"37","Terminate",4,76.5
"38","Elixir of Immortality",2,76.5
"39","Nimble Obstructionist",2,76.5
"40","Lightning Bolt",21,75.9
"41","Madcap Experiment",4,75.8
"42","Platinum Emperion",4,75.8
"43","Kroxa, Titan of Death's Hunger",12,75.7
"44","Celestial Purge",44,75.5
"45","Failure // Comply",7,75.4
"46","Gaea's Blessing",17,75.3
"47","Veil of Summer",70,75.1
"48","Remorseful Cleric",7,75
"49","Searing Blaze",3,75
"50","Field of Ruin",2,75
