"","CardNames","DeckCount","WinrateAverage"
"1","Fact or Fiction",1,100
"2","Opt",1,100
"3","Knight of Autumn",1,100
"4","Venser, Shaper Savant",1,100
"5","Brought Back",1,100
"6","Goblin Dark-Dwellers",1,100
"7","Chancellor of the Forge",2,87.5
"8","Tireless Provisioner",2,87.5
"9","Shrapnel Blast",2,87.5
"10","Coiling Oracle",1,87.5
"11","Engineered Explosives",4,85.7
"12","Wavesifter",2,84.6
"13","Glimpse of Tomorrow",3,82.4
"14","Kaya's Guile",2,81.8
"15","Obsidian Charmaw",3,81
"16","Graven Cairns",2,80
"17","Reflecting Pool",1,80
"18","Archon of Emeria",1,80
"19","Flickerwisp",1,80
"20","Leonin Arbiter",1,80
"21","Ramunap Excavator",1,80
"22","Cave of the Frost Dragon",1,80
"23","Eiganjo Castle",1,80
"24","Ghost Quarter",1,80
"25","Llanowar Reborn",1,80
"26","Power Depot",1,80
"27","Maul of the Skyclaves",2,78.9
"28","Bojuka Bog",8,78.6
"29","Gilded Goose",2,78.6
"30","Trail of Crumbs",2,78.6
"31","Witch's Oven",7,78.4
"32","Cauldron Familiar",6,78
"33","Selesnya Sanctuary",22,77.8
"34","Emrakul, the Promised End",3,77.8
"35","Birgi, God of Storytelling",2,77.8
"36","Grapeshot",2,77.8
"37","Agadeem's Awakening",2,77.8
"38","Renegade Rallier",1,77.8
"39","Experimental Frenzy",1,77.8
"40","Mutagenic Growth",1,77.8
"41","Temur Battle Rage",1,77.8
"42","Wandering Mind",1,77.8
"43","Fiery Justice",1,77.8
"44","Rip Apart",1,77.8
"45","Blade of the Oni",1,77.8
"46","Blade Splicer",1,77.8
"47","Charming Prince",1,77.8
"48","Shriekmaw",1,77.8
"49","Persist",1,77.8
"50","Touch the Spirit Realm",1,77.8
