"","CardNames","DeckCount","WinrateAverage"
"1","Steam Vents",185,74
"2","Scalding Tarn",173,74.5
"3","Ragavan, Nimble Pilferer",146,75.1
"4","Lightning Bolt",144,74.3
"5","Misty Rainforest",138,73
"6","Mishra's Bauble",137,75.4
"7","Flooded Strand",128,72.6
"8","Expressive Iteration",127,74.8
"9","Unholy Heat",122,74.8
"10","Urza's Saga",113,72.3
"11","Dragon's Rage Channeler",109,75.5
"12","Polluted Delta",102,74.9
"13","Boseiju, Who Endures",99,73
"14","Forest",95,73.7
"15","Breeding Pool",95,73.2
"16","Mountain",94,73.2
"17","Wooded Foothills",92,72.4
"18","Island",92,73.9
"19","Bloodstained Mire",89,75.1
"20","Hallowed Fountain",89,71.7
"21","Windswept Heath",85,72
"22","Blood Crypt",81,76.3
"23","Plains",81,72.3
"24","Thoughtseize",79,75.2
"25","Swamp",78,73.7
"26","Counterspell",78,73.7
"27","Sacred Foundry",78,72.3
"28","Shadowspear",77,70.2
"29","Stomping Ground",75,73.2
"30","Esper Sentinel",74,70.7
"31","Prismatic Ending",73,72.2
"32","Arid Mesa",70,71.7
"33","Inquisition of Kozilek",69,75.6
"34","Fury",69,73.5
"35","Springleaf Drum",68,70.3
"36","Teferi, Time Raveler",67,72
"37","Dress Down",64,76
"38","Spirebluff Canal",63,74.3
"39","Watery Grave",61,75.9
"40","Raugrin Triome",61,72.2
"41","Drown in the Loch",60,76
"42","Kolaghan's Command",60,76.2
"43","Stoneforge Mystic",60,70.1
"44","Snow-Covered Plains",58,70.2
"45","Inkmoth Nexus",57,70.4
"46","Kroxa, Titan of Death's Hunger",56,76.4
"47","Snow-Covered Island",56,71.8
"48","Solitude",55,73.5
"49","Otawara, Soaring City",54,74.5
"50","Death's Shadow",52,76.7
