"","presence","winrate","low_winrate","comb_presence_winrate","meta_score"
"Tiers 1",Hammer Time - Grixis Shadow - Izzet Murktide - Amulet Titan - Blue Living End - WURG Control,Rakdos Saga - Boros Storm - Boros Prowess - Hardened Scales - Grixis Shadow - Amulet Titan - Izzet Murktide,Grixis Shadow - Amulet Titan - Izzet Murktide - Blue Living End - Hammer Time,Grixis Shadow - Hammer Time - Amulet Titan - Izzet Murktide - Blue Living End,Grixis Shadow - Hammer Time - Amulet Titan - Izzet Murktide - Blue Living End
"Tiers 1.5",Burn - WURG Blink - Temur Footfalls - Yawgmoth - Green Tron - Jeskai Control,Jund Saga - Jeskai Control - Temur Footfalls - WURG Blink - Jeskai Murktide - Blue Living End - Green Tron - Temur Murktide,Hardened Scales - WURG Control - Temur Footfalls - WURG Blink - Jund Saga - Jeskai Control - Burn - Green Tron - Boros Prowess - Rakdos Saga,WURG Control - WURG Blink - Temur Footfalls - Burn - Hardened Scales - Jeskai Control - Jund Saga - Green Tron - Yawgmoth,WURG Control - WURG Blink - Temur Footfalls - Burn - Hardened Scales - Jeskai Control - Jund Saga - Green Tron - Yawgmoth
"Tiers 2",Creativity Combo - Hardened Scales - Jund Saga - Belcher - Boros Prowess - Thopter Urza - Rakdos Saga - Humans - Heliod Combo - Affinity - Temur Murktide - Dredge,Heliod Combo - WURG Control - Burn - Golgari Midrange - Hammer Time - Creativity Combo - Humans - Azorius Control,Yawgmoth - Creativity Combo - Belcher - Boros Storm - Heliod Combo - Temur Murktide - Jeskai Murktide - Humans,Boros Prowess - Rakdos Saga - Creativity Combo - Belcher - Boros Storm - Heliod Combo - Temur Murktide - Jeskai Murktide - Humans,Boros Prowess - Rakdos Saga - Creativity Combo - Belcher - Boros Storm - Heliod Combo - Temur Murktide - Jeskai Murktide - Humans
"Tiers 2.5",Golgari Midrange - Jeskai Murktide - Azorius Control - Boros Storm - Mill,Yawgmoth - Belcher - Affinity - Dredge - Mill - Thopter Urza,Affinity - Golgari Midrange - Thopter Urza - Azorius Control - Dredge - Mill,Affinity - Thopter Urza - Golgari Midrange - Azorius Control - Dredge - Mill,Affinity - Thopter Urza - Golgari Midrange - Azorius Control - Dredge - Mill
