"","Artist","NoCopies","Winrate"
"1","Rob Alexander",19332,0.713
"2","Christopher Rush",9447,0.712
"3","Mark Poole",5279,0.712
"4","Eric Deschamps",4568,0.709
"5","Chippy",4153,0.713
"6","Adam Paquette",4058,0.716
"7","Anastasia Ovchinnikova",3440,0.711
"8","Shelly Wan",3271,0.713
"9","Aleksi Briclot",3264,0.711
"10","Philip Straub",3159,0.712
"11","Ron Spears",3024,0.711
"12","Steve Argyle",2962,0.709
"13","Jason Chan",2939,0.715
"14","Tomasz Jedruszek",2912,0.711
"15","Svetlin Velinov",2876,0.713
"16","John Stanko",2815,0.71
"17","Douglas Shuler",2802,0.709
"18","Raymond Swanland",2690,0.71
"19","Mark Zug",2689,0.709
"20","Chris Rallis",2671,0.719
"21","Franz Vohwinkel",2660,0.71
"22","Terese Nielsen",2614,0.713
"23","Todd Lockwood",2593,0.712
"24","Seb McKinnon",2572,0.712
"25","Ryan Pancoast",2549,0.713
"26","John Avon",2538,0.709
"27","Jonas De Ro",2498,0.714
"28","Vance Kovacs",2432,0.716
"29","Paul Scott Canavan",2426,0.714
"30","Jung Park",2417,0.708
"31","Jesper Myrfors",2396,0.712
"32","Howard Lyon",2300,0.709
"33","Izzy",2243,0.71
"34","Chase Stone",2217,0.712
"35","Cyril Van Der Haegen",2162,0.706
"36","Simon Dominic",2137,0.713
"37","Alayna Danner",2108,0.708
"38","Anthony S. Waters",2095,0.714
"39","Kev Walker",2085,0.711
"40","Vincent Proce",2067,0.71
"41","Yeong-Hao Han",2055,0.706
"42","Ekaterina Burmak",2043,0.716
"43","Mark Tedin",2016,0.703
"44","Cliff Childs",1990,0.714
"45","Randy Vargas",1984,0.711
"46","Titus Lunter",1958,0.706
"47","Dave Kendall",1953,0.709
"48","Daarken",1848,0.712
"49","Martina Fackova",1843,0.712
"50","Sam Burley",1808,0.716
"51","Pete Venters",1805,0.709
"52","Dmitry Burmak",1792,0.708
"53","Chris Rahn",1791,0.712
"54","Tom Wänerstrand",1780,0.709
"55","Jason Rainville",1754,0.709
"56","Mike Bierek",1751,0.706
"57","Lake Hurwitz",1749,0.712
"58","James Paick",1661,0.713
"59","Kari Christensen",1559,0.71
"60","Michael Sutfin",1535,0.708
"61","Raoul Vitale",1453,0.712
"62","Greg Hildebrandt",1452,0.708
"63","Anson Maddocks",1434,0.714
"64","Warren Mahy",1394,0.705
"65","Matt Stewart",1304,0.705
"66","Lius Lasahido",1271,0.721
"67","Heather Hudson",1260,0.713
"68","Amy Weber",1201,0.708
"69","Darrell Riche",1196,0.715
"70","Volkan Baǵa",1173,0.709
"71","Richard Whitters",1160,0.718
"72","Richard Wright",1151,0.71
"73","Jean-Sébastien Rossbach",1134,0.708
"74","Michael Komarck",1123,0.705
"75","Lucas Graciano",1112,0.711
"76","Kieran Yanner",1103,0.708
"77","Wisnu Tan",1091,0.707
"78","Jeff Miracola",1077,0.715
"79","Greg Staples",1057,0.713
"80","Johannes Voss",1049,0.701
"81","Jason Felix",1046,0.713
"82","Daniel Ljunggren",1041,0.706
"83","Ben Thompson",1031,0.713
"84","Donato Giancola",1031,0.711
"85","Evan Shipard",1018,0.71
"86","Cynthia Sheppard",1008,0.709
"87","Wayne England",1000,0.708
"88","David Martin",1000,0.712
"89","Christopher Moeller",967,0.715
"90","Erica Yang",961,0.706
"91","Victor Adame Minguez",959,0.714
"92","Steven Belledin",939,0.709
"93","Dimitar Marinski",924,0.713
"94","Christine Choi",906,0.713
"95","rk post",900,0.711
"96","Dan Frazier",892,0.706
"97","Michael C. Hayes",878,0.701
"98","Slawomir Maniak",871,0.712
"99","Justin Murray",853,0.713
"100","Dan Scott",825,0.707
"101","Noah Bradley",815,0.712
"102","John Howe",778,0.707
"103","Adam Rex",752,0.707
"104","Scott Murphy",751,0.711
"105","Zoltan Boros",741,0.697
"106","Martina Pilcerova",739,0.715
"107","Campbell White",729,0.698
"108","David Rapoza",691,0.707
"109","Bastien L. Deharme",688,0.708
"110","Craig J Spearing",688,0.714
"111","Nicholas Gregory",639,0.698
"112","Johann Bodin",634,0.706
"113","Caroline Gariba",630,0.722
"114","Yongjae Choi",621,0.718
"115","Gabor Szikszai",594,0.719
"116","Caio Monteiro",531,0.706
"117","Heonhwa Choe",530,0.699
"118","David Palumbo",527,0.716
"119","Jesper Ejsing",525,0.719
"120","Magali Villeneuve",522,0.713
"121","Fred Fields",492,0.711
"122","Mark A. Nelson",490,0.711
"123","Jaime Jones",487,0.71
"124","Jim Nelson",479,0.703
"125","Pat Morrissey",475,0.717
"126","Igor Kieryluk",445,0.714
"127","Chris Ostrowski",442,0.711
"128","Zoltan Boros & Gabor Szikszai",432,0.712
"129","Mathias Kollros",415,0.707
"130","Lie Setiawan",409,0.696
"131","Filip Burburan",395,0.7
"132","John Matson",393,0.719
"133","Karl Kopinski",378,0.714
"134","Lars Grant-West",370,0.715
"135","Alex Horley-Orlandelli",370,0.701
"136","Luca Zontini",356,0.706
"137","Mark Winters",355,0.717
"138","Nils Hamm",353,0.697
"139","Iain McCaig",348,0.71
"140","Scott M. Fischer",347,0.704
"141","Jana Schirmer & Johannes Voss",339,0.691
"142","Charles Urbach",337,0.717
"143","Sidharth Chaturvedi",332,0.701
"144","DiTerlizzi",328,0.712
"145","Tomas Giorello",311,0.714
"146","Zezhou Chen",308,0.709
"147","Dave DeVries",307,0.727
"148","Richard Kane Ferguson",306,0.704
"149","Nicholas Elias",295,0.71
"150","Rebecca Guay",293,0.702
"151","Deruchenko Alexander",279,0.695
"152","Alexander Forssberg",276,0.713
"153","Dominick Domingo",258,0.706
"154","Peter Mohrbacher",253,0.714
"155","Brom",245,0.706
"156","Randy Gallegos",245,0.711
"157","Winona Nelson",236,0.695
"158","Austin Hsu",234,0.704
"159","Khang Le",232,0.711
"160","Edward P. Beard, Jr.",227,0.706
"161","Johan Grenier",218,0.727
"162","Wayne Reynolds",216,0.691
"163","Grzegorz Rutkowski",216,0.712
"164","Chuck Lukacs",208,0.706
"165","Livia Prima",207,0.685
"166","Willian Murai",206,0.675
"167","Eric Fortune",204,0.71
"168","Ron Spencer",204,0.701
"169","Forrest Imel",195,0.715
"170","Thomas M. Baxa",192,0.708
"171","Jeremy Enecio",187,0.707
"172","Uriah Voth",181,0.715
"173","Joseph Meehan",180,0.718
"174","Jama Jurabaev",176,0.716
"175","Brandon Kitkouski",175,0.717
"176","Sam Wood",175,0.693
"177","Antonio José Manzanedo",167,0.709
"178","Steve Prescott",163,0.69
"179","Anthony Francisco",161,0.71
"180","Alan Pollack",160,0.706
"181","Drew Tucker",149,0.733
"182","James Ryman",148,0.718
"183","Jeremy Jarvis",148,0.698
"184","Bryon Wackwitz",147,0.716
"185","Hideaki Takamura",141,0.71
"186","Robbie Trevino",140,0.74
"187","Jim Murray",136,0.701
"188","Wesley Burt",134,0.708
"189","Tony Szczudlo",133,0.703
"190","Joe Slucher",133,0.71
"191","Bryan Sola",132,0.677
"192","Tim Hildebrandt",130,0.706
"193","Zack Stella",129,0.715
"194","Lindsey Look",129,0.709
"195","Mark Brill",129,0.712
"196","Ilse Gort",128,0.734
"197","Cristi Balanescu",126,0.715
"198","Stephen Tappin",126,0.716
"199","Hugh Jamieson",120,0.703
"200","Carl Critchlow",120,0.725
"201","Ryan Yee",117,0.697
"202","Una Fricker",116,0.695
"203","Sarah Finnigan",115,0.705
"204","Iris Compiet",115,0.713
"205","Suzanne Helmigh",115,0.693
"206","Brian Snõddy",115,0.676
"207","Phil Foglio",114,0.72
"208","G-host Lee",111,0.695
"209","Tommy Arnold",108,0.702
"210","Don Hazeltine",100,0.696
"211","Milivoj Ćeran",95,0.696
"212","Piotr Dura",94,0.691
"213","Mitsuaki Sagiri",94,0.665
"214","Matt Thompson",94,0.652
"215","Lucas Staniec",91,0.722
"216","Dany Orizio",91,0.709
"217","Chris Seaman",85,0.704
"218","Chris Cold",82,0.707
"219","Dave Allsop",80,0.704
"220","Matt Cavotta",78,0.711
"221","D. Alexander Gregory",78,0.688
"222","Michael Bruinsma",77,0.704
"223","Jonathan Kuo",72,0.731
"224","Glen Angus",66,0.712
"225","Bud Cook",65,0.685
"226","Anna Podedworna",62,0.697
"227","Jakub Kasper",61,0.67
"228","David Gaillet",60,0.694
"229","Andrew Mar",59,0.697
"230","Tyler Walpole",59,0.72
"231","Allen Williams",59,0.708
"232","Goran Josic",55,0.709
"233","Daniel Gelon",54,0.679
"234","Ralph Horsley",53,0.697
"235","E. M. Gist",53,0.663
"236","Eytan Zana",52,0.703
"237","Mark Behm",52,0.718
"238","Jon Foster",47,0.727
"239","Tyler Jacobson",46,0.73
"240","Andreas Rocha",44,0.758
"241","Jokubas Uogintas",44,0.696
"242","Scott Hampton",44,0.694
"243","Marta Nael",43,0.657
"244","Jason A. Engle",42,0.709
"245","Mads Ahm",41,0.689
"246","Evyn Fong",41,0.699
"247","Melissa A. Benson",39,0.716
"248","Anna Steinbauer",38,0.719
"249","Aaron Miller",38,0.696
"250","Omar Rayyan",37,0.688
"251","Mike Dringenberg",37,0.715
"252","Scott Chou",36,0.696
"253","Kimonas Theodossiou",35,0.675
"254","Jack Wang",33,0.72
"255","Min Yum",32,0.653
"256","Florian de Gesincourt",31,0.737
"257","Chris J. Anderson",30,0.701
"258","Bayard Wu",30,0.73
"259","Doug Chaffee",30,0.69
"260","Jason Kang",30,0.704
"261","Anthony Jones",29,0.717
"262","Pauline Voss",28,0.697
"263","Viktor Titov",28,0.667
"264","YW Tang",28,0.682
"265","Mark Romanoski",28,0.661
"266","Mitchell Malloy",26,0.704
"267","Daren Bader",26,0.689
"268","Marc Simonetti",25,0.758
