"","CardNames","DeckCount","Winrate95Min"
"1","Mystical Dispute",945,70.6
"2","Aether Gust",535,70.3
"3","Reclamation Sage",92,70.2
"4","Veil of Summer",690,70.2
"5","Spell Pierce",304,70.1
"6","Thoughtseize",387,70.1
"7","Soul-Guide Lantern",482,70.1
"8","Lurrus of the Dream-Den",804,70.1
"9","Pithing Needle",593,70
"10","Engineered Explosives",915,70
"11","Celestial Purge",263,69.9
"12","Kozilek's Return",314,69.9
"13","Abrade",316,69.8
"14","Subtlety",149,69.7
"15","Path to Exile",611,69.7
"16","Fatal Push",197,69.6
"17","Force of Negation",338,69.6
"18","Deicide",83,69.5
"19","Tormod's Crypt",384,69.5
"20","Relic of Progenitus",470,69.5
"21","Force of Vigor",570,69.5
"22","Nihil Spellbomb",309,69.4
"23","Blood Moon",386,69.4
"24","Rest in Peace",399,69.4
"25","Kaheera, the Orphanguard",125,69.3
"26","Flusterstorm",397,69.3
"27","Cavern of Souls",47,69.2
"28","Yorion, Sky Nomad",145,69.2
"29","Auriok Champion",201,69.2
"30","Endurance",408,69.2
"31","Fury",81,69.1
"32","Vapor Snag",102,69.1
"33","Kolaghan's Command",186,69.1
"34","Pact of Negation",75,69
"35","Jace, the Mind Sculptor",105,69
"36","Ashiok, Dream Render",199,69
"37","Dovin's Veto",200,69
"38","Damping Sphere",270,69
"39","Alpine Moon",425,69
"40","Hurkyl's Recall",38,68.9
"41","Seal of Cleansing",160,68.9
"42","Chalice of the Void",411,68.9
"43","Giant Killer",40,68.8
"44","Kroxa, Titan of Death's Hunger",76,68.8
"45","Terminate",124,68.8
"46","Dispel",100,68.7
"47","Ghost Quarter",103,68.7
"48","Supreme Verdict",121,68.7
"49","Leyline of Sanctity",192,68.7
"50","Wear // Tear",208,68.7
