"","CardNames","DeckCount","Winrate95Min"
"1","Flooded Strand",932,70.9
"2","Raugrin Triome",508,70.7
"3","Hallowed Fountain",608,70.7
"4","Steam Vents",1207,70.6
"5","Misty Rainforest",1101,70.5
"6","Ketria Triome",455,70.4
"7","Teferi, Time Raveler",617,70.4
"8","Force of Negation",618,70.4
"9","Breeding Pool",803,70.4
"10","Forest",1098,70.4
"11","Stomping Ground",785,70.3
"12","Island",1154,70.3
"13","Scalding Tarn",1129,70.3
"14","Jace, the Mind Sculptor",266,70.2
"15","Omnath, Locus of Creation",309,70.2
"16","Snow-Covered Island",392,70.2
"17","Spirebluff Canal",551,70.2
"18","Temple Garden",546,70.2
"19","Teferi, Hero of Dominaria",261,70.1
"20","Windswept Heath",622,70.1
"21","Plains",920,70.1
"22","Lightning Bolt",1329,70.1
"23","Cryptic Command",331,70
"24","Polluted Delta",639,70
"25","Mishra's Bauble",832,70
"26","Wooded Foothills",1048,70
"27","Field of Ruin",247,69.9
"28","Violent Outburst",290,69.9
"29","Snow-Covered Forest",299,69.9
"30","Wrenn and Six",476,69.9
"31","Prismatic Ending",423,69.9
"32","Verdant Catacombs",477,69.9
"33","Chalice of the Void",195,69.8
"34","Supreme Verdict",297,69.8
"35","Unholy Heat",436,69.8
"36","Mountain",1047,69.8
"37","Ruin Crab",60,69.7
"38","Archive Trap",60,69.7
"39","Visions of Beyond",59,69.7
"40","Abrupt Decay",105,69.7
"41","Uro, Titan of Nature's Wrath",121,69.7
"42","Stormwing Entity",148,69.7
"43","Serum Visions",328,69.7
"44","Overgrown Tomb",380,69.7
"45","Dragon's Rage Channeler",461,69.7
"46","Expressive Iteration",445,69.7
"47","Fiery Islet",541,69.7
"48","Mystic Sanctuary",128,69.6
"49","Gemstone Caverns",179,69.6
"50","Kolaghan's Command",252,69.6
