"","SetCode","NoCopies","Winrate"
"1","MH2",20000,0.708
"2","LEA",17606,0.711
"3","MH1",16331,0.709
"4","ZEN",13840,0.712
"5","ONS",11437,0.712
"6","WWK",6778,0.711
"7","ELD",6576,0.713
"8","RAV",6006,0.71
"9","ZNR",5632,0.711
"10","WAR",5234,0.713
"11","5DN",5168,0.71
"12","DIS",5045,0.714
"13","LRW",5041,0.71
"14","NPH",5004,0.711
"15","KLD",4852,0.71
"16","M20",4709,0.714
"17","THB",4472,0.711
"18","GPT",4401,0.713
"19","FUT",4288,0.71
"20","SOM",4237,0.711
"21","IKO",4027,0.714
"22","CON",3568,0.711
"23","ROE",3523,0.706
"24","CSP",3336,0.713
"25","ICE",3215,0.714
"26","ATQ",3206,0.708
"27","TSP",3069,0.707
"28","AER",3007,0.709
"29","STX",2812,0.707
"30","OGW",2717,0.712
"31","MRD",2671,0.708
"32","SHM",2503,0.709
"33","EMN",2432,0.716
"34","KTK",2388,0.706
"35","ARB",2238,0.716
"36","DKA",2203,0.706
"37","RTR",2101,0.714
"38","DRK",1994,0.709
"39","MBS",1843,0.707
"40","M21",1820,0.711
"41","AKH",1791,0.714
"42","ISD",1708,0.702
"43","M11",1587,0.711
"44","RNA",1579,0.708
"45","AVR",1525,0.715
"46","DST",1492,0.707
"47","ALA",1484,0.709
"48","HOU",1445,0.715
"49","CHK",1391,0.701
"50","DOM",1322,0.712
"51","XLN",1282,0.707
"52","DTK",1271,0.715
"53","INV",1262,0.704
"54","GTC",1224,0.697
"55","STH",1208,0.712
"56","SOK",1174,0.71
"57","M19",1134,0.708
"58","PLC",1045,0.715
"59","SOI",1001,0.714
"60","CMD",939,0.708
"61","BFZ",934,0.714
"62","JUD",933,0.714
"63","JOU",918,0.706
"64","PC2",914,0.713
"65","GRN",851,0.711
"66","MID",804,0.705
"67","APC",801,0.699
"68","M12",762,0.709
"69","AFR",742,0.707
"70","PLS",728,0.713
"71","TMP",679,0.712
"72","FRF",639,0.709
"73","DGM",602,0.714
"74","KHM",589,0.71
"75","M10",578,0.713
"76","EVE",563,0.71
"77","MOR",479,0.707
"78","NEM",438,0.713
"79","WTH",408,0.713
"80","M15",395,0.722
"81","THS",348,0.706
"82","ULG",330,0.698
"83","MIR",304,0.706
"84","ALL",242,0.715
"85","ORI",212,0.703
"86","ARN",176,0.701
"87","M13",169,0.702
"88","LEG",162,0.718
"89","ODY",161,0.716
"90","BNG",156,0.703
"91","P02",150,0.711
"92","PTK",94,0.665
"93","BOK",75,0.716
"94","M14",73,0.732
"95","VOW",70,0.679
"96","CN2",55,0.653
"97","C14",36,0.718
"98","TOR",32,0.714
"99","RIX",26,0.688
"100","SCG",18,0.692
"101","POR",16,0.746
"102","FEM",8,0.571
"103","HML",4,0.765
"104","VIS",2,0.714
