"","CardNames","DeckCount","Winrate95Min"
"1","Pithing Needle",23,70.5
"2","Damping Sphere",36,70.5
"3","Mystical Dispute",31,69.7
"4","Skysovereign, Consul Flagship",18,69.4
"5","Tormod's Crypt",18,69.4
"6","Unlicensed Hearse",29,68.9
"7","God-Pharaoh's Statue",16,68.7
"8","Meteor Golem",16,68.7
"9","Pestilent Cauldron",14,68.5
"10","Aether Gust",16,67.6
"11","Treasure Vault",13,67.3
"12","Disdainful Stroke",10,66.6
"13","Go Blank",14,66.6
"14","Narset's Reversal",11,66.4
"15","The Immortal Sun",11,66.4
"16","Rest in Peace",8,66.1
"17","Ugin, the Spirit Dragon",7,65.9
"18","Voracious Hydra",9,65.6
"19","Noxious Grasp",10,65.6
"20","Duress",16,65.6
"21","Skylasher",3,65.3
"22","Esika's Chariot",8,65.1
"23","Kolaghan's Command",13,65.1
"24","Grafdigger's Cage",9,64.9
"25","Dream Trawler",6,64.4
"26","The Great Henge",7,64
"27","Chandra, Torch of Defiance",9,64
"28","Shadowspear",7,63.4
"29","Lava Coil",11,63.3
"30","Narset, Parter of Veils",7,63.2
"31","Darksteel Citadel",5,62.9
"32","Chandra's Defeat",10,62.8
"33","Spell Pierce",8,62.7
"34","Thoughtseize",7,62.7
"35","Path of Peril",5,62.5
"36","Thought Distortion",7,62.4
"37","Alpine Moon",9,62.4
"38","Ruric Thar, the Unbowed",2,62.1
"39","Golos, Tireless Pilgrim",4,62.1
"40","Dovin's Veto",8,62.1
"41","Rending Volley",8,61.8
"42","Summary Dismissal",4,61.1
"43","Hullbreaker Horror",7,61.1
"44","Crackling Drake",6,61.1
"45","Abrade",8,60.9
"46","Reidane, God of the Worthy",4,60.6
"47","Portable Hole",6,60.5
"48","Young Pyromancer",6,60.5
"49","Tablet of the Guilds",9,60.3
"50","Approach of the Second Sun",6,60
