"","SetCode","NoCopies","Winrate"
"1","LEA",521,0.763
"2","MID",372,0.763
"3","WAR",346,0.767
"4","M20",326,0.762
"5","ELD",308,0.756
"6","NEO",291,0.766
"7","AFR",245,0.76
"8","KHM",237,0.752
"9","THS",218,0.773
"10","ZNR",213,0.768
"11","VOW",193,0.75
"12","KLD",165,0.757
"13","RTR",136,0.755
"14","THB",132,0.768
"15","IKO",125,0.756
"16","DIS",122,0.756
"17","SOI",114,0.748
"18","AKH",113,0.771
"19","OGW",111,0.77
"20","KTK",110,0.757
"21","AER",104,0.751
"22","GRN",102,0.749
"23","M14",98,0.768
"24","RAV",97,0.762
"25","DOM",94,0.765
"26","LRW",79,0.747
"27","STX",78,0.758
"28","XLN",76,0.75
"29","RNA",75,0.745
"30","DTK",75,0.766
"31","INV",74,0.758
"32","ICE",74,0.688
"33","GPT",68,0.752
"34","M10",64,0.746
"35","M21",55,0.762
"36","HOU",54,0.741
"37","M19",53,0.751
"38","DGM",51,0.794
"39","RIX",51,0.764
"40","EMN",49,0.774
"41","ORI",45,0.757
"42","GTC",32,0.767
"43","TSP",31,0.743
"44","FRF",29,0.783
"45","BFZ",28,0.792
"46","JOU",27,0.747
"47","MRD",24,0.781
"48","ZEN",23,0.726
"49","APC",18,0.784
"50","PLC",16,0.746
"51","DKA",15,0.767
"52","PTK",12,0.759
"53","M11",11,0.8
"54","MOR",11,0.718
"55","ISD",9,0.764
"56","M13",6,0.781
"57","CMD",4,0.75
"58","ROE",4,0.714
