"","SetCode","NoCopies","Winrate"
"1","LEA",2662,0.668
"2","MH2",2167,0.679
"3","ICE",1710,0.686
"4","TMP",1381,0.68
"5","ONS",1195,0.676
"6","ZEN",1185,0.674
"7","LRW",1154,0.675
"8","MH1",956,0.684
"9","ALL",813,0.693
"10","USG",784,0.662
"11","ELD",561,0.685
"12","MRD",559,0.692
"13","NPH",524,0.681
"14","CSP",508,0.692
"15","NEM",501,0.691
"16","LEB",457,0.672
"17","FUT",454,0.686
"18","STX",425,0.692
"19","NEO",417,0.691
"20","M20",337,0.665
"21","PLC",320,0.693
"22","ULG",298,0.682
"23","GPT",293,0.705
"24","ISD",289,0.663
"25","AVR",283,0.657
"26","WAR",281,0.679
"27","EXO",266,0.702
"28","WWK",263,0.684
"29","MBS",261,0.679
"30","SNC",239,0.691
"31","SOM",236,0.679
"32","ZNR",233,0.687
"33","DKA",228,0.66
"34","MMQ",222,0.68
"35","LEG",217,0.674
"36","DST",213,0.674
"37","SCG",210,0.67
"38","MIR",197,0.658
"39","WTH",196,0.676
"40","TOR",190,0.645
"41","M11",188,0.656
"42","ODY",183,0.661
"43","DRK",182,0.672
"44","ALA",179,0.66
"45","THB",177,0.677
"46","GTC",163,0.685
"47","CMD",131,0.675
"48","SHM",128,0.665
"49","STH",126,0.692
"50","TSP",124,0.649
"51","ATQ",122,0.683
"52","CHK",116,0.679
"53","JMP",113,0.704
"54","M15",109,0.674
"55","JUD",109,0.666
"56","VIS",108,0.687
"57","GRN",106,0.676
"58","RAV",99,0.695
"59","CMR",96,0.689
"60","AFR",95,0.69
"61","ROE",94,0.649
"62","CON",91,0.678
"63","HOU",89,0.664
"64","SOK",88,0.684
"65","RTR",88,0.668
"66","VOW",84,0.693
"67","MOR",83,0.693
"68","CN2",77,0.689
"69","AER",70,0.685
"70","5DN",66,0.685
"71","DGM",61,0.619
"72","BNG",60,0.7
"73","EVE",60,0.69
"74","DIS",57,0.591
"75","MID",56,0.678
"76","FRF",50,0.676
"77","C19",47,0.671
"78","IKO",43,0.688
"79","KLD",41,0.714
"80","C18",40,0.686
"81","M10",39,0.655
"82","CLB",35,0.647
"83","EMN",34,0.667
"84","KTK",33,0.729
"85","DOM",30,0.723
"86","OGW",29,0.661
"87","M19",28,0.714
"88","C21",27,0.726
"89","M21",27,0.581
"90","FEM",26,0.713
"91","BOK",26,0.689
"92","NEC",23,0.75
"93","PC2",23,0.643
"94","C14",22,0.678
"95","POR",20,0.613
"96","M13",19,0.702
"97","JOU",18,0.725
"98","ORI",17,0.681
"99","CNS",16,0.676
"100","AKH",15,0.712
"101","XLN",14,0.69
"102","KHM",13,0.636
"103","APC",11,0.683
"104","BBD",11,0.692
"105","C20",10,0.688
"106","M14",10,0.593
"107","BFZ",8,0.568
"108","P02",8,0.75
"109","C13",7,0.658
"110","PLS",5,0.704
"111","DTK",5,0.6
"112","ARN",4,0.733
"113","RNA",4,0.5
"114","SOI",3,0.765
"115","INV",3,0.5
"116","M12",2,0.571
"117","LGN",1,0.75
"118","NCC",1,0.5
