"","presence","winrate","low_winrate","comb_presence_winrate","meta_score"
"Tiers 1",Izzet Tempo - Conflict(Izzet Arclight   Phoenix,Izzet Tempo) - Elves - Mono Red Prison - Mardu Reanimator,Slow   Depths - Artifacts   Blue - Mono Red Painter - Dimir Ninjas - Tin   Fins   - Conflict(Dimir Death 's   Shadow,Stiflenought),Conflict(Izzet Arclight   Phoenix,Izzet Tempo) - Izzet Tempo - Elves - Mono Red Prison - Conflict(Dimir Death 's   Shadow,Stiflenought) - Artifacts   Blue - Mono Red Painter,Conflict(Izzet Arclight   Phoenix,Izzet Tempo) - Izzet Tempo - Elves - Mono Red Prison - Conflict(Dimir Death 's   Shadow,Stiflenought),Conflict(Izzet Arclight   Phoenix,Izzet Tempo) - Izzet Tempo - Elves - Mono Red Prison - Conflict(Dimir Death 's   Shadow,Stiflenought)
"Tiers 1.5",TES - Conflict(Dimir Death 's   Shadow,Stiflenought) - Death  &  Taxes - Oops !  All   Spells - Naya Selesnya   Depths - Riddlesmith  combo - Conflict(Sneak  &  Show,Izzet Tempo) - Artifacts   Blue - Mono White Hammer,Gruul Lands - Conflict(Izzet Arclight   Phoenix,Izzet Tempo) - Oops !  All   Spells - Naya Selesnya   Depths - Conflict(Sneak  &  Show,Izzet Tempo) - Death  &  Taxes - Mono Red Prison - Elves - Jeskai Stoneblade - Karn   Echoes - Izzet Tempo - Riddlesmith  combo - Conflict(Grixis Arclight   Phoenix,Grixis Tempo) - Esper Stoneblade - Thought   Lash  combo,Death  &  Taxes - Oops !  All   Spells - Naya Selesnya   Depths - Slow   Depths - Conflict(Sneak  &  Show,Izzet Tempo) - Riddlesmith  combo - Dimir Ninjas - Tin   Fins   - Mardu Reanimator - Mono White Hammer,Artifacts   Blue - Mono Red Painter - Death  &  Taxes - Oops !  All   Spells - Slow   Depths - Naya Selesnya   Depths - Conflict(Sneak  &  Show,Izzet Tempo) - Riddlesmith  combo - Dimir Ninjas - Mardu Reanimator - Tin   Fins  ,Artifacts   Blue - Mono Red Painter - Death  &  Taxes - Oops !  All   Spells - Slow   Depths - Naya Selesnya   Depths - Conflict(Sneak  &  Show,Izzet Tempo) - Riddlesmith  combo - Dimir Ninjas - Mardu Reanimator - Tin   Fins  
"Tiers 2",Mono Red Painter - Doomsday - Madness - WUBR Reanimator - Yorion   Zenith - Conflict(Artifacts   Blue,Azorius Hammer) - Slow   Depths - Tin   Fins   - Conflict(UW   Control,Jeskai   Control,Jeskai Mentor,Jeskai Mentor) - Mono Green Post - Dimir Ninjas - Conflict(UW   Control,Stiflenought,Jeskai Tempo,U   Control) - Jeskai Stoneblade - Karn   Echoes - Esper Stoneblade - Thought   Lash  combo - Gruul Painter - Gruul Lands - Conflict(UW   Control,Jeskai   Control,Jeskai Tempo),Yorion   Zenith - Conflict(UW   Control,Stiflenought,Jeskai Tempo,U   Control) - Mono White Hammer - Temur Tempo - Conflict(Artifacts   Blue,Azorius Hammer) - Conflict(UW   Control,Jeskai   Control,Jeskai Mentor,Jeskai Mentor) - Madness - Gruul Painter - Mardu Reanimator,Gruul Lands - Yorion   Zenith - Jeskai Stoneblade - Karn   Echoes - Madness - Esper Stoneblade - Thought   Lash  combo - Conflict(UW   Control,Stiflenought,Jeskai Tempo,U   Control) - Conflict(Artifacts   Blue,Azorius Hammer) - TES - Conflict(Grixis Arclight   Phoenix,Grixis Tempo) - Doomsday - Conflict(UW   Control,Jeskai   Control,Jeskai Mentor,Jeskai Mentor),Mono White Hammer - Gruul Lands - Jeskai Stoneblade - Karn   Echoes - Yorion   Zenith - Esper Stoneblade - Thought   Lash  combo - Madness - Conflict(UW   Control,Stiflenought,Jeskai Tempo,U   Control) - Conflict(Grixis Arclight   Phoenix,Grixis Tempo) - Conflict(Artifacts   Blue,Azorius Hammer) - TES - Conflict(UW   Control,Jeskai   Control,Jeskai Mentor,Jeskai Mentor) - Doomsday,Mono White Hammer - Gruul Lands - Jeskai Stoneblade - Karn   Echoes - Yorion   Zenith - Esper Stoneblade - Thought   Lash  combo - Madness - Conflict(UW   Control,Stiflenought,Jeskai Tempo,U   Control) - Conflict(Grixis Arclight   Phoenix,Grixis Tempo) - Conflict(Artifacts   Blue,Azorius Hammer) - TES - Conflict(UW   Control,Jeskai   Control,Jeskai Mentor,Jeskai Mentor) - Doomsday
"Tiers 2.5",Conflict(Grixis Arclight   Phoenix,Grixis Tempo) - Temur Tempo,Doomsday - Conflict(UW   Control,Jeskai   Control,Jeskai Tempo) - Mono Green Post - WUBR Reanimator - TES,Gruul Painter - Temur Tempo - Conflict(UW   Control,Jeskai   Control,Jeskai Tempo) - WUBR Reanimator - Mono Green Post,Gruul Painter - Temur Tempo - Conflict(UW   Control,Jeskai   Control,Jeskai Tempo) - WUBR Reanimator - Mono Green Post,Gruul Painter - Temur Tempo - Conflict(UW   Control,Jeskai   Control,Jeskai Tempo) - WUBR Reanimator - Mono Green Post
