"","SetName","Winrate","Presence"
"1","ALA",NA,0
"2","M20",NA,0
"3","JOU",NA,0
"4","HOU",NA,0
"5","TMP",NA,0
"6","ROE",NA,0
"7","LRW",NA,0
"8","SOM",NA,0
"9","DRK",NA,0
"10","ELD",NA,0
"11","THB",NA,0
"12","CON",NA,0
"13","DOM",NA,0
"14","STH",NA,0
"15","OGW",NA,0
"16","ZNR",NA,0
"17","5DN",NA,0
"18","M15",NA,0
"19","AER",NA,0
"20","IKO",NA,0
"21","DGM",NA,0
"22","M21",NA,0
"23","NPH",NA,0
"24","DST",NA,0
"25","FUT",NA,0
"26","RTR",NA,0
"27","AVR",NA,0
"28","DKA",NA,0
"29","SOI",NA,0
"30","BFZ",NA,0
"31","WTH",NA,0
"32","ZEN",NA,0
"33","XLN",NA,0
"34","MH1",NA,0
"35","WAR",NA,0
"36","EMN",NA,0
"37","M11",NA,0
"38","GPT",NA,0
"39","GRN",NA,0
"40","GTC",NA,0
"41","KLD",NA,0
"42","WWK",NA,0
"43","BNG",NA,0
"44","M13",NA,0
"45","SOK",NA,0
"46","TSP",NA,0
"47","CMD",NA,0
"48","FRF",NA,0
"49","DIS",NA,0
"50","M12",NA,0
"51","PLC",NA,0
"52","THS",NA,0
"53","M19",NA,0
"54","MOR",NA,0
"55","MRD",NA,0
"56","KTK",NA,0
"57","DTK",NA,0
"58","SHM",NA,0
"59","ARB",NA,0
"60","POR",NA,0
"61","MBS",NA,0
"62","PLS",NA,0
"63","ALL",NA,0
"64","LEA",NA,0
"65","ISD",NA,0
"66","RNA",NA,0
"67","ULG",NA,0
"68","AKH",NA,0
"69","KHM",NA,0
"70","M10",NA,0
"71","TOR",NA,0
"72","BOK",NA,0
"73","EVE",NA,0
"74","M14",NA,0
"75","ORI",NA,0
"76","USG",NA,0
