"","SetName","Winrate","Presence"
"1","WAR",NA,0
"2","ZEN",NA,0
"3","LEA",NA,0
"4","ONS",NA,0
"5","GPT",NA,0
"6","ATQ",NA,0
"7","AVR",NA,0
"8","MH1",NA,0
"9","DIS",NA,0
"10","BFZ",NA,0
"11","AER",NA,0
"12","KTK",NA,0
"13","ROE",NA,0
"14","RAV",NA,0
"15","IKO",NA,0
"16","RNA",NA,0
"17","JUD",NA,0
"18","AKH",NA,0
"19","WWK",NA,0
"20","CON",NA,0
"21","RTR",NA,0
"22","ZNR",NA,0
"23","M15",NA,0
"24","KLD",NA,0
"25","DTK",NA,0
"26","ISD",NA,0
"27","FUT",NA,0
"28","M21",NA,0
"29","THB",NA,0
"30","STH",NA,0
"31","M11",NA,0
"32","DOM",NA,0
"33","5DN",NA,0
"34","LRW",NA,0
"35","ELD",NA,0
"36","SHM",NA,0
"37","INV",NA,0
"38","NPH",NA,0
"39","FRF",NA,0
"40","SOM",NA,0
"41","MRD",NA,0
"42","ALA",NA,0
"43","ICE",NA,0
"44","KHM",NA,0
"45","M10",NA,0
"46","CSP",NA,0
"47","GRN",NA,0
"48","XLN",NA,0
"49","LEG",NA,0
"50","TSP",NA,0
"51","OGW",NA,0
"52","DRK",NA,0
"53","CHK",NA,0
"54","ODY",NA,0
"55","JOU",NA,0
"56","GTC",NA,0
"57","CMD",NA,0
"58","PLC",NA,0
"59","ARB",NA,0
"60","M13",NA,0
"61","WTH",NA,0
"62","HOU",NA,0
"63","NEM",NA,0
"64","EMN",NA,0
"65","MBS",NA,0
"66","DGM",NA,0
"67","M12",NA,0
"68","SOK",NA,0
"69","SOI",NA,0
"70","TOR",NA,0
"71","DST",NA,0
"72","MOR",NA,0
"73","PLS",NA,0
"74","ULG",NA,0
"75","EVE",NA,0
"76","DKA",NA,0
"77","MIR",NA,0
"78","M19",NA,0
"79","M20",NA,0
"80","ALL",NA,0
"81","TMP",NA,0
"82","SCG",NA,0
"83","M14",NA,0
"84","P02",NA,0
"85","APC",NA,0
"86","BOK",NA,0
"87","ORI",NA,0
