"","SetCode","NoCopies","Winrate"
"1","LEA",7117,0.633
"2","ICE",4520,0.637
"3","MRD",4379,0.629
"4","MH2",1880,0.627
"5","ROE",1727,0.63
"6","LRW",1574,0.636
"7","MH1",1519,0.635
"8","TSP",1428,0.631
"9","DST",1279,0.63
"10","MMQ",1138,0.639
"11","DOM",1081,0.63
"12","USG",1069,0.64
"13","M11",1068,0.642
"14","ATQ",1026,0.628
"15","SOM",970,0.637
"16","WWK",905,0.637
"17","M13",888,0.643
"18","BOK",844,0.646
"19","MBS",779,0.638
"20","KHM",760,0.637
"21","DKA",650,0.639
"22","TOR",619,0.646
"23","C16",617,0.645
"24","NPH",529,0.626
"25","VIS",518,0.615
"26","IKO",514,0.649
"27","XLN",509,0.632
"28","INV",490,0.637
"29","AFR",479,0.632
"30","ULG",475,0.636
"31","CN2",460,0.64
"32","STX",454,0.643
"33","GPT",450,0.638
"34","JUD",446,0.619
"35","ONS",438,0.612
"36","ZEN",403,0.618
"37","SHM",394,0.629
"38","FRF",380,0.648
"39","CSP",368,0.631
"40","DIS",366,0.645
"41","CMR",344,0.615
"42","KTK",337,0.639
"43","ISD",331,0.633
"44","RTR",323,0.627
"45","DRK",303,0.632
"46","STH",295,0.626
"47","EVE",287,0.625
"48","ALA",285,0.643
"49","ZNR",284,0.619
"50","M10",282,0.62
"51","SCG",275,0.632
"52","ELD",273,0.606
"53","AVR",265,0.639
"54","RAV",261,0.638
"55","M12",260,0.629
"56","5DN",235,0.647
"57","C20",221,0.645
"58","KLD",216,0.605
"59","AKH",202,0.6
"60","TMP",182,0.628
"61","SOI",179,0.605
"62","JMP",178,0.641
"63","HOU",175,0.632
"64","APC",161,0.622
"65","MOR",159,0.623
"66","LGN",149,0.609
"67","GTC",140,0.653
"68","ODY",122,0.637
"69","ORI",116,0.667
"70","RNA",110,0.597
"71","OGW",108,0.623
"72","CHK",103,0.602
"73","THB",96,0.594
"74","PLC",92,0.588
"75","LEG",90,0.597
"76","MID",82,0.626
"77","EMN",76,0.602
"78","FUT",72,0.625
"79","M15",70,0.654
"80","M21",58,0.579
"81","THS",58,0.52
"82","PLS",57,0.692
"83","HML",55,0.595
"84","M14",54,0.598
"85","P02",48,0.663
"86","CON",44,0.575
"87","ARN",41,0.53
"88","JOU",41,0.529
"89","NEM",40,0.613
"90","BNG",40,0.547
"91","WTH",32,0.596
"92","GRN",27,0.571
"93","BFZ",25,0.653
"94","RIX",25,0.593
"95","CNS",24,0.643
"96","M20",21,0.615
"97","M19",18,0.594
"98","ARB",12,0.556
"99","PCY",10,0.569
"100","FEM",7,0.538
"101","UDS",7,0.533
"102","EXO",5,0.5
"103","AER",3,0.667
