"","CardNames","DeckCount","Winrate95Min"
"1","Preordain",249,62.3
"2","Ash Barrens",286,62.3
"3","Ninja of the Deep Hours",212,62.2
"4","Spellstutter Sprite",212,62.2
"5","Faerie Seer",211,62.2
"6","Counterspell",252,62.1
"7","Ice Tunnel",146,62
"8","Augur of Bolas",211,61.8
"9","Snuff Out",151,61.7
"10","Evolving Wilds",161,61.7
"11","Brainstorm",199,61.7
"12","Snow-Covered Island",169,61.6
"13","Dispel",289,61.6
"14","Gurmag Angler",153,61.5
"15","Suffocating Fumes",74,61.4
"16","Thorn of the Black Rose",187,61.4
"17","Cast Down",199,61.4
"18","Vault of Whispers",155,61.3
"19","Makeshift Munitions",124,61.2
"20","Island",174,61.2
"21","Deadly Dispute",140,61.1
"22","Ichor Wellspring",157,61.1
"23","Snap",28,61
"24","Ponder",65,61
"25","Swamp",193,61
"26","Duress",100,60.9
"27","Chromatic Star",219,60.8
"28","Sea Gate Oracle",32,60.6
"29","Drossforge Bridge",114,60.6
"30","Mistvault Bridge",129,60.6
"31","Disciple of the Vault",122,60.6
"32","Echoing Decay",118,60.5
"33","Night's Whisper",71,60.4
"34","Terramorphic Expanse",43,60.2
"35","Ghostly Flicker",43,60.2
"36","Great Furnace",191,60.2
"37","Behold the Multiverse",46,60.1
"38","Snow-Covered Swamp",64,60
"39","Plains",126,60
"40","Prophetic Prism",193,60
"41","God-Pharaoh's Faithful",10,59.9
"42","Sunscape Familiar",10,59.9
"43","Terrarion",46,59.9
"44","Silverbluff Bridge",175,59.9
"45","Darksteel Citadel",164,59.9
"46","Myr Enforcer",160,59.8
"47","Atog",160,59.7
"48","Galvanic Blast",191,59.7
"49","First Day of Class",52,59.6
"50","Fling",160,59.6
