"","SetName","Winrate","Presence"
"1","ONS",NA,0
"2","LEA",NA,0
"3","DIS",NA,0
"4","GPT",NA,0
"5","RAV",NA,0
"6","KTK",NA,0
"7","ZEN",NA,0
"8","MH1",NA,0
"9","AKH",NA,0
"10","THB",NA,0
"11","JUD",NA,0
"12","WAR",NA,0
"13","NPH",NA,0
"14","IKO",NA,0
"15","CSP",NA,0
"16","KLD",NA,0
"17","SHM",NA,0
"18","WWK",NA,0
"19","BFZ",NA,0
"20","ELD",NA,0
"21","ZNR",NA,0
"22","M21",NA,0
"23","CON",NA,0
"24","INV",NA,0
"25","M20",NA,0
"26","TSP",NA,0
"27","AVR",NA,0
"28","KHM",NA,0
"29","RNA",NA,0
"30","ULG",NA,0
"31","AER",NA,0
"32","DRK",NA,0
"33","PLS",NA,0
"34","ISD",NA,0
"35","M15",NA,0
"36","OGW",NA,0
"37","M11",NA,0
"38","CHK",NA,0
"39","MOR",NA,0
"40","FUT",NA,0
"41","M10",NA,0
"42","ALL",NA,0
"43","STX",NA,0
"44","RTR",NA,0
"45","DTK",NA,0
"46","LRW",NA,0
"47","STH",NA,0
"48","5DN",NA,0
"49","ICE",NA,0
"50","ARB",NA,0
"51","FRF",NA,0
"52","MBS",NA,0
"53","XLN",NA,0
"54","ROE",NA,0
"55","ATQ",NA,0
"56","WTH",NA,0
"57","DKA",NA,0
"58","GRN",NA,0
"59","MRD",NA,0
"60","ODY",NA,0
"61","DST",NA,0
"62","HOU",NA,0
"63","SOM",NA,0
"64","EMN",NA,0
"65","PLC",NA,0
"66","GTC",NA,0
"67","DOM",NA,0
"68","JOU",NA,0
"69","SOI",NA,0
"70","EVE",NA,0
"71","TMP",NA,0
"72","ALA",NA,0
"73","NEM",NA,0
"74","LEG",NA,0
"75","ORI",NA,0
"76","THS",NA,0
"77","ARN",NA,0
"78","P02",NA,0
"79","M14",NA,0
"80","SOK",NA,0
"81","CMD",NA,0
"82","M13",NA,0
"83","BNG",NA,0
"84","DGM",NA,0
"85","M12",NA,0
"86","M19",NA,0
"87","MIR",NA,0
"88","TOR",NA,0
"89","APC",NA,0
"90","BOK",NA,0
"91","HML",NA,0
