"","SetName","Winrate","Presence"
"1","DRK",NA,0
"2","OGW",NA,0
"3","ZEN",NA,0
"4","5DN",NA,0
"5","THB",NA,0
"6","M20",NA,0
"7","CON",NA,0
"8","SOK",NA,0
"9","ZNR",NA,0
"10","IKO",NA,0
"11","SOM",NA,0
"12","ALA",NA,0
"13","LRW",NA,0
"14","ELD",NA,0
"15","HOU",NA,0
"16","NPH",NA,0
"17","AER",NA,0
"18","RTR",NA,0
"19","JOU",NA,0
"20","M15",NA,0
"21","STH",NA,0
"22","DST",NA,0
"23","DOM",NA,0
"24","ROE",NA,0
"25","KLD",NA,0
"26","DIS",NA,0
"27","EMN",NA,0
"28","THS",NA,0
"29","WWK",NA,0
"30","MBS",NA,0
"31","WAR",NA,0
"32","BFZ",NA,0
"33","STX",NA,0
"34","DKA",NA,0
"35","M19",NA,0
"36","SOI",NA,0
"37","ALL",NA,0
"38","M11",NA,0
"39","AVR",NA,0
"40","PLC",NA,0
"41","XLN",NA,0
"42","WTH",NA,0
"43","MH1",NA,0
"44","M12",NA,0
"45","MOR",NA,0
"46","DGM",NA,0
"47","GPT",NA,0
"48","RAV",NA,0
"49","GRN",NA,0
"50","FUT",NA,0
"51","TSP",NA,0
"52","CMD",NA,0
"53","M21",NA,0
"54","GTC",NA,0
"55","SHM",NA,0
"56","ULG",NA,0
"57","ISD",NA,0
"58","RNA",NA,0
"59","BOK",NA,0
"60","MRD",NA,0
"61","DTK",NA,0
"62","TMP",NA,0
"63","KHM",NA,0
"64","KTK",NA,0
"65","BNG",NA,0
"66","LEA",NA,0
"67","ATQ",NA,0
"68","M13",NA,0
"69","FRF",NA,0
"70","ORI",NA,0
"71","M10",NA,0
"72","AKH",NA,0
"73","ICE",NA,0
"74","USG",NA,0
"75","ARB",NA,0
"76","POR",NA,0
"77","NEM",NA,0
"78","M14",NA,0
"79","PLS",NA,0
"80","CHK",NA,0
"81","TOR",NA,0
