"","SetCode","NoCopies","Winrate"
"1","MID",1753,0.729
"2","LEA",1435,0.728
"3","NEO",1335,0.732
"4","ELD",1304,0.73
"5","ZNR",1272,0.725
"6","AFR",1016,0.728
"7","IKO",909,0.722
"8","WAR",885,0.736
"9","M20",873,0.731
"10","KLD",749,0.721
"11","KHM",744,0.732
"12","VOW",730,0.728
"13","STX",700,0.723
"14","KTK",683,0.716
"15","THS",631,0.74
"16","RAV",573,0.719
"17","AKH",521,0.73
"18","GPT",498,0.719
"19","SOI",484,0.726
"20","DIS",460,0.732
"21","INV",456,0.724
"22","RTR",421,0.73
"23","DTK",376,0.727
"24","THB",372,0.732
"25","AER",352,0.724
"26","GRN",339,0.726
"27","LRW",296,0.724
"28","M14",294,0.727
"29","DOM",276,0.734
"30","OGW",270,0.732
"31","RIX",256,0.726
"32","RNA",254,0.73
"33","XLN",249,0.729
"34","DGM",232,0.74
"35","ORI",219,0.732
"36","M10",207,0.73
"37","M21",206,0.734
"38","ZEN",194,0.719
"39","EMN",184,0.731
"40","M19",171,0.729
"41","HOU",160,0.729
"42","USG",131,0.72
"43","FRF",130,0.741
"44","TSP",130,0.714
"45","ICE",129,0.685
"46","JOU",128,0.73
"47","APC",117,0.711
"48","GTC",114,0.742
"49","MRD",100,0.745
"50","MOR",78,0.719
"51","BFZ",64,0.753
"52","ISD",63,0.727
"53","PLC",55,0.739
"54","DKA",45,0.732
"55","M11",41,0.766
"56","M13",25,0.745
"57","BNG",13,0.756
"58","PTK",12,0.759
"59","LEG",8,0.727
"60","CMD",6,0.717
"61","ROE",4,0.714
