"","SetCode","NoCopies","Winrate"
"1","MH2",2328,0.725
"2","ZEN",997,0.73
"3","MH1",854,0.716
"4","LEA",852,0.73
"5","ONS",695,0.726
"6","WWK",385,0.744
"7","ELD",371,0.729
"8","LRW",359,0.72
"9","ZNR",322,0.718
"10","DIS",296,0.736
"11","GPT",294,0.733
"12","STX",288,0.738
"13","NEO",284,0.719
"14","ICE",268,0.712
"15","SOM",265,0.716
"16","M20",264,0.712
"17","WAR",262,0.72
"18","RAV",249,0.731
"19","KLD",248,0.721
"20","CSP",246,0.747
"21","FUT",245,0.734
"22","IKO",211,0.723
"23","5DN",203,0.733
"24","THB",199,0.726
"25","NPH",186,0.702
"26","AVR",167,0.737
"27","EMN",163,0.719
"28","MID",161,0.731
"29","ALA",155,0.725
"30","M11",134,0.738
"31","ARB",126,0.717
"32","AFR",126,0.714
"33","AER",123,0.712
"34","MRD",122,0.707
"35","ATQ",119,0.699
"36","TSP",109,0.73
"37","ROE",106,0.725
"38","MBS",103,0.694
"39","DRK",95,0.717
"40","SHM",84,0.711
"41","CON",81,0.713
"42","CHK",77,0.744
"43","M19",73,0.75
"44","DTK",72,0.758
"45","KTK",71,0.683
"46","PLS",70,0.764
"47","AKH",65,0.717
"48","PC2",64,0.743
"49","HOU",64,0.699
"50","RNA",64,0.718
"51","SOK",64,0.702
"52","M21",50,0.694
"53","PLC",48,0.665
"54","RTR",47,0.717
"55","GTC",47,0.69
"56","APC",46,0.724
"57","DGM",45,0.737
"58","ISD",44,0.701
"59","VOW",38,0.756
"60","DST",38,0.686
"61","CMD",37,0.735
"62","MOR",34,0.692
"63","NEM",34,0.69
"64","DKA",31,0.69
"65","JOU",28,0.686
"66","DOM",27,0.703
"67","OGW",24,0.761
"68","GRN",22,0.735
"69","JUD",21,0.689
"70","M15",19,0.78
"71","XLN",18,0.649
"72","SOI",18,0.702
"73","TMP",17,0.737
"74","M10",15,0.635
"75","STH",13,0.65
"76","BFZ",12,0.682
"77","EVE",12,0.757
"78","M12",9,0.65
"79","MIR",8,0.643
"80","ORI",8,0.625
"81","INV",8,0.643
"82","KHM",6,0.76
"83","WTH",5,0.769
"84","FRF",4,0.696
"85","THS",4,0.778
"86","BOK",4,0.75
"87","P02",4,0.571
"88","PTK",3,0.75
"89","EXO",3,0.667
"90","ALL",2,0.667
"91","C14",1,0.75
"92","LEG",1,0.667
"93","ODY",1,0.75
