"","CardNames","DeckCount","Winrate95Min"
"1","Spell Pierce",304,73.6
"2","Windswept Heath",152,73.5
"3","Hallowed Fountain",219,73.5
"4","Blacksmith's Skill",105,73.4
"5","Shadowspear",174,73.4
"6","Sigarda's Aid",114,73.3
"7","Colossus Hammer",114,73.3
"8","Puresteel Paladin",114,73.3
"9","Stomping Ground",220,73.3
"10","Seachrome Coast",87,73.2
"11","Ornithopter",113,73.2
"12","Marsh Flats",140,73.2
"13","Blood Crypt",186,73.2
"14","Esper Sentinel",123,73.1
"15","Flooded Strand",352,73.1
"16","Lightning Bolt",459,73.1
"17","Wrenn and Six",142,73
"18","Fable of the Mirror-Breaker",152,73
"19","Boseiju, Who Endures",230,73
"20","Steam Vents",457,73
"21","Ketria Triome",96,72.9
"22","Giver of Runes",106,72.9
"23","Kaldra Compleat",119,72.9
"24","Inkmoth Nexus",117,72.9
"25","Scalding Tarn",417,72.9
"26","Ziatora's Proving Ground",78,72.8
"27","Stoneforge Mystic",122,72.8
"28","Plains",171,72.8
"29","Mountain",272,72.8
"30","Island",272,72.8
"31","Archon of Cruelty",78,72.7
"32","Urza's Saga",249,72.7
"33","Springleaf Drum",187,72.6
"34","Ragavan, Nimble Pilferer",338,72.6
"35","Dwarven Mine",78,72.5
"36","Fury",163,72.5
"37","Arid Mesa",226,72.5
"38","Misty Rainforest",312,72.5
"39","Wooded Foothills",228,72.4
"40","Gingerbrute",99,72.3
"41","Bloodstained Mire",218,72.3
"42","Otawara, Soaring City",294,72.3
"43","Indomitable Creativity",76,72.2
"44","Polluted Delta",194,72.2
"45","Fire // Ice",111,72.1
"46","Consider",170,72.1
"47","Fiery Islet",219,72.1
"48","Forest",235,72.1
"49","Unholy Heat",269,72.1
"50","Prismari Command",57,72
