"","SetCode","NoCopies","Winrate"
"1","MH2",10631,0.749
"2","ZEN",4534,0.751
"3","LEA",4451,0.749
"4","ONS",3174,0.751
"5","MH1",3166,0.751
"6","NEO",2000,0.752
"7","ELD",1636,0.748
"8","GPT",1563,0.752
"9","STX",1268,0.748
"10","SNC",1262,0.749
"11","WWK",1187,0.749
"12","DIS",1117,0.755
"13","KLD",1111,0.74
"14","M20",1072,0.766
"15","CSP",1030,0.743
"16","LRW",1028,0.753
"17","5DN",1015,0.75
"18","RAV",946,0.747
"19","THB",894,0.746
"20","NPH",890,0.75
"21","WAR",883,0.742
"22","SOM",818,0.747
"23","MID",780,0.75
"24","IKO",769,0.748
"25","FUT",766,0.742
"26","BRO",745,0.746
"27","ATQ",725,0.752
"28","DMU",680,0.741
"29","AER",641,0.753
"30","EMN",610,0.758
"31","DRK",566,0.749
"32","CMD",539,0.748
"33","ARB",509,0.741
"34","TSP",489,0.748
"35","ICE",484,0.743
"36","MRD",478,0.737
"37","ZNR",418,0.751
"38","APC",394,0.755
"39","MBS",375,0.762
"40","AVR",364,0.741
"41","M11",363,0.747
"42","KTK",336,0.717
"43","M21",328,0.756
"44","PLS",322,0.751
"45","PC2",312,0.747
"46","DGM",301,0.74
"47","RNA",300,0.753
"48","AFR",288,0.742
"49","SOK",288,0.752
"50","PLC",286,0.741
"51","DKA",271,0.738
"52","VOW",257,0.746
"53","ALA",256,0.753
"54","SHM",232,0.732
"55","HOU",216,0.744
"56","CHK",215,0.739
"57","DST",214,0.729
"58","CON",209,0.754
"59","ROE",204,0.739
"60","SOI",200,0.726
"61","DOM",199,0.73
"62","KHM",199,0.757
"63","AKH",183,0.719
"64","STH",180,0.753
"65","GTC",179,0.721
"66","OGW",162,0.698
"67","ORI",159,0.731
"68","INV",152,0.746
"69","RTR",141,0.737
"70","DTK",113,0.742
"71","M19",106,0.775
"72","MIR",98,0.746
"73","BFZ",89,0.735
"74","GRN",81,0.781
"75","JUD",76,0.675
"76","JOU",72,0.754
"77","EVE",57,0.734
"78","MOR",55,0.761
"79","ISD",55,0.744
"80","XLN",43,0.718
"81","M13",40,0.759
"82","M12",35,0.714
"83","FRF",28,0.716
"84","M15",20,0.736
"85","C14",20,0.708
"86","THS",17,0.787
"87","ARN",14,0.864
"88","M10",13,0.796
"89","WTH",6,0.75
"90","TMP",6,0.733
"91","ULG",5,0.636
"92","ODY",4,0.727
"93","LEG",4,0.6
"94","P02",4,0.7
"95","PTK",4,0.727
"96","NEM",1,0.75
