"","CardNames","DeckCount","WinrateAverage"
"1","Engineered Explosives",395,75
"2","Mystical Dispute",277,74.8
"3","Flusterstorm",265,74.8
"4","Unlicensed Hearse",252,74.5
"5","Pithing Needle",227,75.2
"6","Dress Down",191,74.7
"7","Force of Vigor",174,75
"8","Boseiju, Who Endures",173,75.2
"9","Blood Moon",171,75.5
"10","Endurance",166,74.6
"11","Spell Pierce",160,75.3
"12","Veil of Summer",155,76.3
"13","Brotherhood's End",154,75.4
"14","Sanctifier en-Vec",144,75.8
"15","Fury",137,73.3
"16","Wear // Tear",124,73.8
"17","Relic of Progenitus",117,75.6
"18","Jegantha, the Wellspring",116,73.8
"19","Path to Exile",115,75.6
"20","March of Otherworldly Light",115,76.8
"21","Subtlety",113,73.2
"22","Drannith Magistrate",112,75.5
"23","Abrade",110,75
"24","Orvar, the All-Form",101,75.3
"25","Magus of the Moon",96,74.8
"26","Necromentia",96,75.2
"27","Hidetsugu Consumes All",92,74.9
"28","Chalice of the Void",89,74.3
"29","Prismatic Ending",81,74
"30","Blacksmith's Skill",78,75.9
"31","Fatal Push",74,75.2
"32","Tourach, Dread Cantor",73,74.7
"33","Haywire Mite",72,74.6
"34","Lavinia, Azorius Renegade",68,79
"35","Teferi, Time Raveler",68,74.1
"36","Alpine Moon",67,77.4
"37","Leyline of the Void",66,77.6
"38","Nature's Claim",61,75.5
"39","Tormod's Crypt",56,73.2
"40","Hallowed Moonlight",56,74.8
"41","Soul-Guide Lantern",52,73.5
"42","Invasive Surgery",52,71.1
"43","Leyline of Sanctity",49,74.8
"44","Dismember",43,73.5
"45","Kaheera, the Orphanguard",43,74.9
"46","Surgical Extraction",42,76.6
"47","Rest in Peace",39,74.1
"48","The Stone Brain",38,74.4
"49","Foundation Breaker",36,74.2
"50","Ensnaring Bridge",35,72.9
