"","CardNames","DeckCount","Winrate95Min"
"1","Force of Negation",144,65
"2","Counterbalance",69,64.1
"3","Hydroblast",109,63.9
"4","Surgical Extraction",141,63.9
"5","Pyroblast",130,63.6
"6","Haywire Mite",17,63.4
"7","Meltdown",89,63.1
"8","Ethersworn Canonist",14,63
"9","True-Name Nemesis",31,63
"10","Leyline of the Void",72,62.8
"11","Walking Ballista",42,62.7
"12","Fury",32,62.3
"13","Faerie Macabre",66,62.3
"14","Kappa Cannoneer",9,62.2
"15","Brazen Borrower",20,62.2
"16","Show and Tell",16,62.1
"17","Swords to Plowshares",41,62.1
"18","Blood Moon",13,61.8
"19","Wear // Tear",15,61.8
"20","Plague Engineer",45,61.7
"21","Unchained Berserker",40,61.6
"22","Pithing Needle",31,61.4
"23","Trinisphere",10,60.9
"24","Price of Progress",17,60.9
"25","Empty-Shrine Kannushi",34,60.8
"26","Red Elemental Blast",64,60.7
"27","Containment Priest",68,60.6
"28","Abrade",34,60.5
"29","Thoughtseize",28,60.2
"30","Snuff Out",26,60.1
"31","Force of Vigor",19,60
"32","Helm of Obedience",8,59.7
"33","Silence",8,59.7
"34","Prismatic Ending",25,59.7
"35","Serenity",27,59.6
"36","Flusterstorm",41,59.4
"37","Grafdigger's Cage",47,59.2
"38","Fatal Push",15,58.9
"39","Magus of the Moon",22,58.9
"40","Loran of the Third Path",42,58.9
"41","Iona, Shield of Emeria",10,58.7
"42","Dismember",18,58.7
"43","Tendrils of Agony",13,58.6
"44","Peer into the Abyss",13,58.6
"45","Chalice of the Void",32,58.6
"46","Gemstone Caverns",16,58.3
"47","Carpet of Flowers",41,58.1
"48","Aven Mindcensor",21,57.9
"49","Slaughter Pact",14,57.6
"50","Soul-Guide Lantern",19,57.6
