"","SetCode","NoCopies","Winrate"
"1","LEA",2564,0.665
"2","MH2",2323,0.668
"3","TMP",1740,0.674
"4","ICE",1620,0.668
"5","ZEN",1014,0.672
"6","LRW",959,0.67
"7","ONS",927,0.679
"8","ALL",801,0.668
"9","MH1",746,0.667
"10","MRD",738,0.666
"11","CLB",693,0.663
"12","STX",604,0.676
"13","USG",570,0.67
"14","NEO",567,0.67
"15","AVR",516,0.654
"16","ELD",511,0.675
"17","CSP",495,0.682
"18","NEM",477,0.674
"19","NPH",427,0.669
"20","ZNR",420,0.668
"21","LEB",403,0.666
"22","ISD",367,0.669
"23","EXO",358,0.67
"24","MMQ",350,0.68
"25","GPT",341,0.678
"26","SHM",274,0.677
"27","THB",233,0.673
"28","AER",228,0.684
"29","SOM",226,0.676
"30","DKA",225,0.657
"31","FUT",225,0.669
"32","M20",182,0.653
"33","PLC",169,0.646
"34","WWK",164,0.678
"35","CN2",159,0.659
"36","BRO",159,0.673
"37","LEG",148,0.67
"38","PC2",139,0.66
"39","ULG",136,0.657
"40","BOK",128,0.674
"41","ODY",124,0.669
"42","TOR",119,0.678
"43","WTH",114,0.668
"44","STH",111,0.691
"45","MIR",109,0.68
"46","WAR",107,0.678
"47","RAV",95,0.663
"48","ONE",95,0.669
"49","JUD",88,0.673
"50","DMU",88,0.658
"51","TSP",87,0.663
"52","C13",85,0.677
"53","DST",78,0.651
"54","CMR",74,0.644
"55","CMD",74,0.653
"56","ROE",67,0.646
"57","MBS",66,0.639
"58","SOK",64,0.693
"59","ALA",57,0.709
"60","VIS",56,0.636
"61","SCG",55,0.677
"62","DRK",54,0.712
"63","ATQ",50,0.654
"64","HOU",49,0.663
"65","AFR",48,0.658
"66","SNC",47,0.667
"67","IKO",46,0.634
"68","RTR",44,0.676
"69","M13",42,0.586
"70","M11",40,0.583
"71","GTC",39,0.676
"72","5DN",38,0.646
"73","PLS",37,0.692
"74","JMP",35,0.653
"75","EMN",33,0.667
"76","EVE",33,0.638
"77","C18",31,0.691
"78","NEC",31,0.691
"79","DOM",31,0.64
"80","M10",28,0.705
"81","MOR",27,0.639
"82","GRN",26,0.662
"83","CHK",26,0.617
"84","DIS",25,0.73
"85","POR",25,0.678
"86","CON",25,0.629
"87","FEM",22,0.615
"88","MID",19,0.675
"89","M15",18,0.628
"90","M12",17,0.526
"91","BNG",16,0.64
"92","M21",16,0.707
"93","M19",14,0.593
"94","BBD",14,0.545
"95","KHM",13,0.6
"96","VOW",11,0.618
"97","M14",9,0.628
"98","CNS",8,0.647
"99","BFZ",7,0.6
"100","KTK",6,0.714
"101","ORI",6,0.643
"102","THS",6,0.605
"103","DTK",6,0.667
"104","ARB",5,0.692
"105","KLD",4,0.607
"106","FRF",3,0.7
"107","AKH",3,0.75
"108","PTK",2,0.889
"109","ARN",2,0.667
"110","INV",2,0.727
"111","C21",1,0.714
