"","CardNames","DeckCount","Winrate95Min"
"1","Mishra's Bauble",62,64.2
"2","Karakas",89,64.1
"3","Ancient Tomb",86,64.1
"4","Lion's Eye Diamond",14,63.8
"5","Lotus Petal",109,63.8
"6","Chrome Mox",60,63.7
"7","Emeria's Call",49,63.4
"8","City of Traitors",77,63.4
"9","Cavern of Souls",67,63.2
"10","Scalding Tarn",116,63.2
"11","Misty Rainforest",124,63.2
"12","Force of Will",137,63.2
"13","Seasoned Dungeoneer",61,63.1
"14","Lightning Bolt",68,63.1
"15","Palace Jailer",51,63
"16","Brazen Borrower",61,63
"17","Volcanic Island",99,63
"18","Brainstorm",133,63
"19","White Plume Adventurer",59,62.9
"20","Eiganjo, Seat of the Empire",66,62.9
"21","Daze",88,62.9
"22","Island",99,62.9
"23","Flooded Strand",114,62.9
"24","Ponder",130,62.9
"25","Urza's Saga",35,62.8
"26","Touch the Spirit Realm",56,62.8
"27","Pyroblast",54,62.8
"28","Wasteland",102,62.8
"29","Solitude",64,62.7
"30","Mystic Sanctuary",80,62.7
"31","Murktide Regent",68,62.6
"32","Elite Spellbinder",30,62.5
"33","Delver of Secrets",55,62.5
"34","Dragon's Rage Channeler",54,62.5
"35","Expressive Iteration",80,62.5
"36","Mox Opal",25,62.4
"37","Polluted Delta",118,62.4
"38","Steam Vents",42,62.3
"39","Snow-Covered Plains",24,62.1
"40","Underground Sea",65,61.6
"41","Plains",67,61.6
"42","Swords to Plowshares",79,61.6
"43","Archon of Emeria",33,61.4
"44","Unholy Heat",39,61.4
"45","Aether Spellbomb",7,61.1
"46","Once Upon a Time",31,60.8
"47","Emry, Lurker of the Loch",5,60.7
"48","Seat of the Synod",5,60.7
"49","Thoughtcast",5,60.7
"50","Thought Monitor",5,60.7
