"","CardNames","DeckCount","WinrateAverage"
"1","Force of Negation",103,67
"2","Hydroblast",94,65.8
"3","Surgical Extraction",93,65.5
"4","Pyroblast",89,66.2
"5","Meltdown",73,67.2
"6","Leyline of the Void",55,67.9
"7","Containment Priest",51,66.4
"8","Faerie Macabre",46,66.3
"9","Walking Ballista",43,68.3
"10","Grafdigger's Cage",43,66.7
"11","Red Elemental Blast",40,63.5
"12","Counterbalance",40,67.7
"13","Swords to Plowshares",39,68.1
"14","Unchained Berserker",38,67.9
"15","Loran of the Third Path",37,67
"16","Carpet of Flowers",35,65.9
"17","Fury",34,69.8
"18","Plague Engineer",34,65.1
"19","Empty-Shrine Kannushi",33,68.1
"20","Blue Elemental Blast",31,63.2
"21","Archon of Absolution",26,66.5
"22","Chalice of the Void",25,66.3
"23","Flusterstorm",25,64.2
"24","Snuff Out",24,63.4
"25","Endurance",22,66.2
"26","Brotherhood's End",22,66.7
"27","Abrade",21,67.1
"28","Thoughtseize",21,63.9
"29","Magus of the Moon",20,64.8
"30","Pithing Needle",20,67.1
"31","Dress Down",19,66.7
"32","Terminus",17,67.2
"33","Serenity",17,64.1
"34","Aven Mindcensor",17,68
"35","Tourach, Dread Cantor",16,63.6
"36","Mindbreak Trap",15,66.3
"37","True-Name Nemesis",15,66.7
"38","Brazen Borrower",15,70.9
"39","Submerge",14,60.9
"40","Blood Moon",14,69.4
"41","Prismatic Ending",14,67.6
"42","Dauthi Voidwalker",13,62.5
"43","Wear // Tear",12,63.4
"44","Torpor Orb",12,62.8
"45","Unlicensed Hearse",12,60.7
"46","Show and Tell",11,67.5
"47","Dismember",11,69.6
"48","Null Rod",11,71.1
"49","Sheoldred, the Apocalypse",11,61.3
"50","Rest in Peace",10,61.5
