"","CardNames","DeckCount","Winrate95Min"
"1","Fury",34,63.8
"2","Force of Negation",103,63.5
"3","Leyline of the Void",55,63.1
"4","Meltdown",73,63
"5","Walking Ballista",43,62.8
"6","Pyroblast",89,62.4
"7","Swords to Plowshares",39,62.3
"8","Unchained Berserker",38,62
"9","Counterbalance",40,62
"10","Hydroblast",94,62
"11","Empty-Shrine Kannushi",33,61.7
"12","Surgical Extraction",93,61.7
"13","Brazen Borrower",15,61.5
"14","Containment Priest",51,61.2
"15","Grafdigger's Cage",43,61.1
"16","Loran of the Third Path",37,61
"17","Faerie Macabre",46,60.8
"18","Blood Moon",14,59.8
"19","Trinisphere",5,59.7
"20","Ethersworn Canonist",7,59.7
"21","Carpet of Flowers",35,59.6
"22","Null Rod",11,59.5
"23","Tormod's Crypt",3,59.3
"24","Archon of Absolution",26,59.1
"25","Aven Mindcensor",17,59
"26","Abrade",21,59
"27","Pithing Needle",20,58.9
"28","Chalice of the Void",25,58.8
"29","Brotherhood's End",22,58.7
"30","Plague Engineer",34,58.6
"31","Subtlety",10,58.5
"32","Dismember",11,58.2
"33","Terminus",17,58.2
"34","Dress Down",19,58.2
"35","Endurance",22,58.2
"36","Prismatic Ending",14,57.7
"37","Haywire Mite",7,57.5
"38","Red Elemental Blast",40,57.4
"39","True-Name Nemesis",15,57.1
"40","Touch the Spirit Realm",9,56.7
"41","Kappa Cannoneer",2,56.6
"42","Blessed Alliance",4,56.6
"43","Flusterstorm",25,56.5
"44","Mindbreak Trap",15,56.4
"45","Silence",3,56.3
"46","Magus of the Moon",20,56.3
"47","Blue Elemental Blast",31,56.3
"48","Show and Tell",11,55.9
"49","Thoughtseize",21,55.5
"50","Snuff Out",24,55.5
