"","CardNames","DeckCount","Winrate95Min"
"1","Submerge",47,70.4
"2","Grafdigger's Cage",98,70.4
"3","Force of Negation",120,69.5
"4","Surgical Extraction",163,69.4
"5","Leyline of the Void",63,69.3
"6","Pyroblast",124,69.2
"7","End the Festivities",49,68.8
"8","Meltdown",89,68.7
"9","Endurance",73,68.5
"10","Mindbreak Trap",21,68.4
"11","Yorion, Sky Nomad",23,68.1
"12","Force of Vigor",49,67.9
"13","Flusterstorm",84,67.7
"14","Pithing Needle",43,67.6
"15","Peacekeeper",12,67.2
"16","Court of Cunning",16,67.2
"17","Hydroblast",51,67.1
"18","Red Elemental Blast",71,67.1
"19","Council's Judgment",14,67
"20","Izzet Staticaster",34,66.9
"21","Carpet of Flowers",43,66.2
"22","Prismatic Ending",46,66.2
"23","Plague Engineer",16,66.1
"24","Karakas",33,66.1
"25","Rest in Peace",12,65.8
"26","Sphere of Resistance",13,65.3
"27","Torpor Orb",51,65.3
"28","Containment Priest",27,65.2
"29","The Tabernacle at Pendrell Vale",8,65.1
"30","Blood Moon",24,65.1
"31","Soul-Guide Lantern",17,64.8
"32","Ensnaring Bridge",16,64.5
"33","Hullbreacher",18,64.2
"34","Collective Brutality",8,64
"35","Mystical Dispute",13,64
"36","Ethersworn Canonist",17,64
"37","Deafening Silence",16,64
"38","Thoughtseize",22,63.9
"39","Faerie Macabre",26,63.9
"40","Chain of Vapor",16,63.8
"41","Narset, Parter of Veils",25,63.8
"42","Null Rod",21,63.4
"43","Engineered Explosives",19,63.3
"44","Path to Exile",11,63.1
"45","Collector Ouphe",25,62.7
"46","Crop Rotation",4,62.6
"47","Tormod's Crypt",13,62.6
"48","Thalia, Guardian of Thraben",6,62.5
"49","Ancient Grudge",6,62.5
"50","Firestorm",6,62.5
