"","Artist","NoCopies","Winrate"
"1","Rob Alexander",1201,0.732
"2","Christopher Rush",1126,0.727
"3","Terese Nielsen",911,0.723
"4","Mark Tedin",708,0.715
"5","Jesper Myrfors",621,0.711
"6","Anastasia Ovchinnikova",559,0.733
"7","Una Fricker",498,0.736
"8","Jeff A. Menges",453,0.719
"9","Kaja Foglio",436,0.73
"10","Brian Snõddy",416,0.724
"11","John Stanko",415,0.715
"12","Paul Scott Canavan",374,0.721
"13","Philip Straub",373,0.716
"14","Steven Belledin",371,0.724
"15","Shelly Wan",337,0.736
"16","Matthew D. Wilson",315,0.743
"17","Lucas Graciano",303,0.73
"18","April Lee",298,0.698
"19","Anson Maddocks",293,0.723
"20","Titus Lunter",277,0.728
"21","Donato Giancola",258,0.726
"22","Martina Fackova",235,0.739
"23","Randy Vargas",228,0.728
"24","John Avon",225,0.735
"25","Nicola Leonard",222,0.737
"26","Simon Dominic",212,0.733
"27","Aleksi Briclot",211,0.709
"28","Nils Hamm",205,0.741
"29","Adam Rex",199,0.738
"30","Chris Rallis",189,0.719
"31","Sandra Everingham",181,0.712
"32","Greg Hildebrandt",180,0.736
"33","Pete Venters",178,0.719
"34","David Rapoza",172,0.728
"35","Victor Adame Minguez",170,0.728
"36","Erica Yang",170,0.714
"37","Vance Kovacs",167,0.702
"38","Volkan Baǵa",167,0.697
"39","Vincent Proce",164,0.723
"40","Mark Zug",162,0.719
"41","Kev Walker",161,0.724
"42","Magali Villeneuve",161,0.695
"43","Jason Chan",160,0.716
"44","Dan Frazier",158,0.72
"45","Scott M. Fischer",157,0.727
"46","Svetlin Velinov",145,0.708
"47","Anthony S. Waters",144,0.731
"48","Ron Spears",141,0.703
"49","Daniel Ljunggren",137,0.736
"50","DiTerlizzi",136,0.747
"51","Colin MacNeil",134,0.697
"52","Igor Kieryluk",132,0.702
"53","rk post",128,0.71
"54","Richard Thomas",126,0.714
"55","Sam Burley",123,0.703
"56","Chippy",121,0.707
"57","Sidharth Chaturvedi",121,0.692
"58","Christopher Moeller",120,0.744
"59","Pat Morrissey",119,0.703
"60","Gabor Szikszai",117,0.715
"61","Rebecca Guay",115,0.713
"62","D. Alexander Gregory",114,0.727
"63","Mark Poole",112,0.716
"64","Margaret Organ-Kean",107,0.73
"65","Filip Burburan",106,0.694
"66","Nicholas Gregory",101,0.739
"67","Matt Stewart",101,0.703
"68","Greg Staples",98,0.719
"69","Izzy",96,0.699
"70","Jonas De Ro",95,0.696
"71","Harold McNeill",93,0.74
"72","Carl Critchlow",90,0.714
"73","Raymond Swanland",86,0.73
"74","Tom Wänerstrand",85,0.713
"75","Cliff Childs",82,0.728
"76","Jerry Tiritilli",81,0.742
"77","Martina Pilcerova",79,0.718
"78","Dany Orizio",76,0.693
"79","Robert Bliss",74,0.695
"80","Dmitry Burmak",73,0.722
"81","Stephan Martiniere",73,0.727
"82","Adam Paquette",72,0.708
"83","Jason Rainville",70,0.77
"84","Iain McCaig",70,0.712
"85","Eric Deschamps",69,0.711
"86","Mike Bierek",68,0.742
"87","Thomas M. Baxa",68,0.71
"88","Shishizaru",68,0.71
"89","Jana Schirmer & Johannes Voss",66,0.764
"90","Cyril Van Der Haegen",65,0.768
"91","Michael Komarck",65,0.756
"92","Franz Vohwinkel",63,0.717
"93","Ryan Pancoast",63,0.709
"94","Min Yum",63,0.686
"95","Livia Prima",62,0.717
"96","Douglas Shuler",61,0.719
"97","Yeong-Hao Han",60,0.741
"98","Adrian Smith",60,0.736
"99","Seb McKinnon",59,0.702
"100","Evan Shipard",57,0.763
"101","Daarken",55,0.71
"102","Eric Fortune",54,0.724
"103","Jim Nelson",54,0.718
"104","Andrew Mar",54,0.704
"105","Wisnu Tan",53,0.724
"106","Jesper Ejsing",52,0.716
"107","Larry MacDougall",51,0.71
"108","Howard Lyon",50,0.735
"109","Jeremy Enecio",48,0.761
"110","Sarah Finnigan",46,0.761
"111","Ron Spencer",46,0.678
"112","Heather Hudson",41,0.758
"113","Lake Hurwitz",41,0.694
"114","Zoltan Boros & Gabor Szikszai",40,0.805
"115","Chris Rahn",40,0.721
"116","Wayne England",39,0.707
"117","Jeff Laubenstein",36,0.655
"118","Dave DeVries",35,0.676
"119","Jeff Miracola",35,0.711
"120","Jaime Jones",34,0.689
"121","Mike Dringenberg",32,0.667
"122","Andrew Robinson",32,0.678
"123","Jean-Sébastien Rossbach",31,0.745
"124","Yongjae Choi",29,0.718
"125","Lawrence Snelly",29,0.69
"126","Matt Cavotta",28,0.757
"127","Caio Monteiro",27,0.71
"128","Jokubas Uogintas",26,0.789
"129","Mark Behm",25,0.728
"130","James Paick",25,0.731
"131","Kari Christensen",24,0.76
"132","Chris Ostrowski",24,0.725
"133","Antonio José Manzanedo",24,0.806
"134","Anthony Palumbo",24,0.806
"135","Daren Bader",24,0.704
"136","Greg Simanson",24,0.681
"137","Ekaterina Burmak",24,0.732
"138","Lius Lasahido",23,0.7
"139","Cynthia Sheppard",22,0.795
"140","Tomasz Jedruszek",22,0.747
"141","Anthony Francisco",22,0.704
"142","David Hudnut",22,0.725
"143","Alayna Danner",22,0.71
"144","Zezhou Chen",21,0.753
"145","Tim Hildebrandt",21,0.667
"146","Zack Stella",20,0.662
"147","Lucas Staniec",20,0.649
"148","Todd Lockwood",20,0.754
"149","Matt Thompson",19,0.676
"150","Ryan Yee",18,0.71
"151","Evyn Fong",16,0.77
"152","Julie Baroh",16,0.613
"153","Kieran Yanner",16,0.688
"154","Paolo Parente",15,0.791
"155","Tom Kyffin",15,0.72
