"","SetCode","NoCopies","Winrate"
"1","LEA",2321,0.718
"2","MH2",2138,0.727
"3","ICE",1535,0.721
"4","ZEN",1115,0.721
"5","TMP",1066,0.716
"6","ONS",981,0.73
"7","MH1",857,0.717
"8","LRW",808,0.714
"9","ALL",702,0.722
"10","USG",606,0.712
"11","NPH",581,0.72
"12","NEM",414,0.743
"13","LEB",352,0.721
"14","LEG",324,0.738
"15","WAR",323,0.709
"16","STX",312,0.733
"17","MRD",310,0.705
"18","DKA",292,0.738
"19","GPT",289,0.743
"20","ULG",267,0.725
"21","FUT",265,0.721
"22","ISD",255,0.723
"23","ELD",253,0.734
"24","M20",250,0.723
"25","THB",240,0.727
"26","AVR",197,0.705
"27","WWK",186,0.728
"28","CSP",181,0.713
"29","WTH",176,0.729
"30","MBS",175,0.721
"31","CMD",173,0.71
"32","MMQ",151,0.737
"33","DST",147,0.718
"34","CMR",146,0.717
"35","SOM",141,0.705
"36","GTC",138,0.718
"37","RAV",135,0.741
"38","ZNR",130,0.722
"39","STH",125,0.735
"40","MIR",123,0.729
"41","SCG",119,0.689
"42","ALA",116,0.725
"43","TOR",113,0.742
"44","EXO",111,0.722
"45","SOK",107,0.732
"46","M11",105,0.73
"47","ODY",103,0.698
"48","DRK",102,0.736
"49","SHM",99,0.683
"50","TSP",92,0.74
"51","CN2",92,0.754
"52","ROE",92,0.742
"53","RTR",90,0.724
"54","CHK",88,0.684
"55","CON",86,0.731
"56","JUD",83,0.697
"57","VOW",80,0.732
"58","VIS",71,0.707
"59","ORI",71,0.683
"60","BNG",70,0.724
"61","PLC",70,0.687
"62","HOU",68,0.736
"63","MID",67,0.755
"64","M19",66,0.702
"65","GRN",66,0.691
"66","IKO",65,0.737
"67","EVE",64,0.754
"68","AER",62,0.719
"69","5DN",61,0.711
"70","JMP",61,0.71
"71","C18",57,0.732
"72","MOR",56,0.702
"73","DIS",49,0.739
"74","POR",46,0.747
"75","AFR",37,0.674
"76","FRF",34,0.661
"77","PLS",30,0.701
"78","C19",28,0.781
"79","M10",28,0.78
"80","CNS",27,0.76
"81","PC2",25,0.712
"82","OGW",21,0.706
"83","BOK",20,0.741
"84","KLD",20,0.701
"85","M14",19,0.797
"86","M15",19,0.72
"87","C13",19,0.641
"88","M21",17,0.718
"89","M13",17,0.69
"90","EMN",17,0.772
"91","BBD",14,0.708
"92","KHM",13,0.633
"93","ATQ",11,0.75
"94","DOM",11,0.647
"95","UDS",11,0.743
"96","XLN",9,0.78
"97","INV",8,0.733
"98","PTK",8,0.714
"99","AKH",8,0.69
"100","RNA",7,0.704
"101","BFZ",6,0.758
"102","APC",4,0.769
"103","RIX",4,0.778
"104","SOI",4,0.714
"105","C20",4,0.667
"106","JOU",4,0.75
"107","C21",3,0.842
"108","THS",3,0.762
"109","ARN",3,0.75
"110","FEM",3,0.571
"111","KTK",1,1
"112","C16",1,0.714
