"","ARCHETYPES","NB_COPIES","NB_PLAYERS","TOTAL_NB_MATCHES","WINRATE_AVERAGE","WINRATE_95_MIN","WINRATE_95_MAX","MATCHES_PER_PLAYER","WINRATE_ARCH_OUT_PLAYERS"
"1","Humans",15,10,110,0.654545454545455,0.557896205488162,0.742642426119002,11,1.0041665501524
"2","Omnath Saheeli",10,8,74,0.675675675675676,0.556840298173198,0.779954222573626,9.25,1.00446355775774
"3","Elves",1,1,9,0.777777777777778,0.399906426283688,0.971855026522102,9,1
"4","Reclaimer Titan",17,13,132,0.681818181818182,0.595136363089555,0.760130667135813,10.1538461538462,1.00978135788262
"5","Heliod Combo",18,15,147,0.700680272108844,0.619714394846452,0.773358566234138,9.8,1.00019155783835
"6","Obosh Aggro",8,7,63,0.698412698412698,0.569750230886399,0.807689419077902,9,1.02575926424061
"7","Mono White Taxes",9,7,70,0.7,0.578666071957495,0.803773036700536,10,1.00717781402936
"8","Sultai Midrange",3,2,21,0.714285714285714,0.478248881752886,0.887190596078059,10.5,1
"9","WURG Control",35,27,290,0.710344827586207,0.65444517968809,0.761887372528168,10.7407407407407,1.02292064089703
"10","Neobrand",2,2,13,0.692307692307692,0.385738338249295,0.909079605427903,6.5,1.0026525198939
"11","Grixis Control",1,1,7,0.714285714285714,0.290420863737343,0.963307433823914,7,1
"12","Spirits",5,4,35,0.6,0.4211177218821,0.761291889546658,8.75,0.973913043478261
"13","Shadow Prowess",28,23,228,0.719298245614035,0.656176000746993,0.77661856110531,9.91304347826087,1.03738108716873
"14","Green Tron",6,6,44,0.704545454545455,0.547978151915945,0.832356018771323,7.33333333333333,1.02233467108707
"15","Mill",7,5,51,0.627450980392157,0.480802158241964,0.758737570359988,10.2,0.98975799873108
"16","Jund Shadow",4,4,32,0.625,0.436922455096927,0.788999683576007,8,1.00961538461538
"17","Golgari Midrange",2,2,14,0.571428571428571,0.288609400038307,0.823388910017882,7,1
"18","Dredge",5,5,35,0.6,0.4211177218821,0.761291889546658,7,0.969230769230769
"19","Jeskai Control",5,4,38,0.657894736842105,0.486473244839336,0.80367090705095,9.5,0.97856477166822
"20","Izzet Control",6,3,49,0.714285714285714,0.567370280353506,0.834158208345419,16.3333333333333,1.11940298507463
"21","Jund Midrange",9,9,74,0.689189189189189,0.57095282095612,0.791736473161998,8.22222222222222,0.999668125531518
"22","Crabvine",1,1,10,0.8,0.443904537692359,0.974789273673167,10,1
"23","Niv To Light",6,4,49,0.775510204081633,0.633756981140724,0.882256579445809,12.25,1.01807751476165
"24","Orzhov Taxes",1,1,9,0.777777777777778,0.399906426283688,0.971855026522102,9,1
"25","Izzet Prowess",8,7,65,0.723076923076923,0.598098818650656,0.826899640597806,9.28571428571429,1.01031431491313
"26","Oops All Spells",11,9,88,0.738636363636364,0.634068262533379,0.826551225441641,9.77777777777778,1.04624572265978
"27","Saheeli Combo",1,1,7,0.714285714285714,0.290420863737343,0.963307433823914,7,1
"28","Devoted",7,5,54,0.759259259259259,0.62359475416599,0.865136578727539,10.8,1.01248142312807
"29","Inverter Combo",1,1,7,0.714285714285714,0.290420863737343,0.963307433823914,7,0.952380952380952
"30","Burn",6,4,45,0.711111111111111,0.556854722914768,0.836337439554319,11.25,1.02722843221553
"31","Electro End",2,1,14,0.571428571428571,0.288609400038307,0.823388910017882,14,1
"32","Infect",3,3,21,0.571428571428571,0.340206309280275,0.78180314311487,7,0.96
"33","Sultai Control",6,6,49,0.673469387755102,0.52459929450968,0.800514661953898,8.16666666666667,0.989679668899438
"34","Azorius Taxes",3,2,29,0.758620689655172,0.564599654011467,0.897016449227383,14.5,1.01864262215182
"35","Electro Balance",4,3,33,0.696969696969697,0.512889302461607,0.844083397603014,11,1.03137070183702
"36","Bant Midrange",3,3,26,0.807692307692308,0.606494472060678,0.934451891263217,8.66666666666667,1.02024291497976
"37","Mono Red Prowess",4,3,29,0.689655172413793,0.49167664619001,0.847154060391368,9.66666666666667,0.970911192448469
"38","Amulet Titan",21,13,178,0.735955056179775,0.664785247549255,0.799087993565876,13.6923076923077,1.02614949587373
"39","Ad Nauseam",9,6,69,0.710144927536232,0.588424880541794,0.81312805019439,11.5,1.00124872289704
"40","Kiki Chord",3,1,21,0.666666666666667,0.430324517095876,0.854123057656903,21,1
"41","Azorius Control",6,6,41,0.609756097560976,0.445047823370689,0.757989032821311,6.83333333333333,0.980182588602012
"42","Selective Oracle",1,1,8,0.625,0.244863216366552,0.914766585862746,8,1
"43","Gruul Midrange",10,9,75,0.653333333333333,0.534579028740904,0.7595683545481,8.33333333333333,0.993328778249043
"44","Abzan Midrange",1,1,7,0.714285714285714,0.290420863737343,0.963307433823914,7,1
"45","Ascendancy Combo",1,1,7,0.714285714285714,0.290420863737343,0.963307433823914,7,1
"46","Grixis Shadow",2,1,15,0.733333333333333,0.448996758963029,0.922128453708956,15,0.977777777777778
"47","Selesnya Taxes",1,1,7,0.571428571428571,0.184051567640083,0.901011721557492,7,1
"48","Eldrazi Tron",6,3,46,0.673913043478261,0.519827959362465,0.804674563326106,15.3333333333333,1.0343594836147
"49","Blue Tron",1,1,7,0.714285714285714,0.290420863737343,0.963307433823914,7,1
"50","UBRG Control",5,4,39,0.717948717948718,0.551263676605079,0.849985869529479,9.75,1.03598568950927
"51","Enduring Ideal",1,1,6,0.5,0.118117248757025,0.881882751242975,6,1
"52","Scapeshift",3,3,28,0.678571428571429,0.476483593290382,0.841223962113846,9.33333333333333,1.00117096018735
"53","Rakdos Midrange",2,2,18,0.777777777777778,0.52362723426352,0.935907952282333,9,1
"54","Belcher",3,3,27,0.740740740740741,0.537151257723829,0.888855437154558,9,1
"55","Badzan",1,1,9,0.777777777777778,0.399906426283688,0.971855026522102,9,1
"56","UBRG Shadow",1,1,9,0.777777777777778,0.399906426283688,0.971855026522102,9,1.03703703703704
"57","Gifts Storm",2,2,16,0.6875,0.413379363548641,0.889830045282883,8,0.995689655172414
"58","Selesnya Midrange",1,1,7,0.571428571428571,0.184051567640083,0.901011721557492,7,1
"59","Bant Blink",1,1,10,0.8,0.443904537692359,0.974789273673167,10,1.08571428571429
"60","Dimir Control",3,2,25,0.8,0.592962567721323,0.931688535987516,12.5,1
"61","Temur Control",2,2,16,0.6875,0.413379363548641,0.889830045282883,8,1.03931924882629
"62","Slivers",1,1,7,0.714285714285714,0.290420863737343,0.963307433823914,7,1
"63","Thopter Urza",1,1,9,0.777777777777778,0.399906426283688,0.971855026522102,9,1.07692307692308
