"","CardNames","DeckCount","Winrate95Min"
"1","Fire // Ice",35,70.8
"2","Crashing Footfalls",25,70.4
"3","Forest",107,70.4
"4","Urza's Saga",86,70.3
"5","Fury",31,70.2
"6","Silent Clearing",66,70.2
"7","Steam Vents",187,70.2
"8","Ketria Triome",56,70
"9","Plains",107,70
"10","Mountain",126,70
"11","Memnite",59,69.7
"12","Ornithopter",59,69.7
"13","Puresteel Paladin",59,69.7
"14","Colossus Hammer",59,69.7
"15","Sigarda's Aid",59,69.7
"16","Raugrin Triome",54,69.7
"17","Flooded Strand",107,69.7
"18","Island",168,69.7
"19","Shadowspear",75,69.6
"20","Breeding Pool",93,69.6
"21","Stomping Ground",103,69.6
"22","Scalding Tarn",177,69.6
"23","Inkmoth Nexus",61,69.5
"24","Teferi, Time Raveler",63,69.5
"25","Stoneforge Mystic",76,69.4
"26","Bonecrusher Giant",27,69.3
"27","Wooded Foothills",111,69.3
"28","Lightning Bolt",154,69.3
"29","Esper Sentinel",57,69.2
"30","Sunbaked Canyon",47,69.1
"31","Springleaf Drum",63,69
"32","Sacred Foundry",76,69
"33","Prismatic Ending",78,69
"34","Misty Rainforest",132,69
"35","Gemstone Caverns",27,68.9
"36","Mishra's Bauble",128,68.9
"37","Steelshaper's Gift",55,68.8
"38","Snapcaster Mage",65,68.8
"39","Force of Negation",61,68.5
"40","Ingenious Smith",23,68.4
"41","Omnath, Locus of Creation",38,68.4
"42","Engineered Explosives",33,68.4
"43","Windswept Heath",62,68.4
"44","Dragon's Rage Channeler",107,68.4
"45","Brazen Borrower",65,68.3
"46","Wrenn and Six",63,68.3
"47","Expressive Iteration",88,68.3
"48","Prismari Command",23,68.2
"49","Violent Outburst",47,68.2
"50","Ragavan, Nimble Pilferer",105,68.2
