"","presence","winrate","low_winrate","comb_presence_winrate","meta_score"
"Tiers 1",Affinity - Unknown,Mono Red Kiln   Fiend - Mono   Blue - Conflict(Boros Bully / Flashback,Boros Monarch,Tireless   Tribe) - Conflict(Black   Burn,Burn),Affinity - Mono Red Kiln   Fiend,Affinity,Affinity
"Tiers 1.5",Rakdos Goblins - Temur Ramp - Boros Bully / Flashback - Azorius Familiars - Dimir Faeries - Esper Familiars - Boros Monarch,Izzet Faeries - Esper Familiars - Boros Monarch,Izzet Faeries - Mono   Blue - Rakdos Goblins - Boros Bully / Flashback - Esper Familiars - Boros Monarch - Temur Ramp - Conflict(Boros Bully / Flashback,Boros Monarch,Tireless   Tribe) - Unknown - Azorius Familiars - Conflict(Black   Burn,Burn),Mono Red Kiln   Fiend - Izzet Faeries - Mono   Blue - Rakdos Goblins - Unknown - Boros Bully / Flashback - Conflict(Boros Bully / Flashback,Boros Monarch,Tireless   Tribe) - Esper Familiars - Temur Ramp - Boros Monarch - Conflict(Black   Burn,Burn),Mono Red Kiln   Fiend - Izzet Faeries - Mono   Blue - Rakdos Goblins - Unknown - Boros Bully / Flashback - Conflict(Boros Bully / Flashback,Boros Monarch,Tireless   Tribe) - Esper Familiars - Temur Ramp - Boros Monarch - Conflict(Black   Burn,Burn)
"Tiers 2",Izzet Faeries - Cycle   Storm - Mono Red Kiln   Fiend - Mono   Blue - Mono Green Elves - Gruul Ramp,Rakdos Goblins - Bogles - Boros Bully / Flashback - Affinity - Azorius Familiars - Temur Ramp - Dimir Faeries,Dimir Faeries,Azorius Familiars - Dimir Faeries - Bogles,Azorius Familiars - Dimir Faeries - Bogles
"Tiers 2.5",Conflict(Boros Bully / Flashback,Boros Monarch,Tireless   Tribe) - Conflict(Black   Burn,Burn) - Bogles,Mono Green Elves - Unknown - Cycle   Storm - Gruul Ramp,Bogles - Mono Green Elves - Cycle   Storm - Gruul Ramp,Mono Green Elves - Cycle   Storm - Gruul Ramp,Mono Green Elves - Cycle   Storm - Gruul Ramp
