"","Artist","NoCopies","Winrate"
"1","Christopher Rush",959,0.636
"2","Rob Alexander",730,0.647
"3","Mark Poole",681,0.647
"4","Douglas Shuler",561,0.637
"5","John Avon",523,0.646
"6","Greg Staples",429,0.649
"7","Steven Belledin",421,0.649
"8","Raoul Vitale",340,0.639
"9","Jesper Myrfors",329,0.645
"10","Jonas De Ro",299,0.647
"11","Irina Nordsol",292,0.648
"12","Anthony S. Waters",292,0.647
"13","Svetlin Velinov",280,0.645
"14","Alex Horley-Orlandelli",280,0.644
"15","Marc Simonetti",267,0.648
"16","Anson Maddocks",249,0.657
"17","Bastien L. Deharme",236,0.645
"18","Dan Scott",233,0.657
"19","Randy Gallegos",229,0.638
"20","Greg Hildebrandt",206,0.643
"21","Terese Nielsen",205,0.64
"22","Rebecca Guay",198,0.654
"23","Ilse Gort",189,0.629
"24","Matt Stewart",185,0.645
"25","Evyn Fong",183,0.649
"26","Thomas M. Baxa",167,0.64
"27","Yeong-Hao Han",164,0.64
"28","Ron Spencer",163,0.623
"29","Gabor Szikszai",162,0.675
"30","Jean-Sébastien Rossbach",162,0.653
"31","Mathias Kollros",161,0.651
"32","Filip Burburan",160,0.639
"33","Eric Fortune",159,0.643
"34","Magali Villeneuve",157,0.627
"35","Vance Kovacs",155,0.665
"36","Sidharth Chaturvedi",150,0.634
"37","Dan Frazier",149,0.649
"38","Mark Tedin",135,0.631
"39","Justine Cruz",134,0.643
"40","Eytan Zana",132,0.646
"41","Ron Spears",127,0.623
"42","Lawrence Snelly",126,0.648
"43","Zoltan Boros & Gabor Szikszai",126,0.637
"44","Ben Wootten",123,0.645
"45","Mike Raabe",121,0.665
"46","rk post",119,0.634
"47","Eric Peterson",114,0.649
"48","Colin Boyer",110,0.674
"49","Dave Allsop",108,0.658
"50","Joseph Meehan",103,0.642
"51","Igor Kieryluk",103,0.631
"52","Franz Vohwinkel",101,0.641
"53","Eric Deschamps",100,0.645
"54","Mike Ploog",97,0.632
"55","James Paick",97,0.66
"56","Kev Walker",97,0.65
"57","YW Tang",95,0.636
"58","Craig J Spearing",94,0.64
"59","Brian Despain",93,0.648
"60","Lars Grant-West",93,0.625
"61","Slawomir Maniak",90,0.657
"62","Anastasia Ovchinnikova",89,0.649
"63","Martina Fackova",89,0.616
"64","Allen Williams",89,0.637
"65","Glen Angus",89,0.618
"66","Tom Wänerstrand",87,0.681
"67","Dave Kendall",84,0.656
"68","Zoltan Boros",84,0.634
"69","Goran Josic",83,0.615
"70","Jaime Jones",82,0.663
"71","Raymond Swanland",82,0.638
"72","Daren Bader",81,0.66
"73","Cristi Balanescu",81,0.625
"74","Pete Venters",81,0.613
"75","Winona Nelson",79,0.642
"76","Alayna Danner",77,0.619
"77","Seb McKinnon",75,0.624
"78","Don Hazeltine",73,0.647
"79","Ben Thompson",73,0.63
"80","Christopher Moeller",69,0.638
"81","Daniel Gelon",69,0.646
"82","Doug Chaffee",68,0.65
"83","Paul Scott Canavan",68,0.65
"84","Ken Meyer, Jr.",68,0.622
"85","Daarken",68,0.607
"86","Adam Rex",66,0.646
"87","Daniel Ljunggren",65,0.667
"88","Cyril Van Der Haegen",65,0.639
"89","David Gaillet",65,0.649
"90","Randy Vargas",63,0.708
"91","Wayne England",60,0.62
"92","Lindsey Look",59,0.662
"93","Zezhou Chen",58,0.658
"94","Brian Snõddy",57,0.598
"95","Lie Setiawan",56,0.623
"96","Heather Hudson",56,0.612
"97","Sandra Everingham",53,0.625
"98","Scott Altmann",52,0.637
"99","Johannes Voss",50,0.649
"100","Pat Morrissey",48,0.588
"101","Tia Masic",47,0.688
"102","Dave Dorman",45,0.637
"103","Warren Mahy",44,0.647
"104","Campbell White",44,0.648
"105","Aaron Miller",42,0.61
"106","Michael Danza",41,0.591
"107","Carl Critchlow",40,0.671
"108","Jeff Miracola",38,0.687
"109","Darrell Riche",38,0.735
"110","Jason A. Engle",36,0.635
"111","Dany Orizio",36,0.588
"112","Richard Kane Ferguson",33,0.629
"113","Tony Szczudlo",30,0.653
"114","Trevor Hairsine",30,0.634
"115","Nils Hamm",29,0.691
"116","Justyna Gil",29,0.678
"117","DiTerlizzi",29,0.626
"118","Milivoj Ćeran",28,0.725
"119","Adi Granov",28,0.725
"120","Tom Kyffin",28,0.604
"121","Scott Murphy",28,0.592
"122","Denman Rooke",28,0.592
"123","Jonathan Kuo",28,0.592
"124","April Lee",28,0.592
"125","Brad Rigney",27,0.688
"126","Adam Paquette",26,0.64
"127","Omar Rayyan",26,0.604
"128","Efrem Palacios",26,0.604
"129","Greg Hildebrandt & Tim Hildebrandt",23,0.696
"130","Mike Bierek",23,0.6
"131","Jeff Easley",23,0.629
"132","Piotr Dura",22,0.65
"133","Vincent Proce",20,0.649
"134","Massimilano Frezzato",20,0.649
"135","Paolo Parente",20,0.649
"136","Steve Argyle",20,0.6
"137","Justin Hampton",19,0.604
"138","Wayne Reynolds",19,0.75
"139","David Martin",18,0.684
"140","Hideaki Takamura",17,0.65
"141","Izzy",16,0.769
"142","Aurore Folny",16,0.649
"143","Jason Felix",16,0.623
"144","Kieran Yanner",15,0.636
"145","Bryan Talbot",15,0.619
"146","Michael Sutfin",14,0.611
"147","Alan Pollack",14,0.698
"148","E. M. Gist",13,0.571
"149","James Wong",11,0.649
"150","Wesley Burt",11,0.619
"151","Mark Zug",11,0.638
"152","Bud Cook",11,0.571
"153","Ralph Horsley",11,0.556
"154","Jodie Muir",10,0.667
"155","Howard Lyon",10,0.649
"156","Jason Chan",10,0.674
"157","Heonhwa Choe",10,0.571
"158","Titus Lunter",9,0.673
"159","D. Alexander Gregory",9,0.63
"160","Mark A. Nelson",8,0.649
"161","Rick Emond",8,0.643
"162","Sam Burley",8,0.571
"163","Olivier Bernard",7,0.592
"164","Johann Bodin",6,0.694
"165","Luca Zontini",6,0.682
"166","Wisnu Tan",6,0.571
"167","Bradley Williams",6,0.571
"168","David Rapoza",5,0.688
"169","Karl Kopinski",4,0.8
"170","Miguel Mercado",4,0.636
"171","Erica Yang",4,0.577
"172","Fred Hooper",4,0.75
"173","Matt Cavotta",4,0.75
"174","Bryon Wackwitz",4,0.667
"175","James Ryman",4,0.571
"176","James Zapata",4,0.571
"177","Austin Hsu",4,0.571
"178","Nicholas Gregory",4,0.571
"179","Lius Lasahido",4,0.5
"180","David Palumbo",3,0.571
"181","Ekaterina Burmak",3,0.571
"182","Mark Romanoski",3,0.667
"183","Hannibal King",2,0.75
"184","Nic Klein",2,0.571
"185","Mark Winters",2,0.571
"186","Roger Raupp",2,0.571
"187","Dave DeVries",2,0.571
"188","Willian Murai",1,0.889
