"","SetCode","NoCopies","Winrate"
"1","LEA",3030,0.65
"2","MRD",1926,0.664
"3","ICE",1135,0.653
"4","MH2",880,0.66
"5","SOM",855,0.66
"6","NEO",544,0.655
"7","MH1",532,0.646
"8","TSP",500,0.651
"9","AFR",468,0.654
"10","MBS",451,0.656
"11","LRW",439,0.659
"12","VOW",417,0.656
"13","ZEN",385,0.656
"14","M11",377,0.654
"15","IKO",312,0.637
"16","TOR",305,0.641
"17","ALL",299,0.67
"18","XLN",296,0.653
"19","DIS",295,0.657
"20","USG",291,0.646
"21","KHM",287,0.641
"22","SOI",282,0.663
"23","C16",280,0.636
"24","ROE",270,0.645
"25","KTK",267,0.676
"26","MMQ",234,0.635
"27","ALA",231,0.648
"28","ULG",227,0.668
"29","ONS",225,0.666
"30","JUD",225,0.659
"31","WWK",224,0.645
"32","DKA",213,0.665
"33","M13",196,0.643
"34","RAV",190,0.677
"35","NPH",190,0.643
"36","FRF",180,0.643
"37","RTR",178,0.647
"38","CMR",178,0.61
"39","STX",150,0.686
"40","BOK",147,0.632
"41","HOU",144,0.67
"42","SHM",133,0.657
"43","INV",129,0.647
"44","ISD",121,0.664
"45","DOM",111,0.645
"46","MID",101,0.676
"47","MOR",100,0.653
"48","CN2",99,0.618
"49","AKH",93,0.636
"50","VIS",92,0.644
"51","PLS",91,0.682
"52","GTC",89,0.664
"53","TMP",89,0.648
"54","AER",83,0.653
"55","M12",80,0.631
"56","M21",78,0.655
"57","P02",76,0.686
"58","EVE",74,0.621
"59","ARN",73,0.679
"60","ODY",72,0.671
"61","DST",71,0.644
"62","AVR",69,0.648
"63","RNA",68,0.653
"64","LEG",68,0.628
"65","SCG",60,0.623
"66","ATQ",60,0.588
"67","ELD",59,0.654
"68","BFZ",56,0.686
"69","FUT",53,0.643
"70","ORI",50,0.703
"71","CSP",49,0.589
"72","LGN",48,0.648
"73","ZNR",47,0.632
"74","APC",39,0.606
"75","5DN",37,0.648
"76","NEM",37,0.676
"77","M10",32,0.554
"78","GPT",25,0.585
"79","PLC",25,0.629
"80","CHK",22,0.617
"81","KLD",20,0.614
"82","FEM",20,0.658
"83","ARB",20,0.632
"84","JOU",20,0.576
"85","M14",20,0.608
"86","M15",18,0.639
"87","M20",17,0.667
"88","THB",17,0.614
"89","EMN",16,0.607
"90","THS",14,0.63
"91","JMP",10,0.682
"92","DGM",8,0.643
"93","OGW",6,0.689
"94","BNG",4,0.538
"95","STH",2,0.643
"96","SOK",2,0.615
"97","GRN",2,0.625
"98","CNS",1,0.5
