"","CardNames","DeckCount","WinrateAverage"
"1","Bonesplitter",1,100
"2","Exclude",1,88.9
"3","Recoil",1,88.9
"4","Lumithread Field",2,77.8
"5","Rolling Thunder",1,77.8
"6","Bind the Monster",4,75
"7","Brute Force",2,75
"8","Lightning Bolt",2,75
"9","Underworld Rage-Hound",2,75
"10","Envelop",4,73.3
"11","Desert",4,71.4
"12","Searing Blaze",2,71.4
"13","Pestilence",1,71.4
"14","Unearth",1,71.4
"15","Wrench Mind",1,71.4
"16","Jace's Erasure",1,71.4
"17","Faerie Macabre",8,70.9
"18","Abrade",12,70.7
"19","Light of Hope",17,70.4
"20","Masked Vandal",5,70.3
"21","Nature's Chant",4,70
"22","Nameless Inversion",14,69.9
"23","Stormbound Geist",15,69.6
"24","Cast Down",12,69.6
"25","Sage's Row Denizen",2,69.2
"26","Parapet",4,69
"27","Leave No Trace",19,68.8
"28","Cuombajj Witches",15,68.8
"29","Introduction to Prophecy",19,68.6
"30","Echoing Truth",9,68.3
"31","Counterspell",6,68.3
"32","Inside Out",3,68.2
"33","Beetleback Chief",3,68.2
"34","Dissenter's Deliverance",3,68.2
"35","Gilded Light",3,68.2
"36","Stream of Thought",8,67.9
"37","Pyroblast",91,67.6
"38","Return to Nature",5,67.6
"39","Negate",26,67.5
"40","Molten Rain",7,67.3
"41","Revoke Existence",36,67.1
"42","Gorilla Shaman",136,66.9
"43","Devour Flesh",32,66.7
"44","Sylvok Lifestaff",8,66.7
"45","Ghitu Lavarunner",3,66.7
"46","Pyromatics",3,66.7
"47","Faultgrinder",2,66.7
"48","Mournwhelk",2,66.7
"49","Deprive",1,66.7
"50","Mantle of Tides",1,66.7
