"","Artist","NoCopies","Winrate"
"1","Rob Alexander",901,0.665
"2","Christopher Rush",876,0.637
"3","Mark Poole",824,0.649
"4","Douglas Shuler",569,0.651
"5","Steven Belledin",551,0.663
"6","John Avon",522,0.668
"7","Greg Staples",506,0.654
"8","Kaja Foglio",504,0.672
"9","Marc Simonetti",419,0.661
"10","Raoul Vitale",406,0.66
"11","Irina Nordsol",361,0.665
"12","Alex Horley-Orlandelli",347,0.661
"13","Svetlin Velinov",346,0.646
"14","Jesper Myrfors",341,0.67
"15","Dan Scott",325,0.652
"16","Jonas De Ro",320,0.644
"17","Anson Maddocks",274,0.629
"18","Anthony S. Waters",274,0.669
"19","Bastien L. Deharme",269,0.663
"20","Evyn Fong",265,0.657
"21","Terese Nielsen",249,0.648
"22","Greg Hildebrandt",242,0.664
"23","Rebecca Guay",240,0.637
"24","Matt Stewart",235,0.667
"25","Craig J Spearing",222,0.664
"26","Dan Frazier",203,0.652
"27","Gabor Szikszai",199,0.664
"28","Filip Burburan",198,0.665
"29","Thomas M. Baxa",198,0.665
"30","Yeong-Hao Han",197,0.675
"31","Mathias Kollros",192,0.665
"32","Randy Gallegos",189,0.648
"33","Lawrence Snelly",187,0.656
"34","Vance Kovacs",187,0.65
"35","Jean-Sébastien Rossbach",180,0.643
"36","Ilse Gort",176,0.621
"37","Magali Villeneuve",171,0.646
"38","Dave Allsop",170,0.658
"39","Justine Cruz",169,0.66
"40","Ben Thompson",153,0.628
"41","Colin Boyer",152,0.631
"42","YW Tang",150,0.643
"43","Eytan Zana",148,0.68
"44","Ron Spencer",148,0.641
"45","Franz Vohwinkel",147,0.653
"46","Mark Tedin",145,0.64
"47","Mike Ploog",144,0.636
"48","David Gaillet",140,0.621
"49","Slawomir Maniak",137,0.614
"50","Eric Fortune",130,0.679
"51","Joseph Meehan",129,0.664
"52","Kev Walker",126,0.648
"53","Anastasia Ovchinnikova",123,0.64
"54","Sidharth Chaturvedi",116,0.609
"55","Mike Raabe",114,0.689
"56","Pete Venters",114,0.63
"57","James Paick",110,0.677
"58","Ron Spears",110,0.61
"59","Ben Wootten",108,0.635
"60","Martina Fackova",104,0.647
"61","Daarken",103,0.612
"62","Dave Kendall",101,0.658
"63","Allen Williams",98,0.65
"64","Tom Wänerstrand",95,0.636
"65","Brian Despain",91,0.682
"66","Winona Nelson",88,0.66
"67","Johannes Voss",88,0.65
"68","Daren Bader",87,0.692
"69","Don Hazeltine",84,0.695
"70","Goran Josic",79,0.656
"71","Eric Peterson",78,0.674
"72","Zoltan Boros",77,0.639
"73","Lindsey Look",77,0.643
"74","Seb McKinnon",77,0.668
"75","Daniel Gelon",76,0.686
"76","Doug Chaffee",76,0.686
"77","Paul Scott Canavan",76,0.686
"78","Jaime Jones",75,0.675
"79","Raymond Swanland",71,0.666
