"","CardNames","DeckCount","Winrate95Min"
"1","Bonesplitter",1,69.2
"2","Pyroblast",91,64
"3","Gorilla Shaman",136,63.9
"4","Dust to Dust",84,62.6
"5","Krark-Clan Shaman",81,62.3
"6","Hydroblast",68,62
"7","Light of Hope",17,61.6
"8","Electrickery",63,61.2
"9","Revoke Existence",36,61
"10","Duress",74,60.6
"11","Relic of Progenitus",90,60.6
"12","Leave No Trace",19,60.4
"13","Negate",26,60.4
"14","Red Elemental Blast",89,60.4
"15","Abrade",12,60.2
"16","Introduction to Prophecy",19,60.2
"17","Devour Flesh",32,60.2
"18","Blue Elemental Blast",70,60.2
"19","Nameless Inversion",14,60.1
"20","Stormbound Geist",15,59.7
"21","Dispel",46,59.7
"22","Nihil Spellbomb",56,59.6
"23","Cuombajj Witches",15,59.3
"24","Cast Down",12,59.1
"25","Fiery Cannonade",57,58.8
"26","Chainer's Edict",64,58.8
"27","Spell Pierce",29,58.5
"28","Suffocating Fumes",34,58.3
"29","Weather the Storm",40,57.7
"30","Gut Shot",32,57.3
"31","Faerie Macabre",8,57.1
"32","Annul",28,57
"33","Prismatic Strands",15,56.9
"34","Flaring Pain",20,55.8
"35","Echoing Truth",9,55.3
"36","Stonehorn Dignitary",13,55.3
"37","Unexpected Fangs",29,55.3
"38","Bind the Monster",4,55.1
"39","Dawnbringer Cleric",21,55.1
"40","Shenanigans",23,55.1
"41","Last Breath",13,55
"42","Smash to Smithereens",19,55
"43","Diabolic Edict",17,54.9
"44","Envelop",4,54.1
"45","Stream of Thought",8,54
"46","Metallic Rebuke",15,54
"47","Sylvok Lifestaff",8,53.3
"48","Nature's Claim",12,53.3
"49","Masked Vandal",5,53
"50","Lone Missionary",16,52.7
