"","CardNames","DeckCount","WinrateAverage"
"1","Great Furnace",120,66.2
"2","Ichor Wellspring",107,66.8
"3","Galvanic Blast",105,66.1
"4","Makeshift Munitions",101,66.7
"5","Mountain",99,66.3
"6","Ash Barrens",98,63.6
"7","Drossforge Bridge",96,66.4
"8","Vault of Whispers",96,66.4
"9","Gurmag Angler",95,64.3
"10","Deadly Dispute",94,66.5
"11","Swamp",89,65.2
"12","Chromatic Star",85,66.3
"13","Lightning Bolt",83,65.3
"14","Preordain",78,65.1
"15","Island",73,66
"16","Plains",72,66.3
"17","Experimental Synthesizer",70,67.5
"18","Reckoner's Bargain",64,66
"19","Blood Fountain",64,66
"20","Myr Enforcer",63,66.2
"21","Seat of the Synod",61,66.6
"22","Silverbluff Bridge",61,66.6
"23","Thoughtcast",60,66.5
"24","Mistvault Bridge",60,66.5
"25","Frogmite",59,66.6
"26","Faithless Looting",55,67.2
"27","Krark-Clan Shaman",53,66.8
"28","Counterspell",50,63.7
"29","Thraben Inspector",47,66.9
"30","Faerie Seer",44,63.1
"31","Ninja of the Deep Hours",44,63.1
"32","Spellstutter Sprite",44,63.1
"33","Myr Retriever",43,65.9
"34","Nihil Spellbomb",42,67.2
"35","Kor Skyfisher",39,67
"36","Boros Garrison",38,66.8
"37","Evolving Wilds",38,64
"38","Brainstorm",37,61.4
"39","Snuff Out",37,64.1
"40","Forest",36,61.8
"41","Wind-Scarred Crag",35,68
"42","Glint Hawk",34,67.6
"43","Augur of Bolas",34,61.2
"44","Dispel",34,64
"45","Ice Tunnel",34,65
"46","Mulldrifter",34,67.9
"47","Rakdos Carnarium",33,66.8
"48","Snap",33,68.9
"49","Seeker of the Way",32,66.5
"50","Cast Down",32,61.9
