"","CardNames","DeckCount","Winrate95Min"
"1","Ichor Wellspring",107,63.4
"2","Experimental Synthesizer",70,63.3
"3","Forgotten Cave",30,63.2
"4","Makeshift Munitions",101,63.1
"5","Great Furnace",120,63
"6","Deadly Dispute",94,62.8
"7","Drossforge Bridge",96,62.8
"8","Vault of Whispers",96,62.8
"9","Mountain",99,62.7
"10","Snap",33,62.6
"11","Galvanic Blast",105,62.6
"12","Chromatic Star",85,62.5
"13","Faithless Looting",55,62.4
"14","Seat of the Synod",61,62
"15","Silverbluff Bridge",61,62
"16","Plains",72,62
"17","Wind-Scarred Crag",35,61.9
"18","Frogmite",59,61.9
"19","Thoughtcast",60,61.9
"20","Mistvault Bridge",60,61.9
"21","Krark-Clan Shaman",53,61.8
"22","Island",73,61.8
"23","Mulldrifter",34,61.7
"24","Nihil Spellbomb",42,61.7
"25","Myr Enforcer",63,61.7
"26","Thraben Inspector",47,61.6
"27","Reckoner's Bargain",64,61.5
"28","Blood Fountain",64,61.5
"29","Glint Hawk",34,61.4
"30","Lightning Bolt",83,61.3
"31","Swamp",89,61.3
"32","Kor Skyfisher",39,61.2
"33","Boros Garrison",38,61
"34","Preordain",78,61
"35","Deep Analysis",18,60.9
"36","Prohibit",26,60.9
"37","Ephemerate",29,60.9
"38","Archaeomancer",24,60.8
"39","God-Pharaoh's Faithful",24,60.8
"40","Sunscape Familiar",24,60.8
"41","Azorius Chancery",24,60.8
"42","Ancient Den",31,60.7
"43","Journey to Nowhere",31,60.6
"44","Gurmag Angler",95,60.5
"45","Thrilling Discovery",6,60.4
"46","Trinket Mage",20,60.4
"47","Ghostly Flicker",22,60.4
"48","Mortuary Mire",23,60.4
"49","Rakdos Carnarium",33,60.4
"50","Myr Retriever",43,60.4
